GeneID	logFC	logCPM	F	PValue	FDR
ENSG00000117394	-0.844444140146575	8.8660116018234	538.286616955851	1.07450081624414e-93	2.28069961586594e-89
ENSG00000177606	-1.02951249809259	6.05159906946213	408.917671683003	1.22208274911773e-89	1.29697605359283e-85
ENSG00000140450	-1.04485774189309	5.87000557694865	384.958129589951	2.51331176670823e-85	2.0005019171085e-81
ENSG00000153234	-0.907584964917934	5.22030772067052	213.676113495441	2.44118511064399e-48	1.11033817350341e-44
ENSG00000067082	-0.750478591737061	7.746110746153	332.105833285277	1.82858396893369e-47	7.76258275931936e-44
ENSG00000143847	-0.784253712033348	5.57595451018873	191.020098048787	1.97413687809275e-43	7.3945361168419e-40
ENSG00000123384	-0.661631053214773	6.20597323931777	182.402969588669	1.73377134338052e-41	5.52006789162208e-38
ENSG00000235750	-0.579263936779436	6.90706317508852	179.037727754015	8.47753415167154e-41	2.45374519170904e-37
ENSG00000119950	-0.591949753472321	6.86245239858093	181.838580334484	1.68920750445649e-39	4.30254665045104e-36
ENSG00000126368	-0.57364499765169	6.98516573828267	177.17253895125	1.47509472932065e-38	3.61267719534427e-35
ENSG00000177181	-0.920309422451913	4.69517371016114	162.977766636801	2.59737422750934e-37	6.12566661796712e-34
ENSG00000112773	-0.774561673594501	5.24027872351383	157.338431153864	4.42466573705819e-36	9.08869161737595e-33
ENSG00000114480	-0.620894089786464	6.1650829840588	157.536266396882	9.30635950149697e-36	1.79576076962673e-32
ENSG00000152256	-0.682756942852564	5.59443541315275	146.158097927862	1.52396466181446e-33	2.69559716028776e-30
ENSG00000162772	-0.690237132331651	5.42444001846226	137.668479326161	8.77578433019918e-32	1.36296492388803e-28
ENSG00000196968	-0.616509991501451	5.88353639930187	137.175482379659	1.23712684805446e-31	1.87563157865628e-28
ENSG00000146278	-0.599571104498752	5.50706419045465	108.422772666128	2.27278479885086e-25	2.33425996187784e-22
ENSG00000186352	-1.35563516781441	2.70096836008543	103.274759202814	2.99547436434494e-24	2.98035657966239e-21
ENSG00000146373	-0.507243241348523	6.10572352944	102.685267299935	7.12142308227655e-24	6.87077056985036e-21
ENSG00000099994	-1.17208216770116	3.11062910264426	98.947224180278	2.61875191905563e-23	2.41672849202471e-20
ENSG00000078114	-0.546577934729581	5.61619535427812	95.0173741288953	1.93065164295672e-22	1.66132573876425e-19
ENSG00000151092	-0.551408047324215	5.5488054329638	93.5626005033792	3.97021955435115e-22	3.28326844886258e-19
ENSG00000175197	-0.776873546039258	4.2527680386291	88.3955870087609	5.40120384212559e-21	4.1437645428317e-18
ENSG00000214193	-0.553137946505356	5.416977767675	87.8695453087906	7.04607634301066e-21	5.27850592110458e-18
ENSG00000059728	-0.652045736640431	4.80172762423247	87.4756958557003	9.49889836260444e-21	7.03327152366933e-18
ENSG00000135245	-0.740816406092847	4.33913057106864	85.1889725997547	2.7315340911639e-20	1.95433591374207e-17
ENSG00000123358	-0.558461143003213	5.05863342930641	74.888050096987	5.00998705896412e-18	3.09729073741416e-15
ENSG00000163032	-0.755472766266084	4.03521846007819	74.1760458389009	7.18493246764282e-18	4.27584060506628e-15
ENSG00000173221	-0.579983218155695	4.91022614460946	73.8115595038799	8.77075965602971e-18	5.17125613534263e-15
ENSG00000181722	-0.543601880922899	5.09482559588222	71.929881206669	2.24148122632274e-17	1.28586306350048e-14
ENSG00000188215	-0.543914921523569	5.08235871045135	71.5187755390298	2.76052836921826e-17	1.56439828178046e-14
ENSG00000107957	-0.510057970652753	5.31124785419736	70.8297106738203	3.91404087260669e-17	2.14857224693945e-14
ENSG00000171951	-0.502296213495849	5.37221695263882	70.8013424643191	3.97071198707174e-17	2.16105151453647e-14
ENSG00000106714	-0.554978855508006	4.97201530106728	70.0998848354318	5.66565239076089e-17	3.00643122738735e-14
ENSG00000120129	-0.818195870514751	3.63103199786274	68.8465036630546	1.06943693558171e-16	5.58184719238004e-14
ENSG00000107159	-1.0552693282616	2.82237277385862	68.0179765215163	1.64561273894012e-16	8.51932377052764e-14
ENSG00000129521	-0.602023975761527	4.64197406463001	67.848768289448	1.7735156674675e-16	9.05943557543391e-14
ENSG00000164142	-0.540374431536222	4.93785108913282	65.4089480977788	6.1125783265209e-16	2.97122633662497e-13
ENSG00000185920	-0.699094283028856	4.02424811655175	63.2399190146672	1.85292724121689e-15	8.48840632654444e-13
ENSG00000059804	-0.711433792054808	3.89549619429646	60.454526134616	7.61579737526672e-15	3.27669682070851e-12
ENSG00000226510	-1.07129381412832	2.55771655109432	59.7744007330695	1.06764156886602e-14	4.50226570732989e-12
ENSG00000071575	-0.534998840461728	4.81103445779338	59.4381695186503	1.26650429373653e-14	5.23683077352346e-12
ENSG00000138641	-0.542515143730562	4.72755652283067	58.3357712955622	2.21753633534974e-14	8.99401663860289e-12
ENSG00000112379	-0.546969958907626	6.48896867499951	92.0560886453923	1.22193106057642e-13	4.60407716830325e-11
ENSG00000120738	-0.676931530540501	6.18475568906345	109.75375472068	2.14271515306109e-13	7.84147544836041e-11
ENSG00000196083	-0.584692431223001	4.33295931930666	53.058207725474	3.38984766194365e-13	1.19257088159992e-10
ENSG00000269968	-0.789304175814863	3.40246811946881	53.8379725411609	3.89339734914775e-13	1.34739055979175e-10
ENSG00000205129	-0.804396305114001	3.21672564154566	50.6406867024499	1.11212028800022e-12	3.65033420510256e-10
ENSG00000260822	-0.551427814806011	4.41401681839829	49.7626982929917	1.73950597185259e-12	5.59426877624531e-10
ENSG00000150347	-0.835622819057032	3.04868272435164	49.3033994952061	2.19826987242356e-12	6.96414082916992e-10
ENSG00000248019	-1.00222794472843	2.3969476469155	47.2342997426072	6.31323694449547e-12	1.86114809682703e-09
ENSG00000103089	-0.528166224172426	4.32170321654612	43.0235046682218	5.41890212134226e-11	1.40840583828862e-08
ENSG00000141622	-0.744019292692663	3.1784550720949	42.2344379361706	8.11102107303653e-11	2.08260277769253e-08
ENSG00000170345	-0.55400172091659	4.2330476791479	43.2280551506873	9.51403355637178e-11	2.40406791575034e-08
ENSG00000103888	-0.905074610481922	2.49182665756744	41.2226845474601	1.3607452602707e-10	3.34548941846554e-08
ENSG00000165507	-0.5266131032727	4.18659510014751	39.2251719848365	3.78239530137005e-10	8.79020385420952e-08
ENSG00000181126	-0.627712485768768	3.50944526834797	37.3560865485969	9.85552858596495e-10	2.07804799261089e-07
ENSG00000263535	-0.844963575343281	2.52727937755392	36.8207744040634	1.29684611730652e-09	2.69866896116756e-07
ENSG00000148346	-0.854402377223516	2.49768991977766	36.7466888785384	1.34706890876851e-09	2.78497749687183e-07
ENSG00000064042	-0.526373301949723	4.0146260294397	35.6629246066336	2.34895583663269e-09	4.67420190028937e-07
ENSG00000165029	-0.997167181580097	1.90082275398119	33.0658896642839	8.91893652191647e-09	1.55172437406031e-06
ENSG00000099840	-0.833495199517998	2.37088759558597	32.1511007926858	1.42789531828307e-08	2.38021178487725e-06
ENSG00000180644	-0.594825810501442	3.40169071965181	31.624201869981	1.87278639174908e-08	3.0344381442088e-06
ENSG00000147036	-0.797231424383397	2.44636274480196	31.0811912716393	2.47707309701324e-08	3.87314499929413e-06
ENSG00000167207	-0.537772527869712	3.69998442899431	31.0715116314177	2.48945522977237e-08	3.87582006518864e-06
ENSG00000167619	-0.655364059589701	3.05872780272152	30.4802636873495	3.37608013107483e-08	5.09598404908254e-06
ENSG00000094841	-0.534244077888067	3.60141123179302	28.8021588639454	8.02314750579891e-08	1.1327937111458e-05
ENSG00000111816	-0.531049272346828	5.32071484425069	41.7397586380592	1.50233482213766e-07	2.01398262040547e-05
ENSG00000150764	-0.535023083313039	3.48504627410113	26.9275266028322	2.11390358971617e-07	2.73036590025064e-05
ENSG00000153714	-0.74483082483992	2.4123638060262	26.4318482447703	2.73203101296737e-07	3.41112821201418e-05
ENSG00000101670	-0.737259634870376	2.40142217747283	25.7431474461995	3.90282507742498e-07	4.75182012342621e-05
ENSG00000258479	-0.737215904251773	2.35255871955747	24.8347157048992	6.25031671689092e-07	7.22325621744942e-05
ENSG00000061656	-0.594387958595638	3.0410724652603	24.6857279776973	6.75256471452667e-07	7.70578966535689e-05
ENSG00000146674	-0.975171671370979	1.50268541464638	24.3424653706002	8.06922557901091e-07	9.12653778320919e-05
ENSG00000158023	-0.603541903379735	2.94062052836167	24.1230432172581	9.04282310283568e-07	9.97954673690238e-05
ENSG00000119508	-1.44514025726841	0.396595540827137	23.3316854887706	1.36414478687529e-06	0.000142401061629275
ENSG00000076641	-0.596726853779856	2.91817226120317	23.3138363243146	1.3768615889687e-06	0.00014349331489486
ENSG00000171401	-0.920100687981271	1.57858588804185	22.9208376104242	1.68906432373338e-06	0.000171812378502189
ENSG00000151640	-0.510011188901176	3.36455621548664	22.5487747413912	2.05198734197065e-06	0.000203527099649011
ENSG00000257335	-0.791803708696564	1.96007778684718	21.6414949517305	3.28828931014051e-06	0.000311126892127515
ENSG00000114698	-0.566500806060293	2.90994529971226	20.7932843439974	5.1185820762969e-06	0.000459064719538532
ENSG00000107968	-0.673604039110581	2.29074919872238	19.9023059580627	8.15367792958171e-06	0.000695049196147222
ENSG00000230432	-1.64939864545528	-0.144254640487165	19.5463755700034	9.8227369079864e-06	0.000819767258309109
ENSG00000143217	-0.593795331297227	2.63244456391851	19.4556526350776	1.0300479033658e-05	0.000857390331276133
ENSG00000172638	-0.526966096496747	3.02774355536865	19.3789275131149	1.07226765631023e-05	0.000879881282871992
ENSG00000245648	-1.17823491200118	0.661172025919039	18.8448884004105	1.41845144162869e-05	0.00111785559961126
ENSG00000125629	-0.723630183753414	5.74815528900884	46.5179665977729	1.5500008460986e-05	0.00120072267490292
ENSG00000106031	-0.509582602671513	3.07866346968623	18.5910092344738	1.62043460400341e-05	0.0012461885782503
ENSG00000164849	-0.76181484988741	1.78487721462528	18.0198819385815	2.18687118493409e-05	0.00163251344012952
ENSG00000120693	-0.575051187031969	2.53979893375045	17.2194556341856	3.33116438108623e-05	0.00234126439618574
ENSG00000229729	-0.543743731651956	2.66104379150889	16.6812093770121	4.42303063965637e-05	0.00298986541445221
ENSG00000172183	-0.634047851177562	2.21467093615647	16.6756741896751	4.43595446613126e-05	0.00299542176606405
ENSG00000226958	-0.717150185668254	1.85584540357745	16.5198348817283	4.82158840429553e-05	0.00321491397717619
ENSG00000182389	-0.61907799198344	2.2603181238531	16.4987835821548	4.87185641116411e-05	0.00323488217615951
ENSG00000169306	-0.832616733633274	1.36454091494852	16.1280382070626	5.92180147511645e-05	0.00384385884333324
ENSG00000196415	-0.644915769870998	2.09599322389558	15.8027703023436	7.03188709279415e-05	0.00446430183856284
ENSG00000269900	-1.18428743213999	0.397707972988366	15.783369095356	7.11397685198669e-05	0.0044984776961664
ENSG00000112305	-0.504426865216444	2.81135967446775	15.6659936969862	7.5591260485809e-05	0.00472450815760463
ENSG00000091428	-0.617075973819355	2.17453294430139	15.3208523618816	9.07332501412586e-05	0.00554474200503352
ENSG00000162415	-0.55142716214286	2.47262997237837	15.118028653688	0.000101019763278798	0.00606642183618601
ENSG00000122877	-0.995602536845386	0.828292975381566	15.054328311632	0.000104486692134761	0.00619880562805607
ENSG00000227533	-0.884871806639403	1.11857851150489	14.9357420842655	0.000111263039008147	0.00652384579642889
ENSG00000130600	-0.631711359299257	2.02167926271175	14.3091340073202	0.000155145852499356	0.00858316459565725
ENSG00000105649	-0.58417611924027	2.21313045204767	14.1739587680995	0.000166698605814629	0.00910365962474966
ENSG00000104140	-0.530380886826567	2.3855915124986	13.1966796526294	0.000280500577688155	0.0141532767713539
ENSG00000188761	-1.04635543370113	0.468367252318692	13.1045433564323	0.00029463753091377	0.0147497123081731
ENSG00000272512	-0.59454645164176	2.00836521648857	12.4995179031838	0.00040712922125068	0.0192892614743895
ENSG00000184709	-1.69792754162503	-0.873896991031265	12.4848741620271	0.000410332932742594	0.0194121620789377
ENSG00000114023	-0.617851916898843	6.43250499854988	30.445554317108	0.000617432032322006	0.0271896400568246
ENSG00000249740	-1.08035032720512	0.205981763971479	11.5922377756842	0.000662378758835164	0.0288497210850525
ENSG00000135114	-0.57795299371591	1.96098682918046	11.5383759467711	0.000681845825737294	0.0296165734280175
ENSG00000267265	-0.545893823944265	2.08664575340825	11.2361803280806	0.00080229740276195	0.0336547376256078
ENSG00000163406	-0.694884425694344	1.3564099958345	11.1226166425998	0.000852935605130156	0.0353366171293903
ENSG00000235847	-0.894965273029162	0.651157645072469	10.9406553509105	0.000940899094230858	0.0381923891473154
ENSG00000179388	-0.677118154067788	1.39623089781747	10.9358144129043	0.000943360594088008	0.038237028994107
ENSG00000165617	-0.654290086527428	1.47955527329324	10.8023105881942	0.00101387193371427	0.0404513302776464
ENSG00000188897	-0.515406038296621	2.17531996785001	10.7447730255772	0.00104588265087312	0.0414686609960445
ENSG00000181143	-0.839449514694647	0.829120479390678	10.7230267149086	0.00105824560536677	0.041799818411334
ENSG00000019169	-5.42652555359896	-2.84882118178049	10.5822290421827	0.00114194766656702	0.0444473114694305
ENSG00000137673	-0.946277939837145	0.439207550056766	10.5743176529584	0.00114684490389293	0.0445562190025564
ENSG00000205809	-0.649150547667926	1.46165626554817	10.5457822486869	0.0011646858541832	0.0450569265715818
ENSG00000133246	-0.507815007682124	2.16634405978987	10.3563634706624	0.0012904526659488	0.0486801862616244
