n=99994 bg=A:0.243499 C:0.248664 G:0.261473 T:0.246364
axis correlation signal mse pairs
28.0 0.99537531 0.955586 0.00311206 12
23.0 0.42778120 0.935216 0.22629655 12
25.5 0.40526582 1.032213 0.22409454 12
30.5 0.39911328 1.029395 0.23470803 12
33.0 0.35882250 0.946100 0.25178324 12
22.0 0.23711892 0.914106 0.27714599 12
34.0 0.19343255 0.914923 0.28804096 12
18.5 0.14502985 0.777859 0.25992248 12
20.5 0.14362075 0.896466 0.28966188 12
27.0 0.12867771 0.906009 0.28042366 12
19.5 0.12452773 0.808887 0.26629023 12
19.0 0.12258584 0.781943 0.26243973 12
29.0 0.11739783 0.918121 0.28900652 12
16.0 0.11053513 0.618374 0.21139880 12
31.5 0.02550041 1.002920 0.34594722 12
24.5 0.01406532 1.010274 0.35193631 12
18.0 -0.00557887 0.767853 0.26959226 12
31.0 -0.02285050 0.998836 0.36014815 12
25.0 -0.04208202 0.992022 0.36484617 12
15.5 -0.04607678 0.534494 0.19115565 12
27.5 -0.05451425 1.039377 0.38686012 12
28.5 -0.05711643 1.039465 0.38756144 12
35.0 -0.05764655 0.896882 0.32380295 12
16.5 -0.06968819 0.618512 0.22130247 12
33.5 -0.10029527 0.969612 0.36534538 12
21.0 -0.11190107 0.919978 0.34234095 12
22.5 -0.12382850 0.981724 0.37750304 12
34.5 -0.12392977 0.901513 0.33691434 12
21.5 -0.14455735 0.927517 0.35185753 12
15.0 -0.15711300 0.534005 0.19642758 12
32.0 -0.18552001 0.914989 0.36750655 12
24.0 -0.19655664 0.899056 0.36708709 12
20.0 -0.20121929 0.871268 0.33394295 12
32.5 -0.21617001 0.977370 0.39973803 12
17.0 -0.23659661 0.739449 0.27319677 12
23.5 -0.24441468 0.986019 0.41631056 12
30.0 -0.27536289 1.001878 0.44078159 12
26.0 -0.28960337 0.998462 0.45016903 12
17.5 -0.30532356 0.740335 0.27842101 12
26.5 -0.35202135 1.038971 0.49215007 12
29.5 -0.36959542 1.039058 0.49139719 12
PWM pos A C G T IC
0 0.251060 0.241589 0.253600 0.253750 0.000645
1 0.252155 0.241945 0.254095 0.251805 0.000589
2 0.248175 0.246305 0.251605 0.253915 0.000518
3 0.251195 0.240435 0.253255 0.255115 0.000782
4 0.256285 0.237304 0.254895 0.251515 0.001054
5 0.254733 0.237281 0.258233 0.249752 0.000813
6 0.248345 0.239605 0.258065 0.253985 0.000511
7 0.250868 0.243367 0.252648 0.253118 0.000591
8 0.248495 0.247315 0.248265 0.255925 0.000833
9 0.250345 0.243925 0.249505 0.256225 0.000885
10 0.253848 0.238507 0.253578 0.254068 0.000962
11 0.254535 0.236984 0.257945 0.250535 0.000843
12 0.249625 0.242665 0.257625 0.250085 0.000297
13 0.253755 0.244295 0.248235 0.253715 0.001012
14 0.254385 0.240995 0.251095 0.253525 0.000968
15 0.251345 0.236864 0.252705 0.259085 0.001271
16 0.252665 0.236744 0.253335 0.257255 0.001192
17 0.231174 0.249575 0.253575 0.265676 0.001699
18 0.201003 0.255915 0.256065 0.287016 0.010517
19 0.243275 0.216384 0.343189 0.197153 0.027535
20 0.219006 0.325091 0.262158 0.193745 0.026031
21 0.280666 0.211213 0.268056 0.240065 0.008424
22 0.195323 0.388591 0.211613 0.204473 0.068580
23 0.313578 0.153121 0.239445 0.293857 0.051646
24 0.187953 0.245845 0.425872 0.140331 0.111514
25 0.167292 0.295887 0.224384 0.312437 0.041202
26 0.195863 0.334798 0.196253 0.273086 0.041477
27 0.143511 0.380330 0.150691 0.325468 0.134639
28 0.333148 0.164002 0.175902 0.326948 0.085072
29 0.312007 0.146961 0.393231 0.147801 0.122636
30 0.272636 0.191113 0.342399 0.193853 0.038034
31 0.301627 0.213064 0.304097 0.181212 0.031619
32 0.150043 0.392055 0.261128 0.196775 0.088412
33 0.265276 0.236914 0.184672 0.313138 0.031936
34 0.204955 0.207945 0.388034 0.199065 0.055170
35 0.236924 0.252185 0.233424 0.277466 0.005138
36 0.192153 0.250795 0.336238 0.220814 0.024551
37 0.199663 0.324158 0.237545 0.238635 0.022951
38 0.273406 0.250955 0.269396 0.206243 0.007726
39 0.261415 0.244775 0.262746 0.231064 0.001677
40 0.254595 0.241325 0.248145 0.255935 0.001281
41 0.252335 0.241105 0.248295 0.258265 0.001292
42 0.247685 0.241115 0.252735 0.258465 0.000854
43 0.252955 0.236484 0.255005 0.255555 0.001060
44 0.249595 0.240535 0.257015 0.252855 0.000480
45 0.252165 0.239955 0.255225 0.252655 0.000666
46 0.251178 0.239387 0.259288 0.250148 0.000481
47 0.252745 0.241235 0.256555 0.249465 0.000507
48 0.251120 0.239459 0.259051 0.250370 0.000482
49 0.246885 0.244805 0.253535 0.254775 0.000458
