Spot_0-1	0	0	1	0	0	B_Cell
Spot_1-1	1	0	1	1	0	Endothelial
Spot_2-1	2	0	1	2	0	Endothelial
Spot_3-1	3	0	1	3	0	Endothelial
Spot_4-1	4	0	1	4	0	Endothelial
Spot_5-1	5	0	1	5	0	Macrophage
Spot_6-1	6	0	1	6	0	Macrophage
Spot_7-1	7	0	1	7	0	B_Cell
Spot_8-1	8	0	1	8	0	Endothelial
Spot_9-1	9	0	1	9	0	B_Cell
Spot_10-1	10	0	1	10	0	Macrophage
Spot_11-1	11	0	1	11	0	Endothelial
Spot_12-1	12	0	1	12	0	B_Cell
Spot_13-1	13	0	1	13	0	Macrophage
Spot_14-1	14	0	1	14	0	B_Cell
Spot_15-1	15	0	1	15	0	B_Cell
Spot_16-1	16	0	1	16	0	T_Cell
Spot_17-1	17	0	1	17	0	B_Cell
Spot_18-1	18	0	1	18	0	Fibroblast_Stroma
Spot_19-1	19	0	1	19	0	B_Cell
Spot_20-1	20	0	1	20	0	T_Cell
Spot_21-1	21	0	1	21	0	T_Cell
Spot_22-1	22	0	1	22	0	Endothelial
Spot_23-1	23	0	1	23	0	B_Cell
Spot_24-1	24	0	1	24	0	T_Cell
Spot_25-1	25	0	1	25	0	Endothelial
Spot_26-1	26	0	1	26	0	Endothelial
Spot_27-1	27	0	1	27	0	Macrophage
Spot_28-1	28	0	1	28	0	B_Cell
Spot_29-1	29	0	1	29	0	T_Cell
Spot_30-1	0	1	1	0	1	Endothelial
Spot_31-1	1	1	1	1	1	Macrophage
Spot_32-1	2	1	1	2	1	Macrophage
Spot_33-1	3	1	1	3	1	B_Cell
Spot_34-1	4	1	1	4	1	Endothelial
Spot_35-1	5	1	1	5	1	Endothelial
Spot_36-1	6	1	1	6	1	Endothelial
Spot_37-1	7	1	1	7	1	B_Cell
Spot_38-1	8	1	1	8	1	Endothelial
Spot_39-1	9	1	1	9	1	B_Cell
Spot_40-1	10	1	1	10	1	Macrophage
Spot_41-1	11	1	1	11	1	T_Cell
Spot_42-1	12	1	1	12	1	Fibroblast_Stroma
Spot_43-1	13	1	1	13	1	B_Cell
Spot_44-1	14	1	1	14	1	T_Cell
Spot_45-1	15	1	1	15	1	Endothelial
Spot_46-1	16	1	1	16	1	Endothelial
Spot_47-1	17	1	1	17	1	B_Cell
Spot_48-1	18	1	1	18	1	B_Cell
Spot_49-1	19	1	1	19	1	B_Cell
Spot_50-1	20	1	1	20	1	Macrophage
Spot_51-1	21	1	1	21	1	Endothelial
Spot_52-1	22	1	1	22	1	Fibroblast_Stroma
