Spot_0-1	1	0	0	100	100	2	Spot_0-1	B_Cell	0.698833142144
Spot_1-1	1	1	0	150	100	8	Spot_1-1	Endothelial	0.737635332890
Spot_2-1	1	2	0	200	100	674	Spot_2-1	Endothelial	0.471438106176
Spot_3-1	1	3	0	250	100	1340	Spot_3-1	Endothelial	0.260770000536
Spot_4-1	1	4	0	300	100	2006	Spot_4-1	Endothelial	0.627834520686
Spot_5-1	1	5	0	350	100	2672	Spot_5-1	Macrophage	0.452441812679
Spot_6-1	1	6	0	400	100	3338	Spot_6-1	Macrophage	0.705059932676
Spot_7-1	1	7	0	450	100	4004	Spot_7-1	B_Cell	0.701673816034
Spot_8-1	1	8	0	500	100	4670	Spot_8-1	Endothelial	0.453861679228
Spot_9-1	1	9	0	550	100	5336	Spot_9-1	B_Cell	0.694259571993
Spot_10-1	1	10	0	600	100	14	Spot_10-1	Macrophage	0.768153387320
Spot_11-1	1	11	0	650	100	80	Spot_11-1	Endothelial	0.657878265590
Spot_12-1	1	12	0	700	100	146	Spot_12-1	B_Cell	0.742220000328
Spot_13-1	1	13	0	750	100	212	Spot_13-1	Macrophage	0.443169495451
Spot_14-1	1	14	0	800	100	278	Spot_14-1	B_Cell	0.456882903626
Spot_15-1	1	15	0	850	100	344	Spot_15-1	B_Cell	0.461062972536
Spot_16-1	1	16	0	900	100	410	Spot_16-1	T_Cell	0.454272397179
Spot_17-1	1	17	0	950	100	476	Spot_17-1	B_Cell	0.906437756644
Spot_18-1	1	18	0	1000	100	542	Spot_18-1	Fibroblast_Stroma	0.459140149115
Spot_19-1	1	19	0	1050	100	608	Spot_19-1	B_Cell	0.471037380528
Spot_20-1	1	20	0	1100	100	680	Spot_20-1	T_Cell	0.732655119067
Spot_21-1	1	21	0	1150	100	746	Spot_21-1	T_Cell	0.727087014391
Spot_22-1	1	22	0	1200	100	812	Spot_22-1	Endothelial	0.859625694936
Spot_23-1	1	23	0	1250	100	878	Spot_23-1	B_Cell	0.740254445038
Spot_24-1	1	24	0	1300	100	944	Spot_24-1	T_Cell	0.646193201235
Spot_25-1	1	25	0	1350	100	1010	Spot_25-1	Endothelial	0.719655543885
Spot_26-1	1	26	0	1400	100	1076	Spot_26-1	Endothelial	0.575522647512
Spot_27-1	1	27	0	1450	100	1142	Spot_27-1	Macrophage	0.716630262613
Spot_28-1	1	28	0	1500	100	1208	Spot_28-1	B_Cell	0.457121029706
Spot_29-1	1	29	0	1550	100	1274	Spot_29-1	T_Cell	0.735671281206
Spot_30-1	1	0	1	100	150	1346	Spot_30-1	Endothelial	0.330316856985
Spot_31-1	1	1	1	150	150	1412	Spot_31-1	Macrophage	0.440751060008
Spot_32-1	1	2	1	200	150	1478	Spot_32-1	Macrophage	0.741478321438
Spot_33-1	1	3	1	250	150	1544	Spot_33-1	B_Cell	0.878084390026
Spot_34-1	1	4	1	300	150	1610	Spot_34-1	Endothelial	0.616544999738
