  3.98	9553	9553	U	0	unclassified
 96.02	230447	151109	R	1	root
 33.06	79338	490	R1	131567	  cellular organisms
 32.82	78773	362	D	2759	    Eukaryota
 32.67	78410	82	D1	33154	      Opisthokonta
 32.64	78328	3	K	33208	        Metazoa
 32.64	78325	16	K1	6072	          Eumetazoa
 32.63	78309	267	K2	33213	            Bilateria
 32.52	78042	15	K3	33511	              Deuterostomia
 32.51	78027	5	P	7711	                Chordata
 32.51	78022	0	P1	89593	                  Craniata
 32.51	78022	8	P2	7742	                    Vertebrata
 32.51	78014	136	P3	7776	                      Gnathostomata
 32.45	77878	0	P4	117570	                        Teleostomi
 32.45	77878	475	P5	117571	                          Euteleostomi
 32.25	77403	22	P6	8287	                            Sarcopterygii
 32.24	77381	20	P7	1338369	                              Dipnotetrapodomorpha
 32.23	77361	307	P8	32523	                                Tetrapoda
 32.11	77054	1326	P9	32524	                                  Amniota
 31.55	75728	245	C	40674	                                    Mammalia
 31.45	75483	539	C1	32525	                                      Theria
 31.23	74944	5588	C2	9347	                                        Eutheria
 28.90	69356	6066	C3	1437010	                                          Boreoeutheria
 26.36	63269	2382	C4	314146	                                            Euarchontoglires
 25.36	60856	1090	O	9443	                                              Primates
 24.90	59764	215	O1	376913	                                                Haplorrhini
 24.81	59549	6980	O2	314293	                                                  Simiiformes
 21.90	52560	11826	O3	9526	                                                    Catarrhini
 16.95	40686	7787	O4	314295	                                                      Hominoidea
 13.70	32874	3899	F	9604	                                                        Hominidae
 12.07	28965	10149	F1	207598	                                                          Homininae
  7.19	17248	17	G	9605	                                                            Homo
  7.18	17231	17231	S	9606	                                                              Homo sapiens
  0.65	1554	886	G	9596	                                                            Pan
  0.21	502	502	S	9597	                                                              Pan paniscus
  0.07	166	166	S	9598	                                                              Pan troglodytes
  0.01	14	0	G	9592	                                                            Gorilla
  0.01	14	1	S	9593	                                                              Gorilla gorilla
  0.01	13	13	S1	9595	                                                                Gorilla gorilla gorilla
  0.00	10	0	F1	607660	                                                          Ponginae
  0.00	10	2	G	9599	                                                            Pongo
  0.00	7	7	S	9601	                                                              Pongo abelii
  0.00	1	1	S	9600	                                                              Pongo pygmaeus
  0.01	25	9	F	9577	                                                        Hylobatidae
  0.00	7	0	G	325165	                                                          Nomascus
  0.00	7	7	S	61853	                                                            Nomascus leucogenys
  0.00	6	0	G	325166	                                                          Symphalangus
  0.00	6	6	S	9590	                                                            Symphalangus syndactylus
  0.00	3	0	G	9578	                                                          Hylobates
  0.00	3	3	S	81572	                                                            Hylobates moloch
  0.02	48	0	O4	314294	                                                      Cercopithecoidea
  0.02	48	18	F	9527	                                                        Cercopithecidae
  0.01	25	3	F1	9528	                                                          Cercopithecinae
