Scaffold L50	3
Scaffold N50	3000
Scaffold L90	4
Scaffold N90	3000
Scaffold len_max	3000
Scaffold len_min	3000
Scaffold len_mean	3000
Scaffold len_median	3000
Scaffold len_std	0
Scaffold num_A	2979
Scaffold num_T	2995
Scaffold num_C	2967
Scaffold num_G	3059
Scaffold num_N	0
Scaffold num_bp	12000
Scaffold num_bp_not_N	12000
Scaffold num_seq	4
Scaffold GC content overall	50.22
Contig L50	3
Contig N50	3000
Contig L90	4
Contig N90	3000
Contig len_max	3000
Contig len_min	3000
Contig len_mean	3000
Contig len_median	3000
Contig len_std	0
Contig num_bp	12000
Contig num_seq	4
Number of gaps	0
