shape	164616	17277
anndata_version	0.10.5.post1
numpy_version	1.24.4
pandas_version	2.2.0
scipy_version	1.8.1
obs_keys	sampleID
var_keys	symbol,ID
sample_count	67
sample	Patient_001	1076
sample	Patient_002	3838
sample	Patient_003	4672
sample	Patient_004	4060
sample	Patient_005	1454
sample	Patient_006	3055
sample	Patient_007	529
sample	Patient_008	3995
sample	Patient_009	277
sample	Patient_010	1653
sample	Patient_011	4022
sample	Patient_012	1889
sample	Patient_013	3732
sample	Patient_014	2442
sample	Patient_015	2219
sample	Patient_016	2454
sample	Patient_017	5154
sample	Patient_018	1481
sample	Patient_019	2385
sample	Patient_020	2282
sample	Patient_021	4938
sample	Patient_022	2545
sample	Patient_023	424
sample	Patient_024	344
sample	Patient_025	1995
sample	Patient_026	2962
sample	Patient_027	2788
sample	Patient_028	4146
sample	Patient_029	4579
sample	Patient_030	4744
sample	Patient_031	4802
sample	Patient_032	604
sample	Patient_033	594
sample	Patient_034	600
sample	Patient_035	599
sample	Patient_036	2635
sample	Patient_037	2610
sample	Patient_038	2539
sample	Patient_039	2569
sample	Patient_040	4567
sample	Patient_041	2723
sample	Patient_042	1738
sample	Patient_043	2696
sample	Patient_044	2803
sample	Patient_045	3235
sample	Patient_046	3120
sample	Patient_047	3429
sample	Patient_048	3596
sample	Patient_049	279
sample	Patient_050	2632
sample	Patient_051	3974
sample	Patient_052	3088
sample	Patient_053	3760
sample	Patient_054	2732
sample	Patient_055	4154
sample	Patient_056	4402
sample	Patient_057	1389
sample	Patient_058	1186
sample	Patient_059	573
sample	Patient_060	1937
sample	Patient_061	2952
sample	Patient_062	1125
sample	Patient_063	360
sample	Patient_064	334
sample	Patient_065	558
sample	Patient_066	525
sample	Patient_067	1063
var_names_head	ENSG00000121410,ENSG00000268895,ENSG00000175899,ENSG00000245105,ENSG00000128274,ENSG00000094914,ENSG00000081760,ENSG00000114771,ENSG00000240602,ENSG00000109576
var_head	symbol	A1BG,A1BG-AS1,A2M,A2M-AS1,A4GALT,AAAS,AACS,AADAC,AADACP1,AADAT
var_head	ID	ENSG00000121410,ENSG00000268895,ENSG00000175899,ENSG00000245105,ENSG00000128274,ENSG00000094914,ENSG00000081760,ENSG00000114771,ENSG00000240602,ENSG00000109576
marker_presence	PTPRC,CD3D,MS4A1,CD74,HLA-DRA,FCER1A,CD1C,EPCAM,KRT8,KRT18,KRT5,KRT14,KRT17,TP63,SFTPA1,SFTPB,MUC1,COL1A1,PECAM1,VWF
