diagnostic	marker-score-and-specificity
shape	164616	17277
marker_genes	CD1C,CD1E,CD3D,CD3E,CD74,CD79A,CEACAM6,CLEC10A,COL1A1,COL1A2,COL3A1,COL6A1,COL6A2,CTSB,CTSD,CTSS,DCN,DSG3,EMCN,EPCAM,ESAM,FCER1A,FCER1G,GNLY,GZMB,HLA-DPA1,HLA-DPB1,HLA-DRA,KDR,KRT13,KRT14,KRT16,KRT17,KRT18,KRT19,KRT5,KRT6A,KRT6B,KRT7,KRT8,LGALS7,LILRB1,LST1,LUM,LYZ,MS4A1,MSLN,MUC1,NKG7,NKX2-1,PECAM1,PTPRC,RAMP2,S100A8,S100A9,SCGB1A1,SFN,SFTPA1,SFTPA2,SFTPB,SFTPC,TP63,TRBC1,TYROBP,VWF
gene_presence	PTPRC=1,CD3D=1,CD3E=1,TRBC1=1,MS4A1=1,CD79A=1,CD74=1,HLA-DRA=1,LST1=1,TYROBP=1,FCER1G=1,NKG7=1,GNLY=1,CTSS=1,CD1C=1,FCER1A=1,CLEC10A=1,CD1E=1,HLA-DRA=1,HLA-DPA1=1,HLA-DPB1=1,CD74=1,GZMB=1,LST1=1,TYROBP=1,FCER1G=1,LILRB1=1,CTSD=1,CTSB=1,S100A8=1,S100A9=1,LYZ=1,EPCAM=1,KRT8=1,KRT18=1,KRT19=1,KRT7=1,MUC1=1,KRT5=1,KRT14=1,KRT17=1,TP63=1,KRT5=1,KRT14=1,KRT17=1,TP63=1,SFN=1,KRT13=1,KRT16=1,DSG3=1,LGALS7=1,KRT6A=1,KRT6B=1,EPCAM=1,KRT8=1,KRT18=1,KRT19=1,MUC1=1,MSLN=1,CEACAM6=1,SFTPA1=1,SFTPA2=1,SFTPB=1,SFTPC=1,NKX2-1=1,SCGB1A1=1,COL1A1=1,COL1A2=1,COL3A1=1,DCN=1,LUM=1,COL6A1=1,COL6A2=1,PECAM1=1,VWF=1,EMCN=1,KDR=1,ESAM=1,RAMP2=1

#sample	n	immune_frac	dc_strict_frac	dc_broad_frac	dc_score_mean	basal_strict_frac	basal_score_mean	luad_score_mean	stroma_score_mean	endothelial_score_mean
sample	Patient_001	1076	0.710037	0.207249	0.208178	0.112237	0.000000	0.014385	0.094425	0.113142	0.053638
sample	Patient_002	3838	0.756123	0.106305	0.108390	0.092362	0.000782	0.012497	0.146435	0.016145	0.026570
sample	Patient_003	4672	0.802868	0.087329	0.087329	0.076238	0.003425	0.025362	0.092669	0.009557	0.031898
sample	Patient_004	4060	0.815764	0.069951	0.070197	0.051366	0.000000	0.003160	0.008302	0.003740	0.015168
sample	Patient_005	1454	0.856259	0.559147	0.559147	0.461316	0.000000	0.001492	0.019687	0.004289	0.057197
sample	Patient_006	3055	0.791489	0.014075	0.014075	0.010543	0.000000	0.000567	0.006901	0.014467	0.012982
sample	Patient_007	529	0.827977	0.264650	0.264650	0.167543	0.000000	0.000953	0.015876	0.004752	0.037961
sample	Patient_008	3995	0.826033	0.068335	0.068335	0.047349	0.000000	0.001512	0.015747	0.007176	0.017308
sample	Patient_009	277	0.689531	0.205776	0.205776	0.176488	0.000000	0.008367	0.288001	0.015884	0.066992
sample	Patient_010	1653	0.815487	0.078040	0.079855	0.073811	0.009679	0.040678	0.033999	0.006028	0.012253
sample	Patient_011	4022	0.854053	0.147688	0.147936	0.127977	0.000249	0.003109	0.012160	0.004087	0.030536
sample	Patient_012	1889	0.705664	0.173107	0.173637	0.121631	0.001059	0.009501	0.178169	0.030596	0.026291
sample	Patient_013	3732	0.288317	0.028135	0.028135	0.024845	0.315113	0.705380	0.139583	0.151631	0.019788
sample	Patient_014	2442	0.713759	0.125307	0.125717	0.072263	0.088862	0.174868	0.140108	0.085498	0.037023
sample	Patient_015	2219	0.374042	0.088779	0.091032	0.104846	0.009013	0.047696	0.024923	1.267233	0.031487
sample	Patient_016	2454	0.799919	0.022412	0.022412	0.024322	0.000000	0.000539	0.006496	0.006588	0.017241
sample	Patient_017	5154	0.353318	0.139503	0.139697	0.091451	0.000000	0.038123	1.241053	0.045953	0.043405
sample	Patient_018	1481	0.575962	0.104659	0.104659	0.101804	0.101958	0.240251	0.118908	0.058313	0.022604
sample	Patient_019	2385	0.904403	0.208386	0.208386	0.283766	0.000000	0.001462	0.045368	0.006737	0.021783
sample	Patient_020	2282	0.488606	0.180105	0.180105	0.134976	0.001315	0.044460	0.300235	0.078636	0.032039
sample	Patient_021	4938	0.152086	0.061563	0.061563	0.067403	0.000000	0.041529	1.284224	0.010505	0.027927
sample	Patient_022	2545	0.452259	0.088016	0.088016	0.051087	0.000000	0.035700	0.470781	0.013142	0.035785
sample	Patient_023	424	0.252358	0.113208	0.113208	0.156413	0.014151	0.057720	0.927948	0.039666	0.025986
sample	Patient_024	344	0.793605	0.061047	0.061047	0.077418	0.000000	0.005973	0.157368	0.012269	0.011070
sample	Patient_025	1995	0.673684	0.083208	0.083208	0.077150	0.000501	0.003436	0.045082	0.201010	0.020602
sample	Patient_026	2962	0.371371	0.038488	0.038488	0.045033	0.027009	0.194302	0.144802	0.099097	0.019842
sample	Patient_027	2788	0.363702	0.040531	0.040890	0.048260	0.029053	0.203078	0.149114	0.103524	0.020008
sample	Patient_028	4146	0.410999	0.033767	0.034009	0.035687	0.023878	0.159274	0.117313	0.079498	0.016949
sample	Patient_029	4579	0.004368	0.000218	0.000218	0.001342	0.662372	1.634745	0.556735	0.168361	0.003500
sample	Patient_030	4744	0.002951	0.000211	0.000211	0.002179	0.681703	1.631258	0.555576	0.212958	0.003809
sample	Patient_031	4802	0.005831	0.000416	0.000416	0.002895	0.687214	1.622684	0.550714	0.234011	0.004235
sample	Patient_032	604	0.720199	0.033113	0.034768	0.044016	0.000000	0.003460	0.062350	0.002744	0.012174
sample	Patient_033	594	0.720539	0.037037	0.037037	0.046760	0.000000	0.003465	0.055485	0.002327	0.013387
sample	Patient_034	600	0.715000	0.038333	0.040000	0.048809	0.000000	0.003460	0.061310	0.003123	0.011886
sample	Patient_035	599	0.719533	0.033389	0.035058	0.045296	0.000000	0.003113	0.058383	0.002866	0.011978
sample	Patient_036	2635	0.643264	0.085769	0.085769	0.083117	0.000000	0.002648	0.031063	0.000538	0.040010
sample	Patient_037	2610	0.639464	0.083525	0.083525	0.082310	0.000000	0.002527	0.029271	0.000438	0.040032
sample	Patient_038	2539	0.620323	0.087042	0.087436	0.086686	0.000000	0.002679	0.029505	0.000554	0.041177
sample	Patient_039	2569	0.630206	0.081744	0.081744	0.084110	0.000000	0.002433	0.027593	0.000504	0.040855
sample	Patient_040	4567	0.003722	0.000438	0.000438	0.001297	0.668929	1.628983	0.554389	0.161000	0.003053
sample	Patient_041	2723	0.467132	0.117885	0.117885	0.126355	0.000000	0.021977	0.448910	0.049421	0.062734
sample	Patient_042	1738	0.257768	0.038550	0.038550	0.070841	0.000000	0.019818	0.411384	0.033038	0.052620
sample	Patient_043	2696	0.450297	0.109792	0.109792	0.123892	0.000000	0.022806	0.452089	0.049219	0.064729
sample	Patient_044	2803	0.484838	0.114877	0.114877	0.126727	0.000714	0.022233	0.446132	0.047860	0.061906
sample	Patient_045	3235	0.511283	0.012674	0.013601	0.018955	0.014838	0.034298	0.039377	0.312315	0.012812
sample	Patient_046	3120	0.503526	0.013462	0.014744	0.021485	0.015705	0.034857	0.039273	0.317551	0.012651
sample	Patient_047	3429	0.533392	0.011374	0.012248	0.018925	0.014582	0.034061	0.038564	0.313255	0.011859
sample	Patient_048	3596	0.564516	0.015295	0.016407	0.019125	0.014739	0.033460	0.039255	0.316682	0.012383
sample	Patient_049	279	0.283154	0.003584	0.003584	0.046733	0.000000	0.030490	0.595582	0.040089	0.105884
sample	Patient_050	2632	0.344225	0.051292	0.051292	0.072507	0.000000	0.015590	0.232264	0.289303	0.124014
sample	Patient_051	3974	0.418470	0.029190	0.029945	0.033782	0.000252	0.022800	0.365043	0.293588	0.109663
sample	Patient_052	3088	0.309262	0.036269	0.036269	0.036646	0.000000	0.034538	0.509246	0.083721	0.051274
sample	Patient_053	3760	0.654255	0.053191	0.053457	0.028488	0.000000	0.034633	0.403470	0.078827	0.208900
sample	Patient_054	2732	0.691801	0.021230	0.021230	0.012229	0.002928	0.015607	0.098188	0.018606	0.031621
sample	Patient_055	4154	0.563072	0.015888	0.015888	0.011000	0.005055	0.021173	0.150773	0.016359	0.023784
sample	Patient_056	4402	0.642435	0.015902	0.015902	0.008776	0.006815	0.032780	0.199356	0.021707	0.031048
sample	Patient_057	1389	0.470122	0.038157	0.038157	0.042338	0.000000	0.025503	0.417429	0.024296	0.022011
sample	Patient_058	1186	0.385329	0.032884	0.033727	0.027111	0.000000	0.029511	0.281502	0.076244	0.035864
sample	Patient_059	573	0.502618	0.040140	0.040140	0.029375	0.000000	0.023549	0.214864	0.048980	0.043710
sample	Patient_060	1937	0.611771	0.062468	0.064017	0.037828	0.000516	0.057324	0.178438	0.077370	0.025699
sample	Patient_061	2952	0.774051	0.076897	0.078591	0.035537	0.001016	0.009024	0.222949	0.035465	0.044628
sample	Patient_062	1125	0.753778	0.021333	0.021333	0.010259	0.000000	0.015095	0.040015	0.066602	0.022863
sample	Patient_063	360	0.441667	0.041667	0.041667	0.073632	0.050000	0.156169	0.131315	0.101301	0.016565
sample	Patient_064	334	0.374251	0.029940	0.029940	0.078825	0.083832	0.183115	0.135768	0.091455	0.016440
sample	Patient_065	558	0.390681	0.026882	0.026882	0.057113	0.025090	0.067061	0.077910	0.051657	0.020396
sample	Patient_066	525	0.291429	0.034286	0.034286	0.027286	0.087619	0.124364	0.166131	0.127306	0.021393
sample	Patient_067	1063	0.271872	0.044214	0.044214	0.079394	0.063970	0.087093	0.204425	0.261102	0.043175

#target-sample-marker-prevalence
sample	gene	detected_frac	mean_log_norm
Patient_005	PTPRC	0.856259	1.376928
Patient_005	CD1C	0.193260	0.290354
Patient_005	FCER1A	0.178817	0.285119
Patient_005	CLEC10A	0.577717	0.851754
Patient_005	HLA-DRA	0.945667	4.401024
Patient_005	CD74	0.980055	4.732303
Patient_005	EPCAM	0.010316	0.013447
Patient_005	KRT5	0.003439	0.005149
Patient_005	KRT14	0.000000	0.000000
Patient_005	KRT17	0.006878	0.004891
Patient_005	TP63	0.000000	0.000000
Patient_005	SFTPA1	0.004127	0.004946
Patient_005	SFTPB	0.015131	0.025512
Patient_005	SFTPC	0.006878	0.009971
Patient_005	MUC1	0.016506	0.023018
Patient_005	MSLN	0.002063	0.002246
Patient_005	NKX2-1	0.008253	0.010334
Patient_005	SCGB1A1	0.079780	0.073644
Patient_006	PTPRC	0.791489	1.785784
Patient_006	CD1C	0.010802	0.016299
Patient_006	FCER1A	0.004910	0.009928
Patient_006	CLEC10A	0.008838	0.012064
Patient_006	HLA-DRA	0.324714	0.843418
Patient_006	CD74	0.761702	2.041744
Patient_006	EPCAM	0.002946	0.005933
Patient_006	KRT5	0.000327	0.000576
Patient_006	KRT14	0.000000	0.000000
Patient_006	KRT17	0.000327	0.000722
Patient_006	TP63	0.000000	0.000000
Patient_006	SFTPA1	0.001309	0.002132
Patient_006	SFTPB	0.003273	0.006993
Patient_006	SFTPC	0.003601	0.009471
Patient_006	MUC1	0.002291	0.005311
Patient_006	MSLN	0.000982	0.001399
Patient_006	NKX2-1	0.000982	0.002387
Patient_006	SCGB1A1	0.012766	0.025051
Patient_007	PTPRC	0.827977	1.477120
Patient_007	CD1C	0.083176	0.111352
Patient_007	FCER1A	0.075614	0.107238
Patient_007	CLEC10A	0.274102	0.366532
Patient_007	HLA-DRA	0.827977	2.818441
Patient_007	CD74	0.958412	3.486799
Patient_007	EPCAM	0.003781	0.003019
Patient_007	KRT5	0.001890	0.002252
Patient_007	KRT14	0.000000	0.000000
Patient_007	KRT17	0.000000	0.000000
Patient_007	TP63	0.000000	0.000000
Patient_007	SFTPA1	0.000000	0.000000
Patient_007	SFTPB	0.001890	0.005279
Patient_007	SFTPC	0.007561	0.023166
Patient_007	MUC1	0.015123	0.024239
Patient_007	MSLN	0.003781	0.005492
Patient_007	NKX2-1	0.003781	0.005876
Patient_007	SCGB1A1	0.005671	0.014095
Patient_018	PTPRC	0.575962	1.055589
Patient_018	CD1C	0.072924	0.100487
Patient_018	FCER1A	0.049966	0.076333
Patient_018	CLEC10A	0.095881	0.154624
Patient_018	HLA-DRA	0.646860	2.036205
Patient_018	CD74	0.846725	2.738608
Patient_018	EPCAM	0.123565	0.163420
Patient_018	KRT5	0.226874	0.547141
Patient_018	KRT14	0.036462	0.056361
Patient_018	KRT17	0.289669	0.657507
Patient_018	TP63	0.141796	0.220225
Patient_018	SFTPA1	0.012154	0.025627
Patient_018	SFTPB	0.025658	0.066253
Patient_018	SFTPC	0.031735	0.060035
Patient_018	MUC1	0.039163	0.051869
Patient_018	MSLN	0.012829	0.015145
Patient_018	NKX2-1	0.014180	0.012504
Patient_018	SCGB1A1	0.170155	0.199713
Patient_040	PTPRC	0.003722	0.006282
Patient_040	CD1C	0.000438	0.000850
Patient_040	FCER1A	0.000000	0.000000
Patient_040	CLEC10A	0.001533	0.003209
Patient_040	HLA-DRA	0.026056	0.076330
Patient_040	CD74	0.038537	0.098951
Patient_040	EPCAM	0.690169	1.322200
Patient_040	KRT5	0.931903	2.653546
Patient_040	KRT14	0.213488	0.427736
Patient_040	KRT17	0.989928	4.888763
Patient_040	TP63	0.195314	0.269155
Patient_040	SFTPA1	0.000000	0.000000
Patient_040	SFTPB	0.000000	0.000000
Patient_040	SFTPC	0.000876	0.000933
Patient_040	MUC1	0.002628	0.003596
Patient_040	MSLN	0.000219	0.000381
Patient_040	NKX2-1	0.000438	0.000663
Patient_040	SCGB1A1	0.000000	0.000000

#dc-candidate-thresholds
sample	n	dc_specific_detected	dc_strict	dc_broad	dc_score_gt_0.2	dc_score_gt_0.5
Patient_005	1454	899	813	813	782	416
Patient_006	3055	60	43	43	61	21
Patient_007	529	164	140	140	137	42
Patient_018	1481	195	155	155	179	99
Patient_040	4567	8	2	2	8	7
