metric	value
total_input_rows	500
scored_rows	499
excluded_unmapped_rows	1
positive_labels_scored	250
negative_labels_scored	249
reference_mismatches	0
tensorflow_version	2.15.1
Rod_fold0_sha256	ab0fa9ad116e43e570fd8bc521375a7ca782ee4bb81b1c23dbf2671c90e8a308
Rod_fold1_sha256	7189c4f43cacfcfc0f4c520611be9f79861ac6cb48c4f75a54f45780f6c6ce2a
Rod_fold2_sha256	df72f09381d902a01e4ae824e1becfb17bec75dd73205b313bbc2ff80d5cd35a
Rod_fold3_sha256	add0872d0270ba282a5ccbcd1889a2c67c575433e91787590e707efe6dfc5484
Rod_fold4_sha256	a383c64d8e7639070323ce9dc5874ccce53c7f4d62bf5af555576c681acdd7e4
auprc	0.676791480070
auprc_floor_2dp	0.67
