query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	6.98750928945237e-06	196	118	14	0.11864406779661	0.0714285714285714	GO:0001666	GO:BP	response to hypoxia	12886	364	GO:0006950,GO:0036293
query_1	TRUE	6.98750928945237e-06	206	118	14	0.11864406779661	0.0679611650485437	GO:0036293	GO:BP	response to decreased oxygen levels	12886	8921	GO:0070482
query_1	TRUE	1.61230359015727e-05	227	118	14	0.11864406779661	0.0616740088105727	GO:0070482	GO:BP	response to oxygen levels	12886	15030	GO:0009628
query_1	TRUE	0.000418735906689994	398	118	16	0.135593220338983	0.0402010050251256	GO:0005975	GO:BP	carbohydrate metabolic process	12886	1760	GO:0044238
query_1	TRUE	0.000727829775094954	192	118	11	0.0932203389830508	0.0572916666666667	GO:0005996	GO:BP	monosaccharide metabolic process	12886	1780	GO:0005975,GO:0044281
query_1	TRUE	0.00899508227971403	74	118	6	0.0508474576271186	0.0810810810810811	GO:0006096	GO:BP	glycolytic process	12886	1855	GO:0006090,GO:0006091,GO:0009060,GO:0016052,GO:0019364,GO:0046032,GO:0046034,GO:0046496
query_1	TRUE	0.00899508227971403	78	118	6	0.0508474576271186	0.0769230769230769	GO:0009181	GO:BP	purine ribonucleoside diphosphate catabolic process	12886	3195	GO:0009137,GO:0009179,GO:0009191
query_1	TRUE	0.00899508227971403	96	118	7	0.0593220338983051	0.0729166666666667	GO:0006090	GO:BP	pyruvate metabolic process	12886	1852	GO:0032787
query_1	TRUE	0.00899508227971403	102	118	7	0.0593220338983051	0.0686274509803922	GO:0009261	GO:BP	ribonucleotide catabolic process	12886	3270	GO:0009166,GO:0009259,GO:1901136
query_1	TRUE	0.00899508227971403	81	118	6	0.0508474576271186	0.0740740740740741	GO:0009191	GO:BP	ribonucleoside diphosphate catabolic process	12886	3204	GO:0009134,GO:0009185
query_1	TRUE	0.00899508227971403	79	118	6	0.0508474576271186	0.0759493670886076	GO:0010565	GO:BP	regulation of ketone metabolic process	12886	4032	GO:0019222,GO:0042180
query_1	TRUE	0.00899508227971403	727	118	19	0.161016949152542	0.0261348005502063	GO:0009628	GO:BP	response to abiotic stimulus	12886	3392	GO:0050896
query_1	TRUE	0.00899508227971403	174	118	9	0.076271186440678	0.0517241379310345	GO:0019318	GO:BP	hexose metabolic process	12886	5347	GO:0005996
query_1	TRUE	0.00899508227971403	23	118	4	0.0338983050847458	0.173913043478261	GO:0032373	GO:BP	positive regulation of sterol transport	12886	7039	GO:0015918,GO:0032370,GO:0032371
query_1	TRUE	0.00899508227971403	78	118	6	0.0508474576271186	0.0769230769230769	GO:0019364	GO:BP	pyridine nucleotide catabolic process	12886	5385	GO:0009166,GO:0072526
query_1	TRUE	0.00899508227971403	136	118	8	0.0677966101694915	0.0588235294117647	GO:0006006	GO:BP	glucose metabolic process	12886	1790	GO:0019318
query_1	TRUE	0.00899508227971403	23	118	4	0.0338983050847458	0.173913043478261	GO:0032376	GO:BP	positive regulation of cholesterol transport	12886	7042	GO:0030301,GO:0032373,GO:0032374
query_1	TRUE	0.00899508227971403	107	118	7	0.0593220338983051	0.0654205607476635	GO:0036294	GO:BP	cellular response to decreased oxygen levels	12886	8922	GO:0036293,GO:0071453
query_1	TRUE	0.00899508227971403	2	118	2	0.0169491525423729	1	GO:0043435	GO:BP	response to corticotropin-releasing hormone	12886	10019	GO:0043434
query_1	TRUE	0.00899508227971403	2110	118	36	0.305084745762712	0.0170616113744076	GO:0042221	GO:BP	response to chemical	12886	9400	GO:0050896
query_1	TRUE	0.00899508227971403	81	118	6	0.0508474576271186	0.0740740740740741	GO:0046031	GO:BP	ADP metabolic process	12886	11027	GO:0009150,GO:0009179
query_1	TRUE	0.00899508227971403	2	118	2	0.0169491525423729	1	GO:0071376	GO:BP	cellular response to corticotropin-releasing hormone stimulus	12886	15492	GO:0043435,GO:0071375
query_1	TRUE	0.00899508227971403	76	118	6	0.0508474576271186	0.0789473684210526	GO:0046032	GO:BP	ADP catabolic process	12886	11028	GO:0009154,GO:0009181,GO:0046031
query_1	TRUE	0.00899508227971403	78	118	6	0.0508474576271186	0.0769230769230769	GO:0009137	GO:BP	purine nucleoside diphosphate catabolic process	12886	3154	GO:0009134,GO:0009135
query_1	TRUE	0.00899508227971403	80	118	6	0.0508474576271186	0.075	GO:0072526	GO:BP	pyridine-containing compound catabolic process	12886	16250	GO:0009056,GO:0072524
query_1	TRUE	0.00899508227971403	183	118	9	0.076271186440678	0.0491803278688525	GO:1901136	GO:BP	carbohydrate derivative catabolic process	12886	19877	GO:0009056,GO:1901135
query_1	TRUE	0.00899508227971403	100	118	7	0.0593220338983051	0.07	GO:0071456	GO:BP	cellular response to hypoxia	12886	15552	GO:0001666,GO:0033554,GO:0036294
query_1	TRUE	0.00928936864950744	82	118	6	0.0508474576271186	0.0731707317073171	GO:0009134	GO:BP	nucleoside diphosphate catabolic process	12886	3151	GO:0009132,GO:1901292
query_1	TRUE	0.0104859238066212	121	118	7	0.0593220338983051	0.0578512396694215	GO:0071453	GO:BP	cellular response to oxygen levels	12886	15549	GO:0070482,GO:0070887
query_1	TRUE	0.0113832054968215	89	118	6	0.0508474576271186	0.0674157303370786	GO:0009179	GO:BP	purine ribonucleoside diphosphate metabolic process	12886	3193	GO:0009135,GO:0009185
query_1	TRUE	0.0113832054968215	89	118	6	0.0508474576271186	0.0674157303370786	GO:0009135	GO:BP	purine nucleoside diphosphate metabolic process	12886	3152	GO:0009132
query_1	TRUE	0.0113832054968215	374	118	12	0.101694915254237	0.0320855614973262	GO:0044283	GO:BP	small molecule biosynthetic process	12886	10248	GO:0009058,GO:0044281
query_1	TRUE	0.0113832054968215	126	118	7	0.0593220338983051	0.0555555555555556	GO:0009166	GO:BP	nucleotide catabolic process	12886	3180	GO:0009117,GO:1901292
query_1	TRUE	0.0113832054968215	56	118	5	0.0423728813559322	0.0892857142857143	GO:1905954	GO:BP	positive regulation of lipid localization	12886	23202	GO:0010876,GO:0048518,GO:1905952
query_1	TRUE	0.0113832054968215	169	118	8	0.0677966101694915	0.0473372781065089	GO:0045444	GO:BP	fat cell differentiation	12886	10608	GO:0030154
query_1	TRUE	0.0113832054968215	212	118	9	0.076271186440678	0.0424528301886792	GO:0062012	GO:BP	regulation of small molecule metabolic process	12886	14679	GO:0019222,GO:0044281
query_1	TRUE	0.0122510501484126	129	118	7	0.0593220338983051	0.0542635658914729	GO:0016051	GO:BP	carbohydrate biosynthetic process	12886	4841	GO:0005975,GO:0009058
query_1	TRUE	0.0143474797450452	60	118	5	0.0423728813559322	0.0833333333333333	GO:0006094	GO:BP	gluconeogenesis	12886	1854	GO:0006006,GO:0019319
query_1	TRUE	0.015070291413705	63	118	5	0.0423728813559322	0.0793650793650794	GO:0060840	GO:BP	artery development	12886	13942	GO:0001568
query_1	TRUE	0.015070291413705	3	118	2	0.0169491525423729	0.666666666666667	GO:0060086	GO:BP	circadian temperature homeostasis	12886	13365	GO:0001659,GO:0007623
query_1	TRUE	0.015070291413705	14	118	3	0.0254237288135593	0.214285714285714	GO:0036315	GO:BP	cellular response to sterol	12886	8937	GO:0036314,GO:0071396,GO:1901701
query_1	TRUE	0.015070291413705	390	118	12	0.101694915254237	0.0307692307692308	GO:0032787	GO:BP	monocarboxylic acid metabolic process	12886	7321	GO:0019752
query_1	TRUE	0.015070291413705	183	118	8	0.0677966101694915	0.0437158469945355	GO:0046434	GO:BP	organophosphate catabolic process	12886	11327	GO:0009056,GO:0019637
query_1	TRUE	0.015070291413705	97	118	6	0.0508474576271186	0.0618556701030928	GO:0009154	GO:BP	purine ribonucleotide catabolic process	12886	3171	GO:0006195,GO:0009150,GO:0009261
query_1	TRUE	0.015070291413705	136	118	7	0.0593220338983051	0.0514705882352941	GO:0016052	GO:BP	carbohydrate catabolic process	12886	4842	GO:0005975,GO:0009056
query_1	TRUE	0.015070291413705	63	118	5	0.0423728813559322	0.0793650793650794	GO:0019319	GO:BP	hexose biosynthetic process	12886	5348	GO:0019318,GO:0046364
query_1	TRUE	0.0155904438232605	100	118	6	0.0508474576271186	0.06	GO:0009185	GO:BP	ribonucleoside diphosphate metabolic process	12886	3199	GO:0009132
query_1	TRUE	0.0155904438232605	15	118	3	0.0254237288135593	0.2	GO:0061621	GO:BP	canonical glycolysis	12886	14497	GO:0061620,GO:0061718
query_1	TRUE	0.0155904438232605	1319	118	25	0.211864406779661	0.0189537528430629	GO:0070887	GO:BP	cellular response to chemical stimulus	12886	15231	GO:0042221,GO:0051716
query_1	TRUE	0.0155904438232605	65	118	5	0.0423728813559322	0.0769230769230769	GO:0046364	GO:BP	monosaccharide biosynthetic process	12886	11297	GO:0005996,GO:0016051,GO:0044283
query_1	TRUE	0.0155904438232605	15	118	3	0.0254237288135593	0.2	GO:0061718	GO:BP	glucose catabolic process to pyruvate	12886	14534	GO:0006007,GO:0006090
query_1	TRUE	0.0157241545732174	142	118	7	0.0593220338983051	0.0492957746478873	GO:1901292	GO:BP	nucleoside phosphate catabolic process	12886	19979	GO:0006753,GO:0034655,GO:0046434
query_1	TRUE	0.0162249042390085	1170	118	23	0.194915254237288	0.0196581196581197	GO:0044281	GO:BP	small molecule metabolic process	12886	10246	GO:0008152
query_1	TRUE	0.0168317697429012	103	118	6	0.0508474576271186	0.058252427184466	GO:0009132	GO:BP	nucleoside diphosphate metabolic process	12886	3149	GO:0006753
query_1	TRUE	0.0174715485960003	38	118	4	0.0338983050847458	0.105263157894737	GO:0032374	GO:BP	regulation of cholesterol transport	12886	7040	GO:0030301,GO:0032371
query_1	TRUE	0.0174715485960003	38	118	4	0.0338983050847458	0.105263157894737	GO:0032371	GO:BP	regulation of sterol transport	12886	7037	GO:0015918,GO:0032368
query_1	TRUE	0.017683847693327	105	118	6	0.0508474576271186	0.0571428571428571	GO:0006195	GO:BP	purine nucleotide catabolic process	12886	1921	GO:0006163,GO:0009166,GO:0072523
query_1	TRUE	0.0201619393206747	17	118	3	0.0254237288135593	0.176470588235294	GO:0061620	GO:BP	glycolytic process through glucose-6-phosphate	12886	14496	GO:0061615
query_1	TRUE	0.0207278938674133	4	118	2	0.0169491525423729	0.5	GO:0140507	GO:BP	granzyme-mediated programmed cell death signaling pathway	12886	18559	GO:0007165,GO:0012501
query_1	TRUE	0.0207278938674133	4	118	2	0.0169491525423729	0.5	GO:0099545	GO:BP	trans-synaptic signaling by trans-synaptic complex	12886	17877	GO:0099537
query_1	TRUE	0.022482708028431	18	118	3	0.0254237288135593	0.166666666666667	GO:0010875	GO:BP	positive regulation of cholesterol efflux	12886	4254	GO:0010874,GO:0032376,GO:0033344
query_1	TRUE	0.022482708028431	18	118	3	0.0254237288135593	0.166666666666667	GO:0044342	GO:BP	type B pancreatic cell proliferation	12886	10260	GO:0050673
query_1	TRUE	0.0228668505101744	558	118	14	0.11864406779661	0.025089605734767	GO:0019752	GO:BP	carboxylic acid metabolic process	12886	5632	GO:0043436
query_1	TRUE	0.0238831369314502	206	118	8	0.0677966101694915	0.0388349514563107	GO:0019216	GO:BP	regulation of lipid metabolic process	12886	5271	GO:0006629,GO:0080090
query_1	TRUE	0.0252965040116018	19	118	3	0.0254237288135593	0.157894736842105	GO:0061615	GO:BP	glycolytic process through fructose-6-phosphate	12886	14493	GO:0006096
query_1	TRUE	0.0275992614188599	45	118	4	0.0338983050847458	0.0888888888888889	GO:0050810	GO:BP	regulation of steroid biosynthetic process	12886	12414	GO:0006694,GO:0019218,GO:0046890
query_1	TRUE	0.0275992614188599	572	118	14	0.11864406779661	0.0244755244755245	GO:0043436	GO:BP	oxoacid metabolic process	12886	10020	GO:0006082
query_1	TRUE	0.0275992614188599	119	118	6	0.0508474576271186	0.0504201680672269	GO:0046890	GO:BP	regulation of lipid biosynthetic process	12886	11584	GO:0008610,GO:0009889,GO:0019216
query_1	TRUE	0.0275992614188599	20	118	3	0.0254237288135593	0.15	GO:0006007	GO:BP	glucose catabolic process	12886	1791	GO:0006006,GO:0019320
query_1	TRUE	0.0275992614188599	575	118	14	0.11864406779661	0.0243478260869565	GO:0006082	GO:BP	organic acid metabolic process	12886	1846	GO:0044281
query_1	TRUE	0.0275992614188599	20	118	3	0.0254237288135593	0.15	GO:0036314	GO:BP	response to sterol	12886	8936	GO:0033993,GO:1901700
query_1	TRUE	0.0278427740922644	5	118	2	0.0169491525423729	0.4	GO:0140367	GO:BP	antibacterial innate immune response	12886	18507	GO:0042742,GO:0045087
query_1	TRUE	0.0278427740922644	5	118	2	0.0169491525423729	0.4	GO:0072203	GO:BP	cell proliferation involved in metanephros development	12886	16072	GO:0001656,GO:0072111
query_1	TRUE	0.0278427740922644	120	118	6	0.0508474576271186	0.05	GO:0072523	GO:BP	purine-containing compound catabolic process	12886	16247	GO:0009056,GO:0072521
query_1	TRUE	0.0295876168559251	47	118	4	0.0338983050847458	0.0851063829787234	GO:0032370	GO:BP	positive regulation of lipid transport	12886	7036	GO:0006869,GO:0032368,GO:0051050,GO:1905954
query_1	TRUE	0.0298868689611869	453	118	12	0.101694915254237	0.0264900662251656	GO:0001568	GO:BP	blood vessel development	12886	341	GO:0001944,GO:0048856
query_1	TRUE	0.0302558903360834	123	118	6	0.0508474576271186	0.0487804878048781	GO:0046496	GO:BP	nicotinamide nucleotide metabolic process	12886	11365	GO:0009117,GO:0072524
query_1	TRUE	0.0352762705508446	127	118	6	0.0508474576271186	0.047244094488189	GO:0042180	GO:BP	ketone metabolic process	12886	9366	GO:0008152
query_1	TRUE	0.0376180673033114	4030	118	53	0.449152542372881	0.013151364764268	GO:0032501	GO:BP	multicellular organismal process	12886	7116	GO:0008150
query_1	TRUE	0.0376180673033114	6	118	2	0.0169491525423729	0.333333333333333	GO:0032490	GO:BP	detection of molecule of bacterial origin	12886	7106	GO:0002237,GO:0009593,GO:0098581
query_1	TRUE	0.0376180673033114	6	118	2	0.0169491525423729	0.333333333333333	GO:0070837	GO:BP	dehydroascorbic acid transport	12886	15207	GO:0015711,GO:0051180
query_1	TRUE	0.0376180673033114	129	118	6	0.0508474576271186	0.0465116279069767	GO:0072524	GO:BP	pyridine-containing compound metabolic process	12886	16248	GO:0008152
query_1	TRUE	0.0387126796663802	472	118	12	0.101694915254237	0.0254237288135593	GO:0001944	GO:BP	vasculature development	12886	542	GO:0048731,GO:0072359
query_1	TRUE	0.0387126796663802	52	118	4	0.0338983050847458	0.0769230769230769	GO:0035914	GO:BP	skeletal muscle cell differentiation	12886	8730	GO:0007519,GO:0030154
query_1	TRUE	0.0390803930177895	24	118	3	0.0254237288135593	0.125	GO:1903599	GO:BP	positive regulation of autophagy of mitochondrion	12886	21525	GO:0000422,GO:0010508,GO:1903146
query_1	TRUE	0.0401461555504763	53	118	4	0.0338983050847458	0.0754716981132075	GO:0150104	GO:BP	transport across blood-brain barrier	12886	18888	GO:0010232
query_1	TRUE	0.0401461555504763	53	118	4	0.0338983050847458	0.0754716981132075	GO:0010232	GO:BP	vascular transport	12886	3843	GO:0003018,GO:0006810
query_1	TRUE	0.0407581378150737	5192	118	64	0.542372881355932	0.012326656394453	GO:0050896	GO:BP	response to stimulus	12886	12476	GO:0008150
query_1	TRUE	0.0407581378150737	293	118	9	0.076271186440678	0.0307167235494881	GO:0009617	GO:BP	response to bacterium	12886	3386	GO:0051707
query_1	TRUE	0.0407581378150737	25	118	3	0.0254237288135593	0.12	GO:0007622	GO:BP	rhythmic behavior	12886	2939	GO:0007610
query_1	TRUE	0.0407581378150737	25	118	3	0.0254237288135593	0.12	GO:0010874	GO:BP	regulation of cholesterol efflux	12886	4253	GO:0032374,GO:0033344
query_1	TRUE	0.0407581378150737	91	118	5	0.0423728813559322	0.0549450549450549	GO:0030509	GO:BP	BMP signaling pathway	12886	6381	GO:0071773,GO:0141091
query_1	TRUE	0.0436235534269317	7	118	2	0.0169491525423729	0.285714285714286	GO:0010510	GO:BP	regulation of pyruvate decarboxylation to acetyl-CoA	12886	4000	GO:0006086,GO:0050812
query_1	TRUE	0.0436235534269317	1311	118	23	0.194915254237288	0.0175438596491228	GO:0006915	GO:BP	apoptotic process	12886	2433	GO:0012501
query_1	TRUE	0.0436235534269317	7	118	2	0.0169491525423729	0.285714285714286	GO:0043691	GO:BP	reverse cholesterol transport	12886	10149	GO:0030301
query_1	TRUE	0.0436235534269317	93	118	5	0.0423728813559322	0.0537634408602151	GO:1905952	GO:BP	regulation of lipid localization	12886	23200	GO:0010876,GO:0032879
query_1	TRUE	0.0436235534269317	7	118	2	0.0169491525423729	0.285714285714286	GO:0046643	GO:BP	regulation of gamma-delta T cell activation	12886	11442	GO:0046629,GO:0050863
