ATP27	Non-Targeting	555	B2M	0.5567439	2.0584013	0.5777024014478495	0.9941690124677564	B2M
ATP49	Non-Targeting	537	B2M	-0.6248785	-1.9941912	0.5320507983233562	0.9864106162211405	B2M
ATP9	Non-Targeting	501	B2M	-0.67527944	-2.4896913	0.4994982284894257	0.9800881677244909	B2M
CCL8	Non-Targeting	285	B2M	-1.0546867	-4.084062	0.291568648650946	0.9658597531550059	B2M
CD103	Non-Targeting	512	B2M	0.65194565	1.6906015	0.5144362398404447	0.9825120206699984	B2M
CD149	Non-Targeting	518	B2M	-0.648679	-2.6847546	0.5165458839129906	0.9597018311092614	B2M
CD39	Non-Targeting	391	B2M	-0.8736166	-2.6303165	0.38232709822243693	0.9674431518677764	B2M
CD69	Non-Targeting	983	B2M	0.013066914	0.12610115	0.9895744075057258	0.9964075487369706	B2M
CD83	Non-Targeting	327	B2M	1.0028856	3.6070926	0.31591606100713543	0.9291735454629337	B2M
CD92	Non-Targeting	430	B2M	-0.78728163	-2.425863	0.4311170212240337	0.9859149974314237	B2M
HOXA1	Non-Targeting	731	B2M	0.30007237	0.35723528	0.7641219543758963	0.9946700004578755	B2M
HOXB5	Non-Targeting	206	B2M	-1.2404236	-4.937511	0.21481877397375748	0.9588881052986704	B2M
IL6	Non-Targeting	893	B2M	-0.120868966	-2.1195571	0.9037948251654492	0.9950572528841194	B2M
ISG15	Non-Targeting	801	B2M	-0.5301434	-1.953528	0.5960125371682072	0.7425132015897055	B2M
MAPK1	Non-Targeting	942	B2M	0.06813462	-0.87758166	0.9456784689351329	0.9988546111864172	B2M
MAPK2	Non-Targeting	902	B2M	0.13253585	0.49490154	0.8945604728151817	0.9778453185867191	B2M
RPL27	Non-Targeting	442	B2M	-0.76114774	-2.3201787	0.4465688176683207	0.9605793976992271	B2M
SLC2A1	Non-Targeting	971	B2M	0.031267263	0.25676242	0.975056398289431	0.9961752997530041	B2M
SOX28	Non-Targeting	943	B2M	0.07793482	-0.51543695	0.9378799067512787	0.9891039502077278	B2M
STAT1	Non-Targeting	734	B2M	-0.4050152	-4.0856357	0.685466342826736	0.9311729190558975	B2M
TRIM20	Non-Targeting	86	B2M	-1.784567	-6.7627363	0.07433156888400141	0.80986466711631	B2M
TRIM23	Non-Targeting	535	B2M	0.6220784	1.944088	0.5338903026284139	0.9847260165603056	B2M
TRIM33	Non-Targeting	808	B2M	-0.24313794	-1.6225064	0.8078985401285784	0.9906374251461839	B2M
TRIM5	Non-Targeting	798	B2M	0.28093866	0.567381	0.77875746141269	0.9735691304944348	B2M
ZNF101	Non-Targeting	435	B2M	-0.81108207	-3.1020253	0.41731854347434594	0.9483527282049184	B2M
ZNF115	Non-Targeting	571	B2M	0.5287433	2.0698795	0.5969835113614099	0.9990131354145325	B2M
ZNF122	Non-Targeting	54	B2M	1.9894376	6.826041	0.046652927424794315	0.8046104234278845	B2M
ZNF159	Non-Targeting	440	B2M	-0.822749	-3.419776	0.4106507443334504	0.9287683767740664	B2M
ZNF20	Non-Targeting	507	B2M	-0.66827935	-2.151167	0.5039553040542473	0.9617706354732183	B2M
ZNF205	Non-Targeting	718	B2M	0.34533986	1.4987323	0.729838879612122	0.9902408561528369	B2M
ZNF209	Non-Targeting	986	B2M	0.02706718	0.028333342	0.9784061508588962	0.9912929593301886	B2M
ZNF264	Non-Targeting	604	B2M	-0.546477	-1.6073244	0.5847380708271591	0.95717840736217	B2M
ZNF271	Non-Targeting	815	B2M	-0.22960435	-1.6018931	0.8183992253303889	0.9947821953326196	B2M
ZNF315	Non-Targeting	148	B2M	-1.4886949	-5.2506533	0.1365677198370662	0.8806105330289961	B2M
ZNF324	Non-Targeting	123	B2M	1.5395626	4.3572187	0.12366701615280767	0.9685321116861723	B2M
ZNF326	Non-Targeting	273	B2M	1.0789537	3.2673953	0.2806083580333302	0.9685898972618407	B2M
ZNF329	Non-Targeting	262	B2M	-1.099021	-4.2782807	0.2717589379389751	0.9607535645957114	B2M
ZNF359	Non-Targeting	91	B2M	-1.7682335	-6.5924416	0.07702187949511602	0.8318963335739525	B2M
ZNF361	Non-Targeting	636	B2M	-0.48907593	-0.92703515	0.6247879378035573	0.9669344302468421	B2M
ZNF90	Non-Targeting	562	B2M	-0.55674386	-2.7215102	0.5777024288877652	0.9992552918178672	B2M
ATP27	Non-Targeting	38	BST2	2.0916405	3.7495408	0.03647068611375487	0.9318301535561874	BST2
ATP49	Non-Targeting	642	BST2	-0.44987544	-0.90411204	0.6528002605914666	0.9964837388016676	BST2
ATP9	Non-Targeting	812	BST2	0.24780478	0.05050187	0.8042854554665171	0.9830385640678018	BST2
CCL8	Non-Targeting	754	BST2	-0.31920618	-1.0045499	0.7495701826815591	0.9916381744395337	BST2
CD103	Non-Targeting	718	BST2	0.3705405	0.14224227	0.7109798040160424	0.9843905786753062	BST2
CD149	Non-Targeting	536	BST2	0.61694527	1.3317876	0.5372708330194582	0.9597018311092614	BST2
CD39	Non-Targeting	581	BST2	0.55301064	1.3734759	0.5802561108260404	0.9830395789133278	BST2
CD69	Non-Targeting	519	BST2	0.6239455	1.1194317	0.5326634100685992	0.9964075487369706	BST2
CD83	Non-Targeting	301	BST2	-1.0644873	-1.960763	0.28710801290367505	0.9291735454629337	BST2
CD92	Non-Targeting	937	BST2	0.07840151	0.23123346	0.9375086680418505	0.986950676665052	BST2
