gene	count
ABHD17A	9
ABI1	10
ABTB1	4
ACAP2	18
ACER3	25
ACP1	15
ACSL6	44
ACTB	196
ACTG1	43
ACTN1	4
ACTR2	33
ACTR3	33
ADAM10	9
ADAM17	47
ADAR	36
ADD1	22
ADD3	28
ADIPOR1	2
ADSL	22
AFF4	21
AGFG1	1
AGO2	4
AHCTF1	8
AK3	59
AKAP13	34
AKAP8L	9
AKAP9	32
AKIRIN1	6
AKIRIN2	9
AKT3	57
ALDH2	56
ALDOA	8
AMD1	18
ANAPC16	39
ANAPC5	21
ANK2	55
ANKLE2	45
ANKRD11	47
ANKRD12	101
ANKRD13A	6
ANP32A	14
ANP32B	34
ANXA11	5
ANXA5	5
ANXA7	10
AP1M1	30
AP1S2	11
AP2A1	4
AP2M1	9
AP2S1	4
AP3S1	5
APH1A	9
APLP2	13
APOL1	39
ARF1	22
ARF4	6
ARF5	9
ARFGAP2	21
ARGLU1	67
ARHGAP4	7
ARHGAP45	11
ARHGDIA	23
ARHGDIB	68
ARHGEF12	6
ARID1A	18
ARID1B	40
ARID4B	58
ARIH1	12
ARL2	3
ARL6IP1	9
ARL6IP5	10
ARMC10-1	72
ARPC1B	38
ARPC2	72
ARPC3	89
ARPC4	23
ARPC5	18
ARPP19	17
ASAH1	14
ASAP1	7
ASB8	10
ATE1	13
ATF4	27
ATG12	13
ATG2A	20
ATL1	131
ATP11B	8
ATP1A1	10
ATP5F1B	8
ATP5F1D	37
ATP5F1E	127
ATP5ME	22
ATP5MF	15
ATP5MG	90
ATP5MJ	12
ATP5MK	23
ATP5PF	16
ATP6AP2	7
ATP6V0B	20
ATP6V0C	13
ATP6V0D1	10
ATP6V0E1	20
ATP6V1D	18
ATP6V1F	9
ATP6V1G1	32
ATP7A	12
ATP9B	85
ATRX	37
ATXN2	21
ATXN7	14
AZIN1	11
B2M	743
B2M-1	102
B4GALT1	15
BACH1	22
BAG1	10
BAX	10
BAZ1A	18
BAZ2B	40
BBLN	12
BCAP31	8
BECN1	10
BEND7	26
BIN2	8
BIRC2	8
BIRC6	8
BLOC1S1	17
BLOC1S6	111
BLTP1	23
BNIP2	15
BNIP3L	11
BOD1L1	61
BORCS7	11
BPTF	33
BRAF	24
BRD4	18
BRI3	7
BRIP1	63
BRK1	13
BROX	1
BRWD1	13
BSDC1	12
BSG	7
BTF3	92
BTG1	277
BTK	40
BUD31	9
C11orf58	55
C15orf40	90
C19orf53	18
C1GALT1	4
C21orf62	57
C2CD3	182
C2orf68	38
C4orf3	25
C6orf62	9
C9orf78	25
CAB39	11
CACUL1	4
CALM1	82
CALM2	66
CALM3	12
CAMLG	12
CAP1	14
CAPN1	1
CAPNS1	9
CAPZA1	22
CAPZA2	8
CAPZB	33
CARD16	8
CARD8	2
CARHSP1	7
CASP4	14
CAST	31
CBL	7
CBX3	13
CCDC157	8
CCDC186	3
CCDC30	5
CCDC57	38
CCDC82	8
CCL5	42
CCL5-1	42
CCM2	18
CCND3	6
CCNDBP1	19
CCNI	63
CCNL1	74
CCNY	12
CCPG1	5
CD164	20
CD37	232
CD46	9
CD47	28
CD55	34
CD63	10
CD74	806
CD82	79
CDC37	14
CDC42	92
CDC42SE1	18
CDC42SE2	31
CDKL5	9
CDKN1B	14
CDKN2D	14
CDS2	7
CDV3	19
CEACAM22P	15
CELF2	39
CERCAM	34
CERT1	13
CFL1	66
