gene	count
ABHD17A	0
ABI1	0
ABTB1	4
ACAP2	1
ACER3	0
ACP1	28
ACSL6	5
ACTB	19
ACTG1	0
ACTN1	1
ACTR2	0
ACTR3	1
ADAM10	1
ADAM17	1
ADAR	7
ADD1	1
ADD3	0
ADIPOR1	51
ADSL	0
AFF4	0
AGFG1	0
AGO2	2
AHCTF1	0
AK3	1
AKAP13	0
AKAP8L	6
AKAP9	0
AKIRIN1	1
AKIRIN2	0
AKT3	0
ALDH2	1
ALDOA	0
AMD1	1
ANAPC16	2
ANAPC5	0
ANK2	1
ANKLE2	0
ANKRD11	0
ANKRD12	2
ANKRD13A	0
ANP32A	1
ANP32B	40
ANXA11	3
ANXA5	0
ANXA7	7
AP1M1	1
AP1S2	0
AP2A1	6
AP2M1	8
AP2S1	8
AP3S1	0
APH1A	0
APLP2	0
APOL1	0
ARF1	11
ARF4	7
ARF5	0
ARFGAP2	0
ARGLU1	0
ARHGAP4	1
ARHGAP45	1
ARHGDIA	0
ARHGDIB	0
ARHGEF12	7
ARID1A	0
ARID1B	0
ARID4B	0
ARIH1	2
ARL2	0
ARL6IP1	8
ARL6IP5	0
ARMC10-1	0
ARPC1B	0
ARPC2	2
ARPC3	2
ARPC4	4
ARPC5	1
ARPP19	0
ASAH1	0
ASAP1	5
ASB8	0
ATE1	0
ATF4	1
ATG12	1
ATG2A	1
ATL1	2
ATP11B	1
ATP1A1	0
ATP5F1B	8
ATP5F1D	0
ATP5F1E	116
ATP5ME	0
ATP5MF	4
ATP5MG	2
ATP5MJ	3
ATP5MK	1
ATP5PF	2
ATP6AP2	1
ATP6V0B	3
ATP6V0C	22
ATP6V0D1	1
ATP6V0E1	0
ATP6V1D	8
ATP6V1F	0
ATP6V1G1	0
ATP7A	0
ATP9B	0
ATRX	0
ATXN2	1
ATXN7	1
AZIN1	0
B2M	2
B2M-1	9
B4GALT1	0
BACH1	0
BAG1	31
BAX	0
BAZ1A	0
BAZ2B	1
BBLN	0
BCAP31	0
BECN1	0
BEND7	0
BIN2	0
BIRC2	3
BIRC6	0
BLOC1S1	1
BLOC1S6	5
BLTP1	0
BNIP2	0
BNIP3L	137
BOD1L1	1
BORCS7	0
BPTF	0
BRAF	0
BRD4	4
BRI3	0
BRIP1	1
BRK1	5
BROX	0
BRWD1	0
BSDC1	0
BSG	65
BTF3	52
BTG1	3
BTK	0
BUD31	1
C11orf58	2
C15orf40	2
C19orf53	0
C1GALT1	0
C21orf62	0
C2CD3	2
C2orf68	0
C4orf3	0
C6orf62	3
C9orf78	64
CAB39	0
CACUL1	0
CALM1	0
CALM2	0
CALM3	1
CAMLG	0
CAP1	0
CAPN1	0
CAPNS1	0
CAPZA1	0
CAPZA2	0
CAPZB	3
CARD16	0
CARD8	0
CARHSP1	1
CASP4	0
CAST	1
CBL	0
CBX3	1
CCDC157	0
CCDC186	1
CCDC30	0
CCDC57	2
CCDC82	0
CCL5	1
CCL5-1	1
CCM2	1
CCND3	0
CCNDBP1	45
CCNI	11
CCNL1	1
CCNY	0
CCPG1	0
CD164	0
CD37	0
CD46	0
CD47	1
CD55	6
CD63	0
CD74	1
CD82	0
CDC37	0
CDC42	8
CDC42SE1	0
CDC42SE2	1
CDKL5	1
CDKN1B	0
CDKN2D	18
CDS2	0
CDV3	2
CEACAM22P	0
CELF2	0
CERCAM	0
CERT1	0
CFL1	1
CFLAR	1
CGGBP1	1
CHCHD2	7
CHD1	1
CHD2	0
CHD4	0
CHD9	2
CHFR	0
CHMP1B	1
CHMP2A	1
CHMP2B	0
CHMP4B	2
CHMP5	3
CHST12	5
CHURC1	0
CIR1	3
CIRBP	0
CKLF	0
CLEC2B	0
CLINT1	0
CLIP1	1
CLK1	0
CLTA	0
CLTC	0
CMBL	0
CMC2	0
CMIP	0
CMTM6	1
CNBP	1
CNN2	1
CNPY3	1
COA1	0
COMMD6	0
COPA	2
COPE	0
COPS2	3
COQ10B	0
CORO1A	1
COTL1	1
COX17	0
COX4I1	3
COX5B	0
COX6A1	1
COX6B1	3
COX7A2	3
COX7B	1
COX7C	3
COX8A	1
CPEB4	1
CPT1A	0
CRBN	0
CREB1	0
CREBRF	0
CSDE1	9
CSK	0
CSNK1A1	1
CSNK1D	0
CSNK1G2	0
CSNK2A1	0
CTBS	0
CTCF	0
CTDSP1	0
CTDSP2	1
CTSC	0
CTSS	2
CTSZ	0
CUL3	1
CUL4B	0
CUX1	1
CXCR4	0
CYB561A3	0
CYB5R3	4
CYB5R4	0
CYBA	2
CYBC1	0
CYLD	0
CYP20A1	0
CYRIB	1
CYTH2	2
DAD1	1
DAPP1	0
DAZAP2	1
DBI	0
DBNL	0
DCAKD	0
DCP2	0
DCUN1D1	13
DCUN1D2	2
DDX17	2
DDX21	1
DDX3X	10
DDX5	2
DDX6	2
DEK	0
DESI1	0
DGKH	0
DGKZ	0
DHRS7	0
DIAPH1	0
DNAJA1	13
DNAJB1	1
DNAJB6	0
DNAJC21	0
DNAJC7	0
DNM1	0
DNM2	0
DR1	0
DRAP1	1
DSG3	1
DUSP1	7
DYNLL1	8
DYNLL2	1
