gene	count
ABHD17A	409
ABI1	126
ABTB1	46
ACAP2	259
ACER3	326
ACP1	118
ACSL6	455
ACTB	3373
ACTG1	1608
ACTN1	241
ACTR2	356
ACTR3	271
ADAM10	178
ADAM17	542
ADAR	524
ADD1	157
ADD3	349
ADIPOR1	61
ADSL	269
AFF4	138
AGFG1	53
AGO2	81
AHCTF1	73
AK3	860
AKAP13	389
AKAP8L	104
AKAP9	351
AKIRIN1	182
AKIRIN2	88
AKT3	522
ALDH2	1024
ALDOA	195
AMD1	180
ANAPC16	582
ANAPC5	389
ANK2	1052
ANKLE2	423
ANKRD11	469
ANKRD12	1352
ANKRD13A	60
ANP32A	174
ANP32B	575
ANXA11	198
ANXA5	110
ANXA7	124
AP1M1	529
AP1S2	84
AP2A1	57
AP2M1	151
AP2S1	112
AP3S1	70
APH1A	98
APLP2	92
APOL1	594
ARF1	325
ARF4	135
ARF5	163
ARFGAP2	276
ARGLU1	641
ARHGAP4	109
ARHGAP45	224
ARHGDIA	272
ARHGDIB	1095
ARHGEF12	55
ARID1A	231
ARID1B	451
ARID4B	717
ARIH1	205
ARL2	108
ARL6IP1	220
ARL6IP5	396
ARMC10-1	1251
ARPC1B	463
ARPC2	1069
ARPC3	811
ARPC4	234
ARPC5	371
ARPP19	149
ASAH1	75
ASAP1	78
ASB8	100
ATE1	147
ATF4	284
ATG12	166
ATG2A	320
ATL1	2238
ATP11B	124
ATP1A1	242
ATP5F1B	182
ATP5F1D	710
ATP5F1E	1869
ATP5ME	403
ATP5MF	273
ATP5MG	1488
ATP5MJ	414
ATP5MK	444
ATP5PF	287
ATP6AP2	251
ATP6V0B	117
ATP6V0C	131
ATP6V0D1	68
ATP6V0E1	225
ATP6V1D	304
ATP6V1F	135
ATP6V1G1	652
ATP7A	167
ATP9B	1117
ATRX	417
ATXN2	222
ATXN7	379
AZIN1	74
B2M	9099
B2M-1	12872
B4GALT1	130
BACH1	68
BAG1	104
BAX	176
BAZ1A	182
BAZ2B	372
BBLN	303
BCAP31	140
BECN1	87
BEND7	374
BIN2	333
BIRC2	158
BIRC6	211
BLOC1S1	150
BLOC1S6	1042
BLTP1	309
BNIP2	168
BNIP3L	126
BOD1L1	317
BORCS7	307
BPTF	368
BRAF	372
BRD4	165
BRI3	154
BRIP1	948
BRK1	175
BROX	105
BRWD1	206
BSDC1	181
BSG	126
BTF3	1585
BTG1	4544
BTK	446
BUD31	141
C11orf58	840
C15orf40	1051
C19orf53	357
C1GALT1	97
C21orf62	789
C2CD3	2478
C2orf68	494
C4orf3	271
C6orf62	132
C9orf78	481
CAB39	86
CACUL1	102
CALM1	2205
CALM2	576
CALM3	269
CAMLG	218
CAP1	218
CAPN1	64
CAPNS1	155
