gene	log2_fold_change	p_value	fdr
CFLAR	-0.11944708482426934	0.3007682915372849	0.5128853085999763
ARF5	0.039976945502504385	0.7816028021842347	0.8885524298498579
SKAP2	-0.1659948505613416	0.24007572780754027	0.44554313641165594
POLR2J	-0.04857382472635487	0.7339732488487616	0.8562022633509226
KMT2E	-0.009944896362737867	0.9364168249027823	0.9710737610929433
MYCBP2	0.0552272484630881	0.6232960641652601	0.7937407933372608
FBXL3	0.05730072540208309	0.7563559844803358	0.8709369071896856
ITGAL	0.18905089216081936	0.22084272175891395	0.42646520188309195
KDM7A	0.01744849830974229	0.9231105695904832	0.9677778753451242
IFRD1	-0.08107858326842136	0.7588109852484265	0.8721996721156811
PAFAH1B1	-0.22966342771945342	0.03880542860960892	0.15318496542301424
PSMB1	-0.3840616233538795	0.006248647616354351	0.054447057583965654
JARID2	-0.11644484700264125	0.5160559585091589	0.7104469794890058
CDKL5	0.8453900969987106	7.854421898458153e-07	0.000224479377857934
SPAG9	0.31601053381127986	0.0077666118737524876	0.062002728310571534
ST3GAL1	-0.18216510919533666	0.33664401775262354	0.5472858946171776
SEC62	-0.09708714327631222	0.4860856896797999	0.6877390599529051
RPS20	0.01611989880476293	0.8974636204364574	0.9577860445135905
CSDE1	-0.0004377714701073446	0.9966565208785318	0.9980533765489994
ZNF207	0.02970030975327919	0.7592836893715236	0.8721996721156811
IDS	0.3180005066703888	0.0922600922632776	0.25064576396240246
BTK	0.27998764914723157	0.016001716869168566	0.09295306262618651
AKAP8L	-0.007848081512632202	0.9574718943123749	0.9808081268619238
SLC25A39	-0.44135232040375644	0.01532529790083976	0.09124937791791674
CLK1	0.31015555765755976	0.04135456066055398	0.15928751262515264
RNF14	-0.21005993671353537	0.20950361982337018	0.4123700726275427
CAPN1	-0.15613856667338794	0.32537651831958836	0.5367750871919347
WAS	-0.2551529105540476	0.0510679728170422	0.17974417033387513
RALBP1	-0.413770919744217	0.028325481117449692	0.1293198482965994
