# Constructed from biom file
#OTU ID	hFMT_cecal_1296_1	hFMT_cecal_1296_2	hFMT_cecal_1296_3	hFMT_cecal_1297_1	hFMT_cecal_1297_2	hFMT_cecal_1297_4	mFMT_cecal_1191_2	mFMT_cecal_1191_3	mFMT_cecal_1275_1	mFMT_cecal_1275_2	mFMT_cecal_1275_4	noFMT_cecal_1192_1	noFMT_cecal_1192_3	noFMT_cecal_1294_1	noFMT_cecal_1294_2	noFMT_cecal_1294_3	noFMT_cecal_1295_4
d46e2205f0c6ecf67b51f83d111c509c	0.0	0.0	7.0	32.0	53.0	23.0	0.0	10.0	6.0	31.0	4.0	2121.0	1639.0	2766.0	3145.0	3748.0	79.0
99deb3c5ecb022ec05609ebd1112a557	1572.0	1530.0	1434.0	2313.0	5058.0	1426.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
df0e3d38eec730326754d8c17a8b8efe	135.0	137.0	77.0	336.0	277.0	247.0	599.0	423.0	741.0	799.0	297.0	546.0	1123.0	1771.0	1393.0	2384.0	84.0
bf611493002f5918a68778bde2def567	211.0	174.0	302.0	1854.0	4524.0	1780.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	204.0
e4597f1dce864c29882fa64f616d1a6c	0.0	0.0	0.0	0.0	0.0	0.0	2866.0	2770.0	763.0	1313.0	1203.0	0.0	0.0	0.0	6.0	0.0	0.0
efa934e07029e49f4b1959b33c677589	0.0	0.0	0.0	124.0	207.0	151.0	4628.0	2909.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
836cd5ea357ad392c00a7e48d921be1d	511.0	462.0	684.0	1939.0	2829.0	1446.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7b28c20e72c6c95b3e604f0849245770	1764.0	1221.0	985.0	0.0	0.0	0.0	663.0	1098.0	1066.0	364.0	581.0	0.0	0.0	0.0	0.0	0.0	8.0
99bccd58aaeb00f98e22add40be6e36b	0.0	2.0	2.0	0.0	11.0	29.0	0.0	0.0	0.0	0.0	0.0	2570.0	3383.0	191.0	464.0	760.0	67.0
945184b6386c192c0066e0a98a154780	15.0	6.0	6.0	15.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	3248.0	2390.0	244.0	281.0	222.0	77.0
c67445ed68d61f49e41b7bdd1de019fb	0.0	0.0	0.0	1816.0	2521.0	1314.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	378.0
824b9c5e131ccef5ab3286cfde31640c	1265.0	1290.0	2334.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ef3a40c4f26b5019887d73ceaaab84f2	92.0	206.0	227.0	0.0	0.0	0.0	346.0	139.0	0.0	349.0	359.0	0.0	0.0	1109.0	588.0	1009.0	395.0
d8e7f9181e4d5a4a6453e9ca9996a43f	81.0	17.0	21.0	635.0	1076.0	561.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2355.0
898eb92ef2d1ef893f7d0c383527b44d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1277.0	1042.0	1779.0	0.0
b7e5e417da183df1d5cb33a51a10991d	0.0	0.0	0.0	1304.0	1621.0	1038.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fcc84f75257e928f79853e39bb2c6d23	24.0	39.0	26.0	29.0	32.0	38.0	8.0	15.0	0.0	14.0	8.0	1584.0	1281.0	96.0	77.0	185.0	0.0
