rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	LINCS_L1000_Ligand_Perturbations_up	IL6-SKBR3	12/144	2.911883069457852e-11	2.708051254595802e-09	17.96	435.7030634243328	NR4A2;SRGN;SOCS3;NR4A1;IFITM1;ZFP36;BTG2;IFITM2;BCL3;TGFBI;FOS;PSMB8
2	LINCS_L1000_Ligand_Perturbations_up	HBEGF-SKBR3	10/152	1.3919718657045908e-08	6.253137304690497e-07	13.63297431648716	246.6199518001102	NR4A2;SRGN;NR4A1;ZFP36;BTG2;NR4A3;TGFBI;FOS;IER5;KLF2
3	LINCS_L1000_Ligand_Perturbations_up	TGFA-MCF7	10/158	2.0171410660291925e-08	6.253137304690497e-07	13.07631160572337	231.6991594429424	NR4A2;EIF5A;NR4A1;ZFP36;BTG2;NR4A3;PMAIP1;FOS;KLF2;HSPA1A
4	LINCS_L1000_Ligand_Perturbations_up	BFGF-MCF7	9/138	8.208602891458388e-08	1.6398267107123842e-06	13.383833822533305	218.36391405131096	NR4A2;EIF5A;NR4A1;ZFP36;BTG2;NR4A3;FABP5;PMAIP1;FOS
5	LINCS_L1000_Ligand_Perturbations_up	GDNF-MCF7	9/142	1.050053292527183e-07	1.6398267107123842e-06	12.97868457551646	208.5577885469838	NR4A2;EIF5A;NR4A1;ZFP36;BTG2;NR4A3;FABP5;PMAIP1;FOS
6	LINCS_L1000_Ligand_Perturbations_up	FGF1-MCF7	9/145	1.2567518109232838e-07	1.6398267107123842e-06	12.690462592804112	201.64593261407575	NR4A2;EIF5A;NR4A1;ZFP36;NR4A3;FABP5;PMAIP1;FOS;CST7
7	LINCS_L1000_Ligand_Perturbations_up	IL1-HS578T	9/148	1.4980150952820898e-07	1.6398267107123842e-06	12.414681846755606	195.0837480177312	NR4A2;SRGN;SOCS3;NR4A1;IFITM1;ZFP36;BTG2;BCL3;PMAIP1
8	LINCS_L1000_Ligand_Perturbations_up	KGF-MCF7	9/149	1.5869290748829526e-07	1.6398267107123842e-06	12.325381414701804	192.96980620484672	NR4A2;EIF5A;NR4A1;ZFP36;NR4A3;FABP5;PMAIP1;FOS;CST7
9	LINCS_L1000_Ligand_Perturbations_up	TGFA-SKBR3	9/149	1.5869290748829526e-07	1.6398267107123842e-06	12.325381414701804	192.96980620484672	NR4A2;SRGN;EIF5A;NR4A1;ZFP36;BTG2;NR4A3;FOS;IER5
10	LINCS_L1000_Ligand_Perturbations_up	HBEGF-HS578T	9/154	2.1038904410342618e-07	1.92175667201744e-06	11.8973552058922	182.91359652966568	NR4A2;SRGN;EIF5A;NR4A1;ZFP36;BTG2;NR4A3;PMAIP1;FOS
11	LINCS_L1000_Ligand_Perturbations_up	EPR-SKBR3	9/156	2.3484189084961603e-07	1.92175667201744e-06	11.73429760253616	179.11646496765923	NR4A2;EIF5A;NR4A1;ZFP36;BTG2;NR4A3;TGFBI;FOS;IER5
12	LINCS_L1000_Ligand_Perturbations_up	HBEGF-BT20	9/157	2.4796860284096e-07	1.92175667201744e-06	11.654421411702964	177.26332661934632	NR4A2;EIF5A;NR4A1;ZFP36;BTG2;NR4A3;FABP5;TGFBI;FOS
13	LINCS_L1000_Ligand_Perturbations_up	FGF1-HS578T	8/146	1.6674897233719635e-06	1.1928964944122508e-05	11.00891861761427	146.46475843695777	NR4A2;SRGN;NR4A1;ZFP36;BTG2;NR4A3;PMAIP1;FOS
14	LINCS_L1000_Ligand_Perturbations_up	AR-SKBR3	8/150	2.0428578845397646e-06	1.3113170744906208e-05	10.696641386782233	140.1384188997549	NR4A2;EIF5A;NR4A1;ZFP36;BTG2;NR4A3;FOS;IER5
15	LINCS_L1000_Ligand_Perturbations_up	BTC-SKBR3	8/151	2.1471942710391194e-06	1.3113170744906208e-05	10.621301775147929	138.62231161013713	NR4A2;EIF5A;NR4A1;ZFP36;BTG2;NR4A3;FOS;IER5
16	LINCS_L1000_Ligand_Perturbations_up	TGFA-HS578T	8/152	2.2560293754677346e-06	1.3113170744906208e-05	10.547008547008549	137.13119476035686	NR4A2;SRGN;NR4A1;ZFP36;BTG2;NR4A3;FABP5;FOS
17	LINCS_L1000_Ligand_Perturbations_up	HRG-SKBR3	8/157	2.873352123759954e-06	1.465185796085753e-05	10.190500774393392	130.03110805301384	NR4A2;NR4A1;ZFP36;BTG2;NR4A3;FOS;IER5;KLF2
18	LINCS_L1000_Ligand_Perturbations_up	TGFA-BT20	8/157	2.873352123759954e-06	1.465185796085753e-05	10.190500774393392	130.03110805301384	NR4A2;NR4A1;ZFP36;BTG2;NR4A3;FABP5;TGFBI;FOS
19	LINCS_L1000_Ligand_Perturbations_up	MSP-SKBR3	8/158	3.01263998831784e-06	1.465185796085753e-05	10.122051282051284	128.6785384862863	NR4A2;SRGN;EIF5A;NR4A1;ZFP36;BTG2;FOS;NEAT1
20	LINCS_L1000_Ligand_Perturbations_up	EGF-HS578T	8/159	3.157621073309348e-06	1.465185796085753e-05	10.054508405501783	127.34730304363256	NR4A2;NR4A1;ZFP36;BTG2;NR4A3;PMAIP1;FOS;KLF2
21	LINCS_L1000_Ligand_Perturbations_up	HRG-MCF7	8/160	3.3084840556775065e-06	1.465185796085753e-05	9.987854251012148	126.03693717204436	NR4A2;EIF5A;NR4A1;ZFP36;NR4A3;FABP5;PMAIP1;FOS
22	LINCS_L1000_Ligand_Perturbations_up	AR-BT20	8/162	3.628634190484113e-06	1.5339226350682843e-05	9.857142857142858	123.4770203317522	NR4A2;NR4A1;ZFP36;NR4A3;FABP5;FOS;CST7;IER5
23	LINCS_L1000_Ligand_Perturbations_up	IFNA-SKBR3	7/138	1.2669702395288828e-05	5.122966620703744e-05	10.05445292620865	113.37699789967058	SRGN;IFITM1;ZFP36;IFITM2;MVP;TGFBI;PSMB8
24	LINCS_L1000_Ligand_Perturbations_up	BTC-BT20	7/144	1.6712644125394117e-05	6.476149598590221e-05	9.611192214111922	105.71681894518488	NR4A2;EIF5A;NR4A1;ZFP36;NR4A3;FABP5;FOS
25	LINCS_L1000_Ligand_Perturbations_up	IL1-BT20	7/146	1.8276397453817924e-05	6.798819852820268e-05	9.471942446043164	103.33794571795252	LYN;NR4A1;ZFP36;BTG2;NR4A3;BCL3;FOS
26	LINCS_L1000_Ligand_Perturbations_up	TNFA-MCF10A	7/149	2.0847245579690364e-05	7.456899380427708e-05	9.270422535211267	99.91929068665988	SRGN;EIF5A;PTPN1;NINJ1;BCL3;PMAIP1;HSPA1A
27	LINCS_L1000_Ligand_Perturbations_up	IL1-MCF7	7/153	2.4732686272243517e-05	8.519036382661656e-05	9.01461187214612	95.62145747606188	EIF5A;MAFB;NINJ1;BCL3;PMAIP1;IER5;KLF2
28	LINCS_L1000_Ligand_Perturbations_up	PDGFBB-HS578T	7/159	3.166544254137368e-05	0.0001051745055838483	8.656140350877193	89.68007767968403	NR4A2;NR4A1;ZFP36;BTG2;NR4A3;NINJ1;FOS
29	LINCS_L1000_Ligand_Perturbations_up	IFNA-BT20	6/137	0.00012215352967166689	0.0003917337330850007	8.5367996543281	76.91854426603344	SRGN;IFITM1;IFITM2;CD38;PSMB8;LGMN
