rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	CellMarker_2024	Microglial Cell Embryonic Prefrontal Cortex Human	22/476	1.9459241931258245e-14	7.472348901603166e-12	10.463729809104258	330.3447034752801	LYN;SRGN;CD53;XBP1;BTG2;IFITM2;CYBB;RAB3IL1;IKZF1;FOS;VAV1;KLF2;NR4A2;NR4A1;ZFP36;TSPAN13;FABP5;LAMP2;NINJ1;LGMN;C1QC;HSPA1A
2	CellMarker_2024	Monocyte Fetal Kidney Human	25/796	1.5521879366934933e-12	2.980200838451507e-10	7.125020498829703	193.73896609988012	BTG2;IFITM2;RNH1;NCF1;SOCS3;CCND3;ZFP36;LAMP2;CCRL2;TSPO;LYN;SRGN;CD53;PRELID1;CYBB;MCEMP1;SCIMP;PSMB8;ZEB2;MAFB;RNF149;NINJ1;BCL3;MYADM;TGFBI
3	CellMarker_2024	Neutrophil Kidney Mouse	10/98	1.8692474425731967e-10	2.379734306155793e-08	22.058823529411764	494.1245959676503	SRGN;SOCS3;IFITM1;ZFP36;BTG2;NCF1;CCRL2;CDK2AP2;MCEMP1;FOS
4	CellMarker_2024	Paneth Cell Large Intestine Human	15/314	2.4788899022456166e-10	2.379734306155793e-08	10.131193324828466	224.0821401184772	LYN;SRGN;CD53;NCF1;CD180;CYBB;IKZF1;VAV1;NR4A2;DOK2;MAFB;NR4A3;NINJ1;LGMN;C1QC
5	CellMarker_2024	Microglial Cell Brain Mouse	19/658	4.165496262613941e-09	3.199101129687506e-07	6.154290137479597	118.75583140844545	LYN;CD53;NCF1;MVP;CD180;PRKCD;CYBB;RAB3IL1;IKZF1;CST7;VAV1;PSMB8;MAFB;FABP5;CASP6;LAMP2;FYN;LGMN;C1QC
6	CellMarker_2024	Stage II Neutrophil Bone Marrow Mouse	8/91	4.338642461548815e-08	2.7767311753912413e-06	18.35495829471733	311.1737966458438	SRGN;IFITM1;TSPAN13;RNF149;NINJ1;TXNIP;TGFBI;IER5
7	CellMarker_2024	Goblet Cell Small Intestine Mouse	7/81	3.5321976886640934e-07	1.93766273206716e-05	17.85045045045045	265.1894228437638	XBP1;TSPAN13;SSR2;CALR;CRELD2;PDIA6;MANF
8	CellMarker_2024	Basophil Bone Marrow Mouse	4/13	6.407936372873183e-07	3.075809458979128e-05	81.80658436213992	1166.6075713931295	CD53;SRGN;IFITM1;FOXP1
9	CellMarker_2024	Microglial Cell Brain Human	12/360	8.466670037135612e-07	3.6124458825111946e-05	6.737931034482759	94.20947120732612	LDHA;XBP1;FABP5;CYBB;TSPO;TGFBI;PABPC1;CST7;KLF2;FOXP1;FKBP5;C1QC
10	CellMarker_2024	Schwalie Et al.Nature.G3 Adipose Tissue Mouse	9/188	1.130295150704183e-06	4.340333378704062e-05	9.620925313228833	131.7396359134233	SOCS3;IFITM1;ZFP36;XBP1;IFITM2;TSPO;TGFBI;CYP7B1;TMEM106A
11	CellMarker_2024	CD1C-CD141- Dendritic Cell Blood Human	11/321	1.9056314643035768e-06	6.652386202659759e-05	6.878249760459917	90.59134435879098	LYN;NR4A1;IFITM1;DOK2;ZEB2;IFITM2;MAFB;RNF149;NINJ1;TXNIP;SCIMP
12	CellMarker_2024	Plasma Cell Nasopharynx Human	6/69	2.424411472220925e-06	7.75811671110696e-05	17.812219227313566	230.31060089023492	SRGN;XBP1;CD38;CRELD2;PDIA6;MANF
13	CellMarker_2024	Granulosa Cell Fetal Gonad Human	8/179	7.580114459860254e-06	0.0002239049194297183	8.869545659019343	104.57178595794294	SRGN;EIF5A;IFITM1;CCND3;LDHA;IFITM2;FABP5;BCL3
14	CellMarker_2024	Memory B Cell Germinal Center Mouse	3/10	1.993520596343318e-05	0.00054679422071131	78.16906946264744	846.0256558682161	ZEB2;CD38;KLF2
15	CellMarker_2024	Migration Phase Fetal Germ Cell Fetal Gonad Human	7/165	4.0123610880546575e-05	0.0010271644385419	8.324894514767932	84.27744920974271	IFITM1;LDHA;FABP5;TSPO;CD38;BZW2;HSD17B10
16	CellMarker_2024	Homeostatic Chondrocyte Articular Cartilage Human	5/70	4.559440682861544e-05	0.0010942657638867	14.250898634076204	142.44807096339304	NR4A2;NR4A1;ZFP36;IER5;KLF2
17	CellMarker_2024	Microglial Cell Cortex Mouse	3/14	5.948991245216525e-05	0.0013437721400959	49.73394495412844	483.8965531298516	BCL3;CYBB;CST7
18	CellMarker_2024	Fibroblast Kidney Mouse	5/75	6.359136404888637e-05	0.0013566157663762	13.229639519359145	127.83844169565312	LYN;PTPN1;NR4A1;PRKCD;TGFBI
19	CellMarker_2024	Enteroendocrine Cell Intestinal Crypt Mouse	6/124	7.038991585644981e-05	0.0014226172467829	9.48353054045411	90.67640309683088	OLFM1;NR4A1;LDHA;BTG2;TSPO;FOS
20	CellMarker_2024	Natural Killer Cell Liver Mouse	3/22	0.00024360371097081733	0.0046771912506396	28.78174794785128	239.46321581922837	NR4A2;ZEB2;KLF2
21	CellMarker_2024	Lymphocyte Lymph Node Human	2/5	0.00030740049563306946	0.0051322517531782	120.51515151515152	974.649309044046	NR4A2;NR4A1
22	CellMarker_2024	Plasmablast Blood Human	2/5	0.00030740049563306946	0.0051322517531782	120.51515151515152	974.649309044046	XBP1;CD38
23	CellMarker_2024	Memory B Cell Precursor Undefined Human	2/5	0.00030740049563306946	0.0051322517531782	120.51515151515152	974.649309044046	IFITM1;IFITM2
24	CellMarker_2024	Macrophage Spleen Human	3/25	0.0003594018760909219	0.0057504300174547	24.853211009174316	197.1125404210704	FABP5;C1QC;LGMN
25	CellMarker_2024	Macrophage Brain Mouse	4/62	0.00040480104478489074	0.0062177440478959	12.662835249042146	98.92352340616183	LYN;IFITM2;IKZF1;LGMN
26	CellMarker_2024	Mast Cell Bone Marrow Mouse	3/30	0.0006216351196870161	0.008788466044955	20.245667686034658	149.47694839317748	CD53;SRGN;IFITM1
27	CellMarker_2024	Antibody-secreting Cell Undefined Human	2/7	0.0006408256491113056	0.008788466044955	72.30181818181818	531.6174203971442	XBP1;CD38
28	CellMarker_2024	Conventional Dendritic Cell 2b(cDC2b) Brain Mouse	2/7	0.0006408256491113056	0.008788466044955	72.30181818181818	531.6174203971442	ZEB2;TSPO
29	CellMarker_2024	Microglial Cell Hippocampus Mouse	3/31	0.0006854437893185516	0.009076221210287	19.521625163827	142.2237081276475	RAB3IL1;CST7;C1QC
30	CellMarker_2024	Neutrophil Kidney Human	4/77	0.0009208219149234616	0.0114063101719551	10.053272450532724	70.27482643208967	IFITM2;NCF1;MCEMP1;FOS
31	CellMarker_2024	Stem Cell Bone Marrow Mouse	4/77	0.0009208219149234616	0.0114063101719551	10.053272450532724	70.27482643208967	SRGN;IFITM1;IFITM2;TXNIP
32	CellMarker_2024	Myeloid Dendritic Cell Peripheral Blood Human	2/9	0.0010905386347973	0.0119647667360623	51.63896103896104	352.23366739450324	ZEB2;ID2
33	CellMarker_2024	CD8+ T Cell Intestine Mouse	2/9	0.0010905386347973	0.0119647667360623	51.63896103896104	352.23366739450324	ZEB2;ID2
34	CellMarker_2024	Plasma Cell Blood Human	2/9	0.0010905386347973	0.0119647667360623	51.63896103896104	352.23366739450324	XBP1;CD38
35	CellMarker_2024	Microglial Cell Cerebral Cortex Mouse	2/9	0.0010905386347973	0.0119647667360623	51.63896103896104	352.23366739450324	C1QC;LGMN
36	CellMarker_2024	Beta Cell Blood Human	2/10	0.0013581911701031	0.0144873724810998	45.18181818181818	298.27235807102574	XBP1;CD38
37	CellMarker_2024	Plasmacytoid Dendritic Cell Spleen Mouse	5/149	0.001518721271131	0.0157618640030896	6.407061266874351	41.581100851000215	ZEB2;PRKCD;MCEMP1;HSD17B10;C1QC
38	CellMarker_2024	B Cell Blood Human	3/42	0.0016740597162256	0.016916813974491	14.007762879322511	89.54467512114829	NR4A1;CD38;PMAIP1
39	CellMarker_2024	Macrophage Brain Human	4/94	0.0019294479567857	0.0186899393436722	8.147325102880659	50.92502949877934	IFITM2;CYBB;TGFBI;C1QC
40	CellMarker_2024	Plasma Cell Peripheral Blood Human	2/12	0.0019774878100937	0.0186899393436722	36.14181818181818	225.01635860745023	XBP1;CD38
41	CellMarker_2024	T Cell Blood Human	3/45	0.0020442121157141	0.0186899393436722	13.00524246395806	80.5381221149035	IFITM1;CD38;TXNIP
42	CellMarker_2024	Macrophage Nasopharynx Human	3/45	0.0020442121157141	0.0186899393436722	13.00524246395806	80.5381221149035	MAFB;C1QC;LGMN
43	CellMarker_2024	Natural Killer Cell Peripheral Blood Human	3/46	0.0021779824080403	0.0194498894113371	12.702154896522297	77.85603354022255	ZFP36;CD38;FOS
44	CellMarker_2024	Macrophage Kidney Mouse	4/101	0.002507232991688	0.0218813061092779	7.556701030927835	45.25387486374167	SDC3;SCIMP;C1QC;HSPA1A
45	CellMarker_2024	Macrophage Liver Mouse	2/14	0.0027066698416453	0.0225948091128653	30.115151515151517	178.04186714438933	IFITM2;SDC3
46	CellMarker_2024	Microglial Cell Bone Marrow Human	2/14	0.0027066698416453	0.0225948091128653	30.115151515151517	178.04186714438933	BTG2;FOS
47	CellMarker_2024	Immune Cell Lung Mouse	3/51	0.0029279880523033	0.022978625427807	11.376146788990823	66.36206703304784	CD53;CYBB;LGMN
48	CellMarker_2024	Granulocyte-monocyte Progenitor Umbilical Cord Blood Human	4/107	0.0030889395877537	0.022978625427807	7.114347357065804	41.12041138197414	LDHA;CD38;CALR;CST7
49	CellMarker_2024	Cancer Cell Bone Marrow Human	2/15	0.0031116888600155	0.022978625427807	27.7972027972028	160.46184539900213	IFITM1;CD38
50	CellMarker_2024	Conventional Dendritic Cell 2b(cDC2b) Brain Human	2/15	0.0031116888600155	0.022978625427807	27.7972027972028	160.46184539900213	ZEB2;TSPO
51	CellMarker_2024	Plasma Cell Lung Human	2/15	0.0031116888600155	0.022978625427807	27.7972027972028	160.46184539900213	XBP1;CD38
52	CellMarker_2024	Primordial Germ Cell Undefined Human	2/15	0.0031116888600155	0.022978625427807	27.7972027972028	160.46184539900213	IFITM1;IFITM2
53	CellMarker_2024	B Cell Peripheral Blood Human	3/53	0.0032671281304917	0.0233881715302437	10.92	62.50437568845662	XBP1;CD38;CALR
54	CellMarker_2024	Schwalie Et al.Nature.P2 Adipose Tissue Mouse	5/178	0.0032889616214405	0.0233881715302437	5.325212036086652	30.445213750915936	ZFP36;LDHA;BTG2;MAFB;IER5
55	CellMarker_2024	Myeloid Cell Lung Mouse	3/54	0.0034453415241381	0.0240547480958011	10.70534268753373	60.70713195324601	CD53;CYBB;LGMN
56	CellMarker_2024	Exhausted CD8+ T Cell Liver Human	6/261	0.0035249367431571	0.0241709948102204	4.358046614872364	24.61378004626528	NR4A2;SRGN;LDHA;ID2;IL21R;CD38
57	CellMarker_2024	Schwalie Et al.Nature.G2 Adipose Tissue Mouse	5/189	0.0042436030375302	0.0281824802737871	5.004063388866315	27.33390861003765	LDHA;BTG2;MAFB;RNF149;SSR2
