1	CellMarker_2024	Microglial Cell Embryonic Prefrontal Cortex Human	22/476	1.9459241931258245e-14	7.472348901603166e-12	10.463729809104258	330.3447034752801	LYN;SRGN;CD53;XBP1;BTG2;IFITM2;CYBB;RAB3IL1;IKZF1;FOS;VAV1;KLF2;NR4A2;NR4A1;ZFP36;TSPAN13;FABP5;LAMP2;NINJ1;LGMN;C1QC;HSPA1A
2	CellMarker_2024	Monocyte Fetal Kidney Human	25/796	1.5521879366934933e-12	2.980200838451507e-10	7.125020498829703	193.73896609988012	BTG2;IFITM2;RNH1;NCF1;SOCS3;CCND3;ZFP36;LAMP2;CCRL2;TSPO;LYN;SRGN;CD53;PRELID1;CYBB;MCEMP1;SCIMP;PSMB8;ZEB2;MAFB;RNF149;NINJ1;BCL3;MYADM;TGFBI
3	CellMarker_2024	Neutrophil Kidney Mouse	10/98	1.8692474425731967e-10	2.379734306155793e-08	22.058823529411764	494.1245959676503	SRGN;SOCS3;IFITM1;ZFP36;BTG2;NCF1;CCRL2;CDK2AP2;MCEMP1;FOS
5	CellMarker_2024	Microglial Cell Brain Mouse	19/658	4.165496262613941e-09	3.199101129687506e-07	6.154290137479597	118.75583140844545	LYN;CD53;NCF1;MVP;CD180;PRKCD;CYBB;RAB3IL1;IKZF1;CST7;VAV1;PSMB8;MAFB;FABP5;CASP6;LAMP2;FYN;LGMN;C1QC
6	CellMarker_2024	Stage II Neutrophil Bone Marrow Mouse	8/91	4.338642461548815e-08	2.7767311753912413e-06	18.35495829471733	311.1737966458438	SRGN;IFITM1;TSPAN13;RNF149;NINJ1;TXNIP;TGFBI;IER5
9	CellMarker_2024	Microglial Cell Brain Human	12/360	8.466670037135612e-07	3.6124458825111946e-05	6.737931034482759	94.20947120732612	LDHA;XBP1;FABP5;CYBB;TSPO;TGFBI;PABPC1;CST7;KLF2;FOXP1;FKBP5;C1QC
11	CellMarker_2024	CD1C-CD141- Dendritic Cell Blood Human	11/321	1.9056314643035768e-06	6.652386202659759e-05	6.878249760459917	90.59134435879098	LYN;NR4A1;IFITM1;DOK2;ZEB2;IFITM2;MAFB;RNF149;NINJ1;TXNIP;SCIMP
14	CellMarker_2024	Memory B Cell Germinal Center Mouse	3/10	1.993520596343318e-05	0.00054679422071131	78.16906946264744	846.0256558682161	ZEB2;CD38;KLF2
17	CellMarker_2024	Microglial Cell Cortex Mouse	3/14	5.948991245216525e-05	0.0013437721400959	49.73394495412844	483.8965531298516	BCL3;CYBB;CST7
20	CellMarker_2024	Natural Killer Cell Liver Mouse	3/22	0.00024360371097081733	0.0046771912506396	28.78174794785128	239.46321581922837	NR4A2;ZEB2;KLF2
23	CellMarker_2024	Memory B Cell Precursor Undefined Human	2/5	0.00030740049563306946	0.0051322517531782	120.51515151515152	974.649309044046	IFITM1;IFITM2
24	CellMarker_2024	Macrophage Spleen Human	3/25	0.0003594018760909219	0.0057504300174547	24.853211009174316	197.1125404210704	FABP5;C1QC;LGMN
25	CellMarker_2024	Macrophage Brain Mouse	4/62	0.00040480104478489074	0.0062177440478959	12.662835249042146	98.92352340616183	LYN;IFITM2;IKZF1;LGMN
28	CellMarker_2024	Conventional Dendritic Cell 2b(cDC2b) Brain Mouse	2/7	0.0006408256491113056	0.008788466044955	72.30181818181818	531.6174203971442	ZEB2;TSPO
29	CellMarker_2024	Microglial Cell Hippocampus Mouse	3/31	0.0006854437893185516	0.009076221210287	19.521625163827	142.2237081276475	RAB3IL1;CST7;C1QC
30	CellMarker_2024	Neutrophil Kidney Human	4/77	0.0009208219149234616	0.0114063101719551	10.053272450532724	70.27482643208967	IFITM2;NCF1;MCEMP1;FOS
32	CellMarker_2024	Myeloid Dendritic Cell Peripheral Blood Human	2/9	0.0010905386347973	0.0119647667360623	51.63896103896104	352.23366739450324	ZEB2;ID2
33	CellMarker_2024	CD8+ T Cell Intestine Mouse	2/9	0.0010905386347973	0.0119647667360623	51.63896103896104	352.23366739450324	ZEB2;ID2
35	CellMarker_2024	Microglial Cell Cerebral Cortex Mouse	2/9	0.0010905386347973	0.0119647667360623	51.63896103896104	352.23366739450324	C1QC;LGMN
37	CellMarker_2024	Plasmacytoid Dendritic Cell Spleen Mouse	5/149	0.001518721271131	0.0157618640030896	6.407061266874351	41.581100851000215	ZEB2;PRKCD;MCEMP1;HSD17B10;C1QC
38	CellMarker_2024	B Cell Blood Human	3/42	0.0016740597162256	0.016916813974491	14.007762879322511	89.54467512114829	NR4A1;CD38;PMAIP1
39	CellMarker_2024	Macrophage Brain Human	4/94	0.0019294479567857	0.0186899393436722	8.147325102880659	50.92502949877934	IFITM2;CYBB;TGFBI;C1QC
42	CellMarker_2024	Macrophage Nasopharynx Human	3/45	0.0020442121157141	0.0186899393436722	13.00524246395806	80.5381221149035	MAFB;C1QC;LGMN
43	CellMarker_2024	Natural Killer Cell Peripheral Blood Human	3/46	0.0021779824080403	0.0194498894113371	12.702154896522297	77.85603354022255	ZFP36;CD38;FOS
44	CellMarker_2024	Macrophage Kidney Mouse	4/101	0.002507232991688	0.0218813061092779	7.556701030927835	45.25387486374167	SDC3;SCIMP;C1QC;HSPA1A
45	CellMarker_2024	Macrophage Liver Mouse	2/14	0.0027066698416453	0.0225948091128653	30.115151515151517	178.04186714438933	IFITM2;SDC3
46	CellMarker_2024	Microglial Cell Bone Marrow Human	2/14	0.0027066698416453	0.0225948091128653	30.115151515151517	178.04186714438933	BTG2;FOS
48	CellMarker_2024	Granulocyte-monocyte Progenitor Umbilical Cord Blood Human	4/107	0.0030889395877537	0.022978625427807	7.114347357065804	41.12041138197414	LDHA;CD38;CALR;CST7
50	CellMarker_2024	Conventional Dendritic Cell 2b(cDC2b) Brain Human	2/15	0.0031116888600155	0.022978625427807	27.7972027972028	160.46184539900213	ZEB2;TSPO
53	CellMarker_2024	B Cell Peripheral Blood Human	3/53	0.0032671281304917	0.0233881715302437	10.92	62.50437568845662	XBP1;CD38;CALR
56	CellMarker_2024	Exhausted CD8+ T Cell Liver Human	6/261	0.0035249367431571	0.0241709948102204	4.358046614872364	24.61378004626528	NR4A2;SRGN;LDHA;ID2;IL21R;CD38
58	CellMarker_2024	B Cell Kidney Human	10/667	0.0042567287913532	0.0281824802737871	2.869698868893067	15.666415898412255	LYN;NR4A1;LSM12;SMDT1;TSPAN13;NCF1;CD180;SCIMP;KLF2;LGMN
59	CellMarker_2024	Naive B Cell Blood Human	2/18	0.0044847801860629	0.0282320588761996	22.581818181818186	122.10137669299964	IL21R;CD38
61	CellMarker_2024	Dendritic Cell Bone Marrow Mouse	2/18	0.0044847801860629	0.0282320588761996	22.581818181818186	122.10137669299964	ID2;FOXP1
62	CellMarker_2024	B Cell Kidney Mouse	3/60	0.0046393270884969	0.0287338968061746	9.575567358763882	51.45130396945618	XBP1;CRELD2;MANF
63	CellMarker_2024	Naive CD8+ T Cell Blood Human	2/19	0.0049941485620599	0.0304405245687466	21.2524064171123	112.62687999289396	SOCS3;FOXP1
66	CellMarker_2024	Follicular B Cell Undefined Human	2/20	0.0055288554181012	0.0321678860689525	20.07070707070707	104.3230086404988	IL21R;IKZF1
70	CellMarker_2024	Macrophage Lacrimal Gland Mouse	2/21	0.0060886061775728	0.0334003538883994	19.013397129186604	96.99372904720283	SRGN;C1QC
71	CellMarker_2024	Macrophage Skin Mouse	3/71	0.0074123451914532	0.0400893035706769	8.022126281705342	39.345387944480656	MAFB;NINJ1;C1QC
73	CellMarker_2024	Macrophage Liver Human	2/25	0.0085722422040996	0.044482986572625	15.703557312252965	74.73677741296086	FABP5;LGMN
77	CellMarker_2024	B Cell Lymph Human	2/27	0.0099568432620736	0.0496549066576142	14.44581818181818	66.58792955733377	CCND3;CD38
78	CellMarker_2024	AXL+SIGLEC6+ Dendritic Cell Blood Human	3/80	0.0102762131341598	0.0499502005508529	7.081258191349934	32.41745799330524	CCND3;GPR146;LGMN
82	CellMarker_2024	CD8+ T Cell Blood Human	2/32	0.013816933315602	0.0647036877218436	12.035151515151515	51.53283852639586	CD38;CST7
85	CellMarker_2024	Natural Killer Cell Kidney Mouse	2/36	0.0172971793032696	0.0781425512053593	10.61711229946524	43.07587369429739	DOK2;CST7
89	CellMarker_2024	Monocyte Lung Human	2/39	0.0201251343892103	0.0868320405107503	9.754791154791157	38.10012455950027	MAFB;MCEMP1
91	CellMarker_2024	Macrophage Undefined Human	2/45	0.0263115406387279	0.0984558604549957	8.391120507399577	30.52477872616749	LAMP2;C1QC
93	CellMarker_2024	Monocyte-derived Macrophage Brain Mouse	1/5	0.0276907107529675	0.0984558604549957	44.78378378378378	160.62412864511748	NR4A1
95	CellMarker_2024	Naive B Cell Undefined Human	1/5	0.0276907107529675	0.0984558604549957	44.78378378378378	160.62412864511748	CD38
99	CellMarker_2024	CD14+ Monocyte Peripheral Blood Human	1/5	0.0276907107529675	0.0984558604549957	44.78378378378378	160.62412864511748	NR4A1
107	CellMarker_2024	Macrophage Heart Muscle Mouse	1/5	0.0276907107529675	0.0984558604549957	44.78378378378378	160.62412864511748	C1QC
113	CellMarker_2024	B Cell Spleen Human	1/6	0.0331369865600355	0.1032549944562614	35.825225225225225	122.06031121746015	CD38
115	CellMarker_2024	Follicular B Cell Undefined Mouse	1/6	0.0331369865600355	0.1032549944562614	35.825225225225225	122.06031121746015	IKZF1
116	CellMarker_2024	CD16+ Monocyte Peripheral Blood Human	1/6	0.0331369865600355	0.1032549944562614	35.825225225225225	122.06031121746015	NR4A1
118	CellMarker_2024	Macrophage Colon Mouse	1/6	0.0331369865600355	0.1032549944562614	35.825225225225225	122.06031121746015	ZEB2
121	CellMarker_2024	Macrophage Placenta Human	1/6	0.0331369865600355	0.1032549944562614	35.825225225225225	122.06031121746015	CD53
125	CellMarker_2024	Monocyte Blood Human	2/52	0.0343643993983161	0.1047295981662969	7.213818181818182	24.31586330956953	IFITM1;CD38
127	CellMarker_2024	Naive CD8+ T Cell Bone Marrow Human	1/7	0.0385530282298092	0.1081575427085422	29.85285285285285	97.19254886023562	FOXP1
128	CellMarker_2024	hMSC-treated B Cell Bone Marrow Human	1/7	0.0385530282298092	0.1081575427085422	29.85285285285285	97.19254886023562	CD38
130	CellMarker_2024	M1 Macrophage Skin Human	1/7	0.0385530282298092	0.1081575427085422	29.85285285285285	97.19254886023562	FOS
132	CellMarker_2024	Macrophage Ascending Aorta Mouse	1/7	0.0385530282298092	0.1081575427085422	29.85285285285285	97.19254886023562	C1QC
133	CellMarker_2024	Macrophage Breast Mouse	1/7	0.0385530282298092	0.1081575427085422	29.85285285285285	97.19254886023562	MAFB
137	CellMarker_2024	Monocyte Lung Mouse	1/8	0.0439390017253452	0.1081575427085422	25.586872586872587	79.95777249377652	NR4A1
139	CellMarker_2024	Naive CD4 T Cell Blood Human	1/8	0.0439390017253452	0.1081575427085422	25.586872586872587	79.95777249377652	SOCS3
140	CellMarker_2024	Naive CD4 T Cell Liver Human	1/8	0.0439390017253452	0.1081575427085422	25.586872586872587	79.95777249377652	SOCS3
