41	HDSigDB_Mouse_2021	Genes Up-Regulated In Mouse Microglia During Aging PMID26001565	12/250	1.6350081172971007e-08	7.126242696609558e-07	9.907563025210084	177.63302417996854	SRGN;IFITM2;ID2;H2-DMA;SDC3;CYBB;MT1;TGFBI;PABPC1;CST7;MS4A6D;LMNB1
67	HDSigDB_Mouse_2021	Genes Changed In Mouse Microglia During Aging PMID26001565	13/430	8.639385092359331e-07	2.2911584479962572e-05	6.131410023496354	85.60530121014524	SRGN;IFITM2;H2-DMA;SDC3;CYBB;IKZF1;MT1;CST7;MS4A6D;LMNB1;ID2;TGFBI;PABPC1
96	HDSigDB_Mouse_2021	Genes Changed In Mouse Microglia During Accelerated Aging PMID26001565	13/541	1.0597435148692526e-05	0.00019726683969493276	4.814814814814815	55.15321525629016	BTG2;IFITM2;MVP;SDC3;CYBB;CST7;MS4A6D;LMNB1;TSPAN13;ID2;TXNIP;LY6A;PABPC1
132	HDSigDB_Mouse_2021	Genes Up-Regulated In Mouse Microglia During Accelerated Aging PMID26001565	10/379	5.399142844794016e-05	0.0007309294139126445	5.185982251979382	50.96101533571062	IFITM2;ID2;MVP;SDC3;CYBB;LY6A;PABPC1;CST7;MS4A6D;LMNB1
347	HDSigDB_Mouse_2021	Down-regulated Genes In LPS, TAT, Or DAQ Activated Microglia PMID16384912	3/79	0.0099306953871887	0.0507795457978977	7.174794785127958	33.09104878012383	EPS8;OLFM1;RAB3IL1
465	HDSigDB_Mouse_2021	Genes Up-Regulated In Human Microglia During Aging PMID28671693	4/211	0.0309568306168664	0.118967432929764	3.5213812846663086	12.237369039703816	MT1;TGFBI;MS4A6D;FOXP1
586	HDSigDB_Mouse_2021	Genes Down-Regulated In Mouse Microglia During Accelerated Aging PMID26001565	3/162	0.0627958258560932	0.1911688940457216	3.4150943396226414	9.452525814543042	BTG2;TSPAN13;TXNIP
656	HDSigDB_Mouse_2021	Up-regulated Genes In LPS, TAT, Or DAQ Activated Microglia PMID16384912	2/92	0.0940777952594268	0.2562759453179813	3.99959595959596	9.45357791607043	SOCS3;CCRL2
734	HDSigDB_Mouse_2021	Genes Down-Regulated In Human Microglia During Aging PMID28671693	4/343	0.1267161952955275	0.3085038705628169	2.135802469135802	4.412152222527429	CD53;OLFM1;CD180;IL6RA
1395	HDSigDB_Mouse_2021	Genes Down-Regulated In Mouse Microglia During Aging PMID26001565	1/180	0.6377404221543815	0.8163625604512034	0.9919472545170868	0.4462016225520703	IKZF1
