2	CellMarker_2024	Monocyte Fetal Kidney Human	25/796	1.5521879366934933e-12	2.980200838451507e-10	7.125020498829703	193.73896609988012	BTG2;IFITM2;RNH1;NCF1;SOCS3;CCND3;ZFP36;LAMP2;CCRL2;TSPO;LYN;SRGN;CD53;PRELID1;CYBB;MCEMP1;SCIMP;PSMB8;ZEB2;MAFB;RNF149;NINJ1;BCL3;MYADM;TGFBI
89	CellMarker_2024	Monocyte Lung Human	2/39	0.0201251343892103	0.0868320405107503	9.754791154791157	38.10012455950027	MAFB;MCEMP1
93	CellMarker_2024	Monocyte-derived Macrophage Brain Mouse	1/5	0.0276907107529675	0.0984558604549957	44.78378378378378	160.62412864511748	NR4A1
125	CellMarker_2024	Monocyte Blood Human	2/52	0.0343643993983161	0.1047295981662969	7.213818181818182	24.31586330956953	IFITM1;CD38
137	CellMarker_2024	Monocyte Lung Mouse	1/8	0.0439390017253452	0.1081575427085422	25.586872586872587	79.95777249377652	NR4A1
216	CellMarker_2024	Monocyte-dendritic Cell Bone Marrow Mouse	1/14	0.0756326016545757	0.1302373050912874	13.773388773388774	35.561069658685284	ZEB2
249	CellMarker_2024	Monocyte Skin Human	1/18	0.0961809050976451	0.1471452890736882	10.530471648118708	24.657356652146078	CD38
307	CellMarker_2024	Monocyte Bone Marrow Human	1/34	0.1739440504237815	0.2154661785894585	5.42042042042042	9.48043229213069	MAFB
317	CellMarker_2024	Monocyte Spleen Mouse	2/145	0.1950785664714888	0.2363096830443272	2.5104895104895104	4.10302580330428	CD180;KLF2
343	CellMarker_2024	Monocyte Peripheral Blood Human	1/68	0.3178545308175756	0.35481435998241	2.6651875756353367	3.0547352592063763	CD38
345	CellMarker_2024	Monocyte Bone Marrow Mouse	1/69	0.3216875716189564	0.3580522536280558	2.62586115527292	2.9781847075347017	TGFBI
