HG02571	d709c0152e841bea79d68951b47df427	HG02571	ENCSR400ISH
HG02588	e592b054de8903cce5e2fb25f88b1c9e	HG02588	ENCSR189VFC
HG02610	7eed78f47dea039f1532eb0605286b18	HG02610	ENCSR905PWV
HG02623	2fa733308a2dac4cbfc09dba79c332ea	HG02623	ENCSR821JHD
HG02642	4d4e6827add661e394804f575041cd34	HG02642	ENCSR821QHC
HG02678	5cfd6787d8e02211b9cfcf0cdbb3d5a5	HG02678	ENCSR180HEL
HG02759	73e60d0446bdb995b38cf37274c7e7e7	HG02759	ENCSR144ZXR
HG02763	9fa70b420130ca0150ec6e5d5d27b22e	HG02763	ENCSR404OEO
HG02798	3c01ff80f2e0f57aa299fa95b4009119	HG02798	ENCSR524CPZ
HG02840	9f3be2a35c75c9b7b0f73290883b1591	HG02840	ENCSR854ZBA
HG02852	86d819db9206832fb54853581f63acd1	HG02852	ENCSR368FYV
HG02870	9199c0ad6ff68d19ad66bc5ed20db697	HG02870	ENCSR420RVW
HG02884	e39262832afac99d3ae5e436abca0fb3	HG02884	ENCSR604YEQ
HG02885	3d22fccf967596fd65bec080d5e43524	HG02885	ENCSR621JYI
HG02938	05d62214e6c2826bcb065d8735b07485	HG02938	ENCSR920FQJ
HG02943	19221f02914085612ce2c6ca6d0b1fa0	HG02943	ENCSR123WME
HG02970	568d0f46cebc18002763434f95dc9969	HG02970	ENCSR857MCZ
HG02973	c30e23c0556d6a53c36e9ee72afc8e13	HG02973	ENCSR038WVV
HG02981	11dd81e1ad971b39d9bead2d86be4800	HG02981	ENCSR208HAP
HG03025	67916d292b0ec86235fc9eda8203ad8a	HG03025	ENCSR673ZMQ
HG03039	4ab8c94c74cc75174fc4826a7c5dd102	HG03039	ENCSR381LJX
HG03045	19dd00867a4f094440d7ae0eb8bdac01	HG03045	ENCSR249FXU
HG03060	fad12a3e0c2779cb5b98c4ec2004978d	HG03060	ENCSR470ZNM
HG03064	f093fac8cf42e5ec8bebf3b0c8383864	HG03064	ENCSR487SOP
HG03066	148718145964b98468627c22c656f18b	HG03066	ENCSR040PBN
HG03095	18be33cb26c31a986cdf78c3f6959732	HG03095	ENCSR359HFH
HG03097	d2fe6e478d9c113bcf28e2582856974e	HG03097	ENCSR608KJD
HG03103	f5f8481c57b227902eb2a0f7b259bdf7	HG03103	ENCSR833ACP
HG03108	5722e2590036dfc5b07ca910f34340e6	HG03108	ENCSR962ITF
HG03135	03e0db2e066033c76df8641221fdcabe	HG03135	ENCSR096VEO
HG03139	fd3bce3af2537a89518fb233b56f9abb	HG03139	ENCSR615YIL
HG03159	4101503ea6aa5afed696babaf2730d16	HG03159	ENCSR940YDN
HG03175	cd8ab8907882ba9e76ec882c0bddf0bd	HG03175	ENCSR305XRF
HG03196	52c130df2cc232bd3ce921b6899f1485	HG03196	ENCSR063UNG
HG03280	23d33fa23ebed1b3c5dd596a0b1934c4	HG03280	ENCSR554WGQ
HG03342	69ea343d3ed728e00efccd52c37afd6b	HG03342	ENCSR528YDD
HG03354	28512c5e00ee6f0de9bb0fb223bfa56b	HG03354	ENCSR025MEO
HG03378	46acb3a0393066804a51767793656192	HG03378	ENCSR824DUE
HG03432	df4547a448cb6eed34c4f1ac0fa94dae	HG03432	ENCSR839UOB
HG03439	a794b3660f7991e0c22b360578f05520	HG03439	ENCSR376YMU
HG03442	c5eac6ff59366054fe2a098e58363a44	HG03442	ENCSR858GTE
HG03457	0a34ba29d2489343677fd85e5ee62209	HG03457	ENCSR322SBN
HG03460	19c4dfffff43350a9eaff3b644c93049	HG03460	ENCSR345NVR
HG03469	fc57381d00f1032666f6f1bf7a5863c7	HG03469	ENCSR163KRG
HG03520	63e4e5fd3df0e87be7b361692e83d64f	HG03520	ENCSR624CTU
HG03521	9a57304a9fff5865019af964b9ac9023	HG03521	ENCSR594TMY
HG03558	a91a9aebfab666b407aa886b1fb4a6a6	HG03558	ENCSR278JWM
HG03565	0bf13e85c128c921760766a6351535a6	HG03565	ENCSR835WBW
HG03571	d277ed4a324e8fd0b0dd71e8e1564fe4	HG03571	ENCSR000RBT
HG03575	2e872db29e6e7891ab3826983e269f04	HG03575	ENCSR331JFZ
NA18498	e6adf601f0f4b5d143e62d3fceba89dc	GM18498	ENCSR924SDV
NA18499	afe244ce86f8c504a3239d88ad687bbc	GM18499	ENCSR700HPA
NA18502	aa380634252dbacddda3c21ffd78f1e3	GM18502	ENCSR241VGH
NA18505	32950e9b2e0d0f218d71c5fd2a2fbd39	GM18505	ENCSR084FHK
NA18508	91a668c8d93a5be0cca6ce8aab7e6647	GM18508	ENCSR357WQH
NA18511	24c07b77753deaac172a5582619dfc5e	GM18511	ENCSR253QLW
NA18517	e1230fa9e4aa86d97f1f75eec38d4a0e	GM18517	ENCSR442OAV
NA18519	95519f4b652c60947be8060a030e295d	GM18519	ENCSR312UCH
NA18520	58978b027f5c6179f0dacca0412803a3	GM18520	ENCSR762YFD
NA18858	58b2103ecaedd5c3b80c125cca3a5d4f	GM18858	ENCSR011NJP
NA18861	e21b43e2f908796c2f99d70431041424	GM18861	ENCSR628PLS
NA18867	109938df3e43584eb79c541abb7b668c	GM18867	ENCSR492FJO
NA18868	bcb8429eec182ef72fdd817adf931875	GM18868	ENCSR580JBA
NA18870	f63172bd240ef0e01f5df9a350daac18	GM18870	ENCSR684KUG
NA18873	448d37aff0a92a77e7650a9463f9e2fb	GM18873	ENCSR304ZDQ
NA18907	8774f9c6fb0ce5b7431659317b725269	GM18907	ENCSR487QSB
NA18909	ea9fa1b8e95dcf7be3543af93120e557	GM18909	ENCSR917WJS
NA19023	63a27c8571cb80395f11fec5709b976f	GM19023	ENCSR512FHU
NA19025	623a2a1a2cdb41565b8f2e3d81501acf	GM19025	ENCSR419UYY
NA19035	42a4544e66bb7b7fab851d4b9d8c4ec7	GM19035	ENCSR637MUF
NA19043	e819bcc97f4366407fc09e7dbae5dcc3	GM19043	ENCSR409YCK
NA19324	ac2262710ccb04a22855dd7b1a1be7bf	GM19324	ENCSR425WQW
NA19328	a361413efd00cc5ab5b923aa36c9a046	GM19328	ENCSR383RDZ
NA19351	04124dcb69f15d6653a433194c78db2b	GM19351	ENCSR231BZU
NA19372	67325ceba10b19f26573823859d5bd93	GM19372	ENCSR335JVB
NA19395	ff6a5b50ee18e209238a714caee6897d	GM19395	ENCSR372IGW
NA19397	1da56b9d2456ce4625b67836980a9e31	GM19397	ENCSR839IAD
NA19438	ce56cc29b385fe189ae5dfd75594bdd0	GM19438	ENCSR134OSR
NA19452	904317b255b6288158ade0fca5c7eafa	GM19452	ENCSR454UTH
NA19455	390fdb6ec2ff732c411fd470d4bd0c3b	GM19455	ENCSR706GDQ
NA19463	cb27f91a6d81f8426f74b67ee5df09f0	GM19463	ENCSR712ZRY
NA19467	d2e0bd5f7cfefcab0e800ae8a0532e08	GM19467	ENCSR635CAC
NA19468	f69468f5afd408a0aab79c25723464f1	GM19468	ENCSR635AIF
