diencephalon	Gbx2	271	201
diencephalon	Tcf7l2	1543	997
diencephalon	Rora	850	672
diencephalon	Hs6st2	766	583
diencephalon	Olig3	820	451
diencephalon	Lhx1	1518	806
diencephalon	Lhx2	3354	1446
diencephalon	Lhx5	2109	880
diencephalon	Lhx9	3022	1206
diencephalon	Irx1	662	535
diencephalon	Irx2	408	328
diencephalon	Irx3	3715	1806
diencephalon	Irx5	2922	1686
diencephalon	Pax6	1523	760
diencephalon	Otx2	2071	1064
diencephalon	Lef1	714	472
diencephalon	Prox1	2156	1541
diencephalon	Otp	121	71
diencephalon	Sim1	96	86
diencephalon	Foxb1	1020	541
diencephalon	Barhl2	335	216
diencephalon	Dbx1	548	200
diencephalon	Wnt3a	1	1
diencephalon	Shh	3	3
midbrain	En1	23	23
midbrain	En2	146	133
midbrain	Lmx1a	1	1
midbrain	Lmx1b	213	180
midbrain	Pitx3	1	1
midbrain	Nr4a2	200	175
midbrain	Pax3	238	169
midbrain	Pax7	77	62
midbrain	Barhl1	19	15
midbrain	Pou4f1	5024	1686
midbrain	Pou4f2	119	100
midbrain	Onecut2	60413	8116
midbrain	Ebf1	67917	7779
midbrain	Gata2	308	154
midbrain	Gata3	1759	858
midbrain	Tal1	1041	394
hindbrain	Egr2	11	11
hindbrain	Mafb	487	390
hindbrain	Hoxa1	12	12
hindbrain	Hoxa2	27	20
hindbrain	Hoxa3	2	2
hindbrain	Hoxb1	1	1
hindbrain	Hoxb2	5	5
hindbrain	Hoxb3	0	0
hindbrain	Hoxb4	0	0
hindbrain	Hoxd4	4	4
hindbrain	Phox2a	75	62
hindbrain	Phox2b	1551	531
hindbrain	Tbx20	3	3
hindbrain	Tlx3	5418	1758
hindbrain	Isl1	2652	986
forebrain	Foxg1	348	202
forebrain	Emx1	30	28
forebrain	Emx2	117	96
forebrain	Tbr1	5	5
forebrain	Eomes	39	23
forebrain	Bcl11b	45	37
forebrain	Satb2	172	165
forebrain	Fezf2	708	356
forebrain	Dlx1	106	67
forebrain	Dlx2	150	102
forebrain	Gsx2	27	27
forebrain	Nkx2-1	1	1
spinal_dorsal	Msx1	30	20
spinal_dorsal	Msx2	8	8
spinal_dorsal	Zic1	8	8
spinal_dorsal	Zic2	62	60
spinal_dorsal	Zic3	458	342
spinal_dorsal	Atoh1	15	13
spinal_dorsal	Neurog1	301	168
spinal_dorsal	Neurog2	44245	6474
spinal_dorsal	Ptf1a	2	2
spinal_dorsal	Ascl1	372	297
spinal_dorsal	Lbx1	69	54
spinal_dorsal	Prrxl1	454	301
