group	names	scores	logfoldchanges	pvals	pvals_adj
0	CCL5	21.96536		6.176558896097147e-107	2.2606823215605167e-102
0	ABI1	21.24951	4.3624935	3.3313105477432504e-100	6.096464867897535e-96
0	RGS16	20.972641	5.232707	1.166074419777212e-97	1.4226496612755244e-93
0	DCBLD2	20.527063	4.153981	1.2341275965564882e-93	9.585102113206442e-90
0	LYN	20.524185	6.4799337	1.3094044033231936e-93	9.585102113206442e-90
0	HPN	20.045992		2.187782966411219e-89	1.3345840725602837e-85
0	F3	19.882317	4.3988376	5.789724909990016e-88	2.7455539546541997e-84
0	RAF1	19.880518		6.001046866816097e-88	2.7455539546541997e-84
0	MXD1	19.570915	4.2287464	2.737181786572836e-85	1.1131510063372484e-81
0	IL15	19.48698	5.564816	1.4159412128232747e-84	5.182486433054468e-81
0	SLC4A4	19.36911	7.2832355	1.4066644641492916e-83	4.680484186575293e-80
0	SLC7A2	19.175459		5.934237952374749e-82	1.8099920274572346e-78
0	NFKB1	18.99116	6.266094	2.0181940268503575e-80	5.682147659749995e-77
0	SLC1A2	18.880245		1.658139292224637e-79	4.3349683024795666e-76
0	PSEN1	18.780361	8.313435	1.0933223426036377e-78	2.6677794041090494e-75
0	PTGER2	18.598822		3.2845133249493507e-77	7.513529512904449e-74
0	PTGIR	18.330826		4.697124053260057e-75	1.0112908086668901e-71
0	ATP2A2	18.259722	7.6631804	1.7317342221668438e-74	3.5212891258627026e-71
0	ATP2B1	18.121706		2.1482570825504034e-73	4.1383346041277534e-70
0	IFNGR2	18.05348	6.674748	7.407410822433745e-73	1.3555932175594876e-69
0	RNF144B	17.950718	6.2156453	4.73739332344892e-72	8.256825382454948e-69
0	OSMR	17.639677	5.8394027	1.2215835443501826e-69	2.0323263321255015e-66
0	IFNAR1	17.6362		1.2991067460739482e-69	2.0673306962196775e-66
0	HIF1A	17.573606	2.3173792	3.9240961391339634e-69	5.984410116185091e-66
0	PDE4B	17.462093		2.7853409710958277e-68	4.077850595323136e-65
0	EIF2AK2	17.03666	7.044122	4.391123022410519e-65	6.1815189901249e-62
0	ACVR2A	16.954521		1.7820549511024535e-64	2.4157404913074407e-61
0	SPHK1	16.91915	4.272559	3.250946008815331e-64	4.24956695959464e-61
0	KIF1B	16.892769		5.085895359567163e-64	6.418926070879922e-61
0	ATP2C1	16.7984		2.507101915603898e-63	3.058747907100609e-60
0	RIPK2	16.780415	5.825292	3.394542931240973e-63	4.0078601879468016e-60
0	IL18RAP	16.776459		3.6284117639445915e-63	4.1501093428792497e-60
0	IL1R1	16.74816	4.6276984	5.840499708719187e-63	6.477822116328211e-60
0	CD69	16.66926		2.1929094244966686e-62	2.360666995470664e-59
0	ITGB3	16.640722		3.53330141362561e-62	3.642996407990598e-59
0	PDPN	16.639883	6.5732408	3.583177254382709e-62	3.642996407990598e-59
0	MET	16.496832	6.803128	3.866485961419057e-61	3.824790612808079e-58
0	NAMPT	16.491676	3.062413	4.21100597254254e-61	4.055974463184987e-58
0	CDKN1A	16.473211	6.748483	5.715467065516031e-61	5.363892565768006e-58
0	ADM	16.429443	6.0015	1.1773287776992757e-60	1.0772852648142798e-57
0	GABBR1	16.34299		4.879950151296404e-60	4.3563672070146265e-57
0	SLC11A2	16.282557	5.5184255	1.3126762897573463e-59	1.143934878128777e-56
0	BTG2	16.038065	2.1463785	6.92802233801696e-58	5.8970359440409014e-55
0	P2RY2	15.935423		3.597577662207054e-57	2.992612273055463e-54
0	SELENOS	15.743211	13.006974	7.646384820021895e-56	6.2192295732804745e-53
0	PTPRE	15.62654		4.801796448325164e-55	3.8206641696771594e-52
0	SCN1B	15.551598		1.5518660363441724e-54	1.208507421196448e-51
0	CSF3R	15.543683		1.7559428800987878e-54	1.3389430282186612e-51
0	TLR3	15.500156		3.4604693696430875e-54	2.584829375475646e-51
0	INHBA	15.441642	5.977618	8.588613933633681e-54	6.287037171698527e-51
0	TACR1	15.406029		1.4909694912377861e-53	1.0700191048783177e-50
0	SEMA4D	15.387444	9.055563	1.987313298467445e-53	1.3988010391770569e-50
0	MEP1A	15.330367		4.79271722431727e-53	3.3097781722120077e-50
0	SELL	15.275689		1.1104837894701612e-52	7.526817995999513e-50
0	BST2	15.2437935		1.810469412233889e-52	1.2048180174031376e-49
0	CMKLR1	15.22209		2.523394270649334e-52	1.6492634589292192e-49
0	TIMP1	15.166812	11.230979	5.865719809103916e-52	3.766512469000218e-49
0	MYC	15.114892		1.2918250389306724e-51	8.152084181017507e-49
0	ADORA2B	15.075442	7.455939	2.3493709003508697e-51	1.457446174978681e-48
0	AXL	15.026879	6.7022233	4.895283963096803e-51	2.986204805555101e-48
0	TPBG	15.007694		6.538120726632905e-51	3.922979618286737e-48
0	HAS2	14.954096		1.464583515391762e-50	8.646003426911916e-48
0	ICAM1	14.842221	9.849008	7.812570382874874e-50	4.538855374342908e-47
0	ABCA1	14.80457		1.3685940409451909e-49	7.826861014474208e-47
0	KLF6	14.681185		8.50907952644388e-49	4.752298627471487e-46
0	ITGB8	14.680705		8.569484697497832e-49	4.752298627471487e-46
0	ROS1	14.632502		1.7425931570633864e-48	9.519500319653285e-46
0	CXCR6	14.587057		3.3953273862626655e-48	1.8275349656558798e-45
0	FFAR2	14.578903		3.8261540470810755e-48	2.0005866325316348e-45
0	ICAM4	14.578903		3.8261540470810755e-48	2.0005866325316348e-45
0	HBEGF	14.568111	7.0605245	4.481093606173706e-48	2.310035310979772e-45
0	SLC31A1	14.513913		9.891346215824773e-48	5.0282383728528125e-45
0	APLNR	14.471705		1.8288140063346303e-47	9.16937280080189e-45
0	EMP3	14.453599	7.666749	2.3792145217393186e-47	1.1767787933808217e-44
0	GPC3	14.360311		9.181472899016248e-47	4.4806811943585827e-44
0	IL18	14.317384		1.7041949789116403e-46	8.207268476729598e-44
0	CD55	14.2836895	6.091017	2.765637519817701e-46	1.3146116735434761e-43
0	HRH1	14.227693		6.168393325649236e-46	2.8944790270780474e-43
