endoderm	1	1.00109	1.48105	1	1	1.11222	1.00906	0.97711
endostyle_csg	1	1	1.55196	1	1	1.02943	1	0.969622
epidermal_neural	1	1	1.04749	1.01048	1	1.1838	1.01426	0.994945
epidermis	1.00413	1.00823	0.988547	1.01759	1.00652	1.0402	1.0336	1.06186
mesodermal_notochord	1	1.01206	1.11369	1.03454	1	0.965164	1	0.969622
muscular_somites	1	1	1.50928	1.01734	1	0.97069	1.01734	0.986436
neural	1	1.00455	1.18158	1.00991	1.0009	1.00671	1.00205	0.979084
neural_like	1	1	0.964719	1	1	1.06469	1	0.969622
putative_neuro_endo	1	1	1.25251	1	1	0.962026	1	0.969622
somite	1.01226	1	1.27177	1	1	0.983219	1	0.973178
tailbud	1	1	1.18086	1	1	1.00514	1	0.969622
tailbud_neural	1.00872	1	1.1067	1.00872	1.00872	1.07742	1	0.969622
