endoderm	1	1.00109	1.48105	1	1	1.11222	1.00906	0.97711	1.00624	1.05044	1.01329	1.03191	0.952676	0.906042	0.491875	1.03894	1	1.00295	1	0.571242	0.989165	1	1.04392	1.00117	1.03014	1.00532	1.00179	1.06674	1	1.00226	1.00329	1.00641	0.778909	1.00109	1.02495	1	1	1.00649	1.22805	1.00406	1.04072	1.03408	1.01947	1.00484	1.00109	1.01652	1.00179	1.00109	0.906138	1.00968	1.05555	0.896283	1.00179	1	1.81582	1.18819	1.00265	1.00797	1.14976	0.848955	1.13548	1.72012	3.27928	1.0189	0.915586	1.03276	1.00109	1.00712	1.00117	1.09014	1.02876	1	1.01265	1.02367	0.960042	1.01501	1.04702	0.863406	1	1.00186	0.975924	0.964663	1.00109	1	1.00179	1.01621	1.04212	1.02121	1.03779	1.00421	0.821173	1.02689	1.00226	1	1.00601	1.01234	1.02923	1.26313	0.992862	1.00739	1	0.867776	1	1.00117	1.00664	1.03468	1.00179	1.03718	1.05507	0.820776	1.11791	1.01278	1.00219	0.93126	1.00336	1.00484	1	1.00117	1.01434	1.04069
endostyle_csg	1	1	1.55196	1	1	1.02943	1	0.969622	1.01563	1.03303	1.01092	1.02841	0.926341	0.851618	0.480387	1.34689	1.01092	1	1	0.549185	0.981885	1	1	1	1.01563	1	1.01563	1.03303	1	1	1	1.01563	0.772325	1	1	1	1.02655	1	1.18195	1	1.02655	1.02193	1	1.01092	1	1	1	1	0.931697	1	1.03756	0.848439	1	1	1.96314	1.09124	1.01563	1	1.31038	0.87607	1.09421	1.3234	3.54695	1.01258	0.977613	1.03693	1.01563	1.01563	1	1.03303	1.02754	1	1	1.01092	0.928539	1	1	0.879541	1	1	1.05389	0.980555	1.03134	1.01563	1	1.01092	1.0508	1	0.968461	1.01563	0.803189	1	1	1	1.01563	1.01092	1	0.997007	1.01967	1.00095	1	0.860718	1.01092	1	1.03492	1	1.01563	1.03756	1.02655	0.747215	1.14128	1.01563	1.03134	0.926773	1.03134	1	1	1.01563	1	1.05149
epidermal_neural	1	1	1.04749	1.01048	1	1.1838	1.01426	0.994945	1	1.00472	1.00948	1.01048	1.0438	1.05727	1.03908	1.01908	1.02136	1	1	0.939126	1.00469	1	1.0152	1.00472	1.01426	1.01048	1	1.0152	1.00472	1	1.01908	1.00948	0.921538	1	1.0152	1	1	1	1.24017	1.00948	1.00472	1.00472	1.00472	1	1.01995	1	1	1	1.01388	1.0152	1.0803	1.01606	1	1	1.05573	1.01698	1.00948	1.00948	0.977589	1.20975	0.995917	0.97473	1.3805	1.00686	1.07189	1.00022	1	1.02575	1.01048	1.13857	0.992886	1.01048	1.01048	1.02474	1.09148	1	1	0.946461	1	1	1.1956	1.06091	1.00472	1	1	1.02393	1.03239	1	1.03173	1.02474	1.10609	1	1.01664	1	1.00472	1	1	1.07359	1.18497	0.988521	1	1.0008	1.00472	1.01048	1.02956	1	1.01048	1.00472	1.0309	0.972609	1.01475	1.02474	1.00472	0.98768	1.00472	1	1.01048	1.01048	1	1.0152
epidermis	1.00413	1.00823	0.988547	1.01759	1.00652	1.0402	1.0336	1.06186	1.00553	1.00239	1.00328	1.01596	1.0607	1.05259	1.14378	1.00433	1.00403	1.00522	1.00509	1.18219	1.0702	1.00663	1.03559	1.00832	1.02167	1.01482	1.01575	1.00379	1.02083	1.00898	1.03365	1.05356	1.1079	1.00288	1.03244	1.00397	1.01243	1.01243	0.959544	1.00319	1.01009	1.01588	1.01018	1.01105	1.01925	1.00672	1.00494	1.00898	1.05042	1.00362	1.02461	1.07034	1.00743	1.00931	0.931999	0.968162	1.01136	1.00556	1.10409	1.06846	0.999547	0.96966	0.927702	1.02747	1.00426	1.0255	1.00432	1.01386	1.00394	1.07388	1.00771	1.01367	1.01459	1.02027	1.16653	1.00684	1.02375	1.12134	1.0081	1.00596	1.13362	1.06194	1.00397	1.00272	1.00305	1.01827	1.02197	1.01186	1.01733	1.04194	1.119	1.00518	1.0164	1.00472	1.00839	1.01731	1.01317	0.990668	0.984623	1.02883	1.00364	1.03546	1.00233	1.00935	1.01846	1.00952	1.00862	1.0124	1.0232	1.17017	1.00488	1.02199	1.01304	1.04181	1.01247	1.00175	1.01917	1.01755	1.01567	1.02875
mesodermal_notochord	1	1.01206	1.11369	1.03454	1	0.965164	1	0.969622	1	1.01206	1	1.0378	0.924616	0.915219	0.452925	1	1	1.00326	1.00326	0.550164	0.974446	1.01206	1.05488	1	1.02421	1	1.00326	1.02421	1	1	1	1.0186	0.800476	1	1.00326	1	1	1.00326	1.54538	1.01149	1.05992	1.05976	1	1	1.01149	1.00847	1	1	0.937981	1.05809	1.01803	0.742695	1	1	1.46822	1.32021	1.02747	1.02306	0.639254	0.827615	1.02096	1.4413	2.15471	1.01256	0.980482	1.03799	1	1.05696	1	1.02681	0.988498	1	1.01206	1.04108	0.951087	1	1.00326	0.871335	1	1	0.952131	0.954672	1	1.00326	1	1.00326	1.08835	1.00326	0.950251	1	0.769248	1	1	1.00326	1.00326	1.01532	1.01149	1.05384	1.04945	1.03424	1	0.874189	1.01206	1	1.01996	1	1.01206	1.06529	1.12888	0.771911	1.0908	1.00654	1	0.929797	1	1.03454	1.03454	1.00326	1	1.00984
muscular_somites	1	1	1.50928	1.01734	1	0.97069	1.01734	0.986436	1	1	1.00901	1	0.902381	1.05148	0.470229	1.00901	1.01734	1	1	0.561079	0.980024	1	1.01734	1.00901	1.00901	1	1.00901	1.05289	1	1.00901	1.01734	1.01734	0.722682	1	1.0181	1.00901	1	1	1.35945	1.01734	1.00901	1.03272	1	1	1	1	1	1	0.949418	1	1	0.730853	1.01734	1	1.78129	1.3621	1	1	0.67203	0.806181	1.07995	0.865236	1.70533	0.971523	0.986921	1.03458	1.00901	1	1	1	1.01467	1	1	1.06208	0.95617	1	1	0.851817	1	1	0.930417	0.957111	1	1	1.00901	1	1.00901	1.01734	1.00858	1	0.797188	1	1.02347	1	1.01734	1.00901	1.03545	0.932301	1.00656	1.02403	1	0.916648	1.01734	1	1.02635	1	1.02635	1.03658	1.29095	0.802594	1.03493	1.01734	1	0.926773	1	1	1	1	1	1.03545
neural	1	1.00455	1.18158	1.00991	1.0009	1.00671	1.00205	0.979084	1.00112	1.01421	1.00202	1.02587	0.951356	0.948095	0.617676	1	1.00494	1.02119	1.00291	0.578523	0.978498	1.00143	1.00951	1.00968	1.00694	1.00537	1.03999	1.02364	1.00468	1.00857	1.01071	1.00121	0.766344	1	1.02296	1	1.00672	1.00121	1.5844	1.00202	1.02359	1.01685	1.01669	1.00642	1.00731	1.00211	1.01456	1.00744	0.931009	1.0202	1.05636	0.905224	1	1	1.49528	1.17821	1.02047	1.00322	0.860143	0.932609	1.06919	1.67006	1.7964	1.01256	1.09206	1.01233	1.02417	1.01564	1	1.02635	1.00891	1.01894	1.02216	1.06699	0.957884	1	1.0284	0.843921	1.0009	1	0.930954	0.951532	1.00202	1.00233	1	1.02127	1.02811	1	1.01938	1.01126	0.909613	1.00399	1.00975	1.00112	1.00112	1.04073	1.02096	1.52782	1.28824	1.04546	1.02434	1.21466	1	1.00455	1.03699	1.00143	1.02534	1.02658	1.0859	0.776919	1.00296	1.00932	1.02053	0.929564	1	1.00233	1	1.00602	1.0056	1.00639
neural_like	1	1	0.964719	1	1	1.06469	1	0.969622	1	1	1	1	0.927451	0.829105	0.674942	1	1	1.02778	1	0.621218	0.998261	1.04412	1.02778	1	1	1	1	1	1	1	1	1	0.808505	1	1	1	1	1	0.987422	1	1	1.06482	1.02778	1.04412	1.05574	1	1	1.05574	1.01967	1	1	1.14557	1	1	0.932437	1.13405	1	1	0.629173	1.01823	1.00814	0.970703	1.22811	0.998514	0.925952	1.07747	1	1.02778	1	1.05574	1.00861	1	1.02778	1	1.01055	1	1	0.889853	1	1	1.03238	0.993236	1.02778	1	1	1	1	1.02778	0.915326	1	0.788402	1	1.05574	1	1	1	1	0.918365	1.04542	1.01121	1	1.38623	1	1.05574	1	1	1	1.02778	1	0.86917	1.01098	1.05574	1.02778	0.986846	1.02778	1	1	1	1	1
putative_neuro_endo	1	1	1.25251	1	1	0.962026	1	0.969622	1	1	1.09277	1.24061	0.902381	0.795909	0.632397	1	1	1	1	0.670066	0.971277	1	1	1	1.18593	1	1	1	1	1	1	1	0.716232	1.09277	1	1	1	1	1.36579	1.09277	1.09277	1.09277	1	1	1	1	1	1	0.976849	1	1	0.720537	1	1	1.00154	0.963485	1	1	1.30118	0.956075	1.0435	1.9873	2.06592	1.15216	1.12427	1.07764	1	1	1	1.14722	1.04399	1.09277	1	1.09277	1.16255	1	1.09277	0.82995	1	1	1.17016	0.940796	1	1	1	1	1	1	0.915326	1	0.816056	1	1	1	1	1	1	1.75583	1.13212	0.983873	1	0.926093	1	1	1	1	1	1	1.09277	0.655354	1.04644	1.09277	1	0.926773	1	1.09277	1.09277	1	1	1.09277
somite	1.01226	1	1.27177	1	1	0.983219	1	0.973178	1	1.00367	1.00522	1.02223	0.933205	1.00619	0.51227	1	1.00796	1.00968	1	0.54335	0.975112	1.00155	1.00465	1.00155	1.00848	1	1	1.01348	1.0024	1.01548	1.00212	1.00821	0.756669	1	1.01504	1.00697	1	1.00452	1.70929	1.00551	1.04046	1.11627	1.00155	1.00382	1	1	1	1	0.915131	1.00905	1.0247	0.881812	1	1	1.69082	1.14712	1.01221	1.01007	0.857411	0.882807	1.08645	1.11301	2.63493	0.982787	1.02395	1.03227	1	1.02856	1	1.0294	1.03103	1	1.01108	1.02769	0.930822	1.00367	1.00693	0.841884	1.00155	1	0.931337	0.950238	1	1	1.00155	1.00771	1.03781	1.02934	0.979557	1	0.792564	1	1.00762	1.00155	1.00465	1.00939	1.00693	0.948974	1.01501	1.00991	1.00485	0.926292	1.00792	1.00905	1.02182	1.00896	1.00952	1.02947	1.20537	0.760007	1.07092	1	1.00586	0.937244	1.00367	1.00693	1.00367	1.00155	1.00246	1.00465
