endoderm	0	0.0920001	1.48105	0	0	1.11222	0.19088	0.97711	0.188054	0.595897	0.195113	0.577363	0.952676	0.906042	0.491875	0.402578	0	0.184772	0	0.571242	0.989165	0	0.589377	0.0920823	0.393777	0.0962324	0.0927037	0.612194	0	0.184082	0.0942041	0.188232	0.778909	0.0920001	0.388587	0	0	0.18831	1.22805	0.276786	0.677079	0.397717	0.11038	0.0957463	0.0920001	0.198342	0.0927037	0.0920001	0.906138	0.100594	0.510096	0.896283	0.0927037	0	1.81582	1.18819	0.0935609	0.0988801	1.14976	0.848955	1.13548	1.72012	3.27928	1.0189	0.915586	1.03276	0.0920001	0.188936	0.0920823	0.635597	1.02876	0	0.28538	0.387311	0.960042	0.196826	0.410656	0.863406	0	0.0927719	0.975924	0.964663	0.0920001	0	0.0927037	0.379843	0.587572	0.203026	1.03779	0.0951191	0.821173	0.208711	0.184082	0	0.187829	0.194155	0.392862	1.26313	0.992862	1.00739	0	0.867776	0	0.0920823	0.279363	0.216502	0.0927037	0.582631	0.600527	0.820776	1.11791	0.194596	0.0930984	0.93126	0.185181	0.0957463	0	0.0920823	0.196157	0.495237
endostyle_csg	0	0	1.55196	0	0	1.02943	0	0.969622	0.515629	0.53303	0.510922	0.528413	0.926341	0.851618	0.480387	1.34689	0.510922	0	0	0.549185	0.981885	0	0	0	0.515629	0	0.515629	0.53303	0	0	0	0.515629	0.772325	0	0	0	1.02655	0	1.18195	0	1.02655	0.521932	0	0.510922	0	0	0	0	0.931697	0	1.03756	0.848439	0	0	1.96314	1.09124	0.515629	0	1.31038	0.87607	1.09421	1.3234	3.54695	1.01258	0.977613	1.03693	0.515629	0.515629	0	0.53303	1.02754	0	0	0.510922	0.928539	0	0	0.879541	0	0	1.05389	0.980555	0.531339	0.515629	0	0.510922	0.550802	0	0.968461	0.515629	0.803189	0	0	0	0.515629	0.510922	0	0.997007	1.01967	1.00095	0	0.860718	0.510922	0	0.534925	0	0.515629	1.03756	1.02655	0.747215	1.14128	0.515629	0.531339	0.926773	0.531339	0	0	0.515629	0	1.05149
epidermal_neural	0	0	1.04749	0.510477	0	1.1838	0.514263	0.994945	0	0.504724	0.509478	0.510477	1.0438	1.05727	1.03908	0.519079	1.02136	0	0	0.939126	1.00469	0	1.0152	0.504724	0.514263	0.510477	0	1.0152	0.504724	0	0.519079	0.509478	0.921538	0	1.0152	0	0	0	1.24017	0.509478	0.504724	0.504724	0.504724	0	1.01995	0	0	0	1.01388	1.0152	1.0803	1.01606	0	0	1.05573	1.01698	0.509478	0.509478	0.977589	1.20975	0.995917	0.97473	1.3805	1.00686	1.07189	1.00022	0	1.02575	0.510477	1.13857	0.992886	0.510477	0.510477	1.02474	1.09148	0	0	0.946461	0	0	1.1956	1.06091	0.504724	0	0	0.523925	1.03239	0	1.03173	1.02474	1.10609	0	0.516639	0	0.504724	0	0	1.07359	1.18497	0.988521	0	1.0008	0.504724	0.510477	1.02956	0	0.510477	0.504724	1.0309	0.972609	1.01475	1.02474	0.504724	0.98768	0.504724	0	0.510477	0.510477	0	1.0152
epidermis	0.0629541	0.134282	0.988547	0.185661	0.0989572	1.0402	0.49579	1.06186	0.131576	0.0780237	0.0705025	0.276469	1.0607	1.05259	1.14378	0.0967659	0.0880612	0.114468	0.0639152	1.18219	1.0702	0.0990676	0.438955	0.117559	0.324193	0.199691	0.167013	0.0626115	0.272932	0.177048	0.462218	0.591372	1.1079	0.0785082	0.418997	0.0796044	0.113269	0.222512	0.959544	0.062015	0.186562	0.234368	0.136235	0.179113	0.330171	0.0907525	0.0805735	0.143432	1.05042	0.070851	0.394359	1.07034	0.0998692	0.160566	0.931999	0.968162	0.17102	0.106403	1.10409	1.06846	0.999547	0.96966	0.927702	1.02747	1.00426	1.0255	0.0631454	0.240754	0.0711686	0.561274	1.00771	0.223752	0.241477	0.30598	1.16653	0.124483	0.284255	1.12134	0.159358	0.073187	1.13362	1.06194	0.0964089	0.0363332	0.0618776	0.270366	0.290877	0.230351	1.01733	0.470509	1.119	0.0808088	0.29371	0.0719513	0.134438	0.235793	0.231662	0.990668	0.984623	1.02883	0.0540561	1.03546	0.0611567	0.0933858	0.278961	0.160779	0.151475	0.214076	0.359338	1.17017	1.00488	0.307709	0.189515	1.04181	0.172136	0.0605784	0.229258	0.244443	0.208945	0.381692
mesodermal_notochord	0	0.262061	1.11369	0.284541	0	0.965164	0	0.969622	0	0.262061	0	0.537804	0.924616	0.915219	0.452925	0	0	0.253263	0.253263	0.550164	0.974446	0.262061	0.304882	0	0.274209	0	0.253263	0.274209	0	0	0	0.518604	0.800476	0	0.253263	0	0	0.253263	1.54538	0.261487	0.809924	0.809755	0	0	0.261487	0.258469	0	0	0.937981	0.80809	0.518029	0.742695	0	0	1.46822	1.32021	0.527472	0.273057	0.639254	0.827615	1.02096	1.4413	2.15471	1.01256	0.980482	1.03799	0	0.806961	0	0.776811	0.988498	0	0.262061	0.541083	0.951087	0	0.253263	0.871335	0	0	0.952131	0.954672	0	0.253263	0	0.253263	1.08835	0.253263	0.950251	0	0.769248	0	0	0.253263	0.253263	0.515324	0.261487	1.05384	1.04945	1.03424	0	0.874189	0.262061	0	0.519956	0	0.262061	0.815293	0.878876	0.771911	1.0908	0.256542	0	0.929797	0	0.284541	0.284541	0.253263	0	0.259839
muscular_somites	0	0	1.50928	0.517341	0	0.97069	0.517341	0.986436	0	0	0.509006	0	0.902381	1.05148	0.470229	0.509006	0.517341	0	0	0.561079	0.980024	0	0.517341	0.509006	0.509006	0	0.509006	1.05289	0	0.509006	0.517341	0.517341	0.722682	0	0.518105	0.509006	0	0	1.35945	0.517341	0.509006	0.532717	0	0	0	0	0	0	0.949418	0	0	0.730853	0.517341	0	1.78129	1.3621	0	0	0.67203	0.806181	1.07995	0.865236	1.70533	0.971523	0.986921	1.03458	0.509006	0	0	0	1.01467	0	0	1.06208	0.95617	0	0	0.851817	0	0	0.930417	0.957111	0	0	0.509006	0	0.509006	0.517341	1.00858	0	0.797188	0	0.52347	0	0.517341	0.509006	1.03545	0.932301	1.00656	1.02403	0	0.916648	0.517341	0	1.02635	0	1.02635	0.536582	1.29095	0.802594	1.03493	0.517341	0	0.926773	0	0	0	0	0	1.03545
neural	0	0.137885	1.18158	0.0765771	0.0675655	1.00671	0.0687163	0.979084	0.0677904	0.280881	0.135349	0.42587	0.951356	0.948095	0.617676	0	0.138273	0.221189	0.136241	0.578523	0.978498	0.0680935	0.342843	0.276345	0.273608	0.205366	0.573326	0.290305	0.138008	0.275233	0.144044	0.0678754	0.766344	0	0.356293	0	0.140054	0.0678754	1.5844	0.135356	0.290255	0.350188	0.0833534	0.0730817	0.140647	0.135441	0.281223	0.207439	0.931009	0.220197	0.72303	0.905224	0	0	1.49528	1.17821	0.287139	0.203224	0.860143	0.932609	1.06919	1.67006	1.7964	1.01256	1.09206	1.01233	0.357499	0.348975	0	0.493018	1.00891	0.152276	0.355491	0.800323	0.957884	0	0.228403	0.843921	0.0675655	0	0.930954	0.951532	0.135356	0.0689998	0	0.487937	0.49478	0	1.01938	0.211259	0.909613	0.203988	0.209747	0.0677904	0.0677835	0.440728	0.554298	1.52782	1.28824	1.04546	0.15767	1.21466	0	0.137885	0.636989	0.0680935	0.492011	0.55991	0.819237	0.776919	1.00296	0.342649	0.420528	0.929564	0	0.0689998	0	0.13935	0.138931	0.206391
neural_like	0	0	0.964719	0	0	1.06469	0	0.969622	0	0	0	0	0.927451	0.829105	0.674942	0	0	0.527782	0	0.621218	0.998261	0.544115	0.527782	0	0	0	0	0	0	0	0	0	0.808505	0	0	0	0	0	0.987422	0	0	0.564819	0.527782	0.544115	0.55574	0	0	0.55574	1.01967	0	0	1.14557	0	0	0.932437	1.13405	0	0	0.629173	1.01823	1.00814	0.970703	1.22811	0.998514	0.925952	1.07747	0	0.527782	0	0.55574	1.00861	0	0.527782	0	1.01055	0	0	0.889853	0	0	1.03238	0.993236	0.527782	0	0	0	0	0.527782	0.915326	0	0.788402	0	0.55574	0	0	0	0	0.918365	1.04542	1.01121	0	1.38623	0	0.55574	0	0	0	0.527782	0	0.86917	1.01098	0.55574	0.527782	0.986846	0.527782	0	0	0	0	0
putative_neuro_endo	0	0	1.25251	0	0	0.962026	0	0.969622	0	0	1.09277	1.24061	0.902381	0.795909	0.632397	0	0	0	0	0.670066	0.971277	0	0	0	1.18593	0	0	0	0	0	0	0	0.716232	1.09277	0	0	0	0	1.36579	1.09277	1.09277	1.09277	0	0	0	0	0	0	0.976849	0	0	0.720537	0	0	1.00154	0.963485	0	0	1.30118	0.956075	1.0435	1.9873	2.06592	1.15216	1.12427	1.07764	0	0	0	1.14722	1.04399	1.09277	0	1.09277	1.16255	0	1.09277	0.82995	0	0	1.17016	0.940796	0	0	0	0	0	0	0.915326	0	0.816056	0	0	0	0	0	0	1.75583	1.13212	0.983873	0	0.926093	0	0	0	0	0	0	1.09277	0.655354	1.04644	1.09277	0	0.926773	0	1.09277	1.09277	0	0	1.09277
somite	0.387258	0	1.27177	0	0	0.983219	0	0.973178	0	0.253667	0.255223	0.647232	0.933205	1.00619	0.51227	0	0.257958	0.259681	0	0.54335	0.975112	0.126546	0.254649	0.126547	0.25848	0	0	0.638479	0.127403	0.265476	0.127121	0.383207	0.756669	0	0.640036	0.25697	0	0.254524	1.70929	0.255506	0.665458	0.866274	0.126547	0.128818	0	0	0	0	0.915131	0.259055	0.399699	0.881812	0	0	1.69082	1.14712	0.38721	0.385073	0.857411	0.882807	1.08645	1.11301	2.63493	0.982787	1.02395	1.03227	0	0.528563	0	0.529405	1.03103	0	0.511076	0.65269	0.930822	0.253667	0.131934	0.841884	0.126546	0	0.931337	0.950238	0	0	0.126547	0.132711	0.787807	0.654344	0.979557	0	0.792564	0	0.507616	0.126547	0.254649	0.259389	0.131934	0.948974	1.01501	1.00991	0.129849	0.926292	0.257919	0.259055	0.646819	0.383955	0.384524	0.654471	1.20537	0.760007	1.07092	0	0.130863	0.937244	0.253667	0.131934	0.253667	0.126547	0.127455	0.254649
