endoderm	1.00643	1	1.00906	1.0444	1.00265	1.01457	1.00109	1.02305	1.07095	1.00532	1.01234	1.13315	1.01048	0.966624	1.00601	0.959174	1.01257	1.00947	1.02975	1.00109	1.02395	1.02785	1.02641	1.00179	1.00809	1.00829	0.932478	0.766667	0.985886	0.849835	1.02813	1.01301	1.01048	1	0.971945	1.00374	1.07156	1.01142	0.928823	1.32792	1.21283	1	1	1.00284	1.00117	1.00532	1.05856	1.05161	1.01441	1	1	1	1	1	1.01141	1.01851	1.00769	1	1.23438	1.17684	1.03663	1.1854	1	1.04474	1	1	1.00848	1.00768	1.01404	1.00179	1.00109	1.05847	1.0391	1.00532	1.01693	0.899652	1.08581	0.928563	1.00438	0.999932	0.990236	0.351578	1.07431	1.1323	0.978386	1.02085	1.0065	1.69356	1.09691	1.03327	1.07367	1.02666	1.01125	1.00532	1.046	1.00117	1	1.15767	0.92058	1.10563	0.858342	1	0.950617	1.03315	1.02971	0.999614	1.40508	0.971877	1.01401	1.0058	1.01743	1.015	0.978486	1.00109	1.00484	1.00117	1.00751	1.02757	1.00886	1.4028	1.00484	1	1.53426	1.10201	1	1.10019	1	1	1	0.971035	1.02683
endostyle_csg	1.02655	1	1.01092	1.02655	1	1	1	1	1	1.01563	1.01092	1.06686	1	0.955689	1	0.978366	1	1.0657	1.01092	1	1.02193	1.09603	1.01092	1.01563	1.01092	1.01735	0.92703	0.660238	1.01224	0.870974	1.12613	1	1.01563	1	0.971945	1.01092	1.04226	1	0.905477	1.66504	1.19531	1	1	1.01563	1	1	0.993313	1.03599	1.03298	1	1	1	1	1	1.01649	1	1.01092	1	1.18961	1.16523	1	1.18142	1	0.998361	1	1	1.01563	1.01563	1.05784	1	1	0.781795	1.01778	1	1	0.917333	0.985056	0.955407	1	1.02727	1.0236	0.348213	1.0355	1.14587	0.964525	1.05327	1	1.62383	1.1212	1.06754	1.12042	1.01563	1.03756	1	1.05985	1.03756	1	1.12709	1.02775	1.59068	0.867378	1	0.997539	1.01563	1.03693	0.963059	1.27697	0.951549	1.01735	1.04404	1.01735	1.05322	0.971778	1	1	1	1	1.11331	0.977857	1.68413	1	1	1.55336	1.07443	1	1.13442	1.01563	1	1.02481	1.0058	0.990965
epidermal_neural	1.0152	1	1	1.02136	1.00472	1.01664	1.01664	1	1.00472	1	1	1.04011	1	1.01958	1.01708	1.02817	1.00472	1.0152	1.00472	1	1.01227	1.03928	1	1.01995	1.01995	1.02474	1.01049	1.31476	0.985489	0.976705	1.02612	1	1.03951	1	1.03636	1.02677	1	1.01048	1.11838	1.10313	1.13318	1.0478	1	1.09584	1.01708	1	1.02955	1.0622	1	1.01426	1.01798	1.01647	1	1.00472	1.05042	1.03529	1.01048	1.01048	1.67417	1.12404	1	1.1081	1.00472	1.01603	1	1	1	1	1.04419	1.00472	1	0.498508	0.995999	1	1	1.09489	1.09005	1.04791	1.00948	1.04044	1.01079	0.76936	1.01705	1.02275	1.08353	1.02275	1.00472	1.06013	1.04655	1.10811	1.02956	1.02191	1.04544	1	1.0478	1.01995	1	1.03167	1.06601	1.17592	1.03647	1.00472	1.04417	1	1.03519	0.98869	1.03816	1.03572	1.07477	1.00948	1.0478	1.00472	0.990483	1.00472	1	1.00948	1.01708	0.988829	0.967357	1.01525	1	1	1.10196	1.12035	1.01048	1.08505	1	1	1	0.946092	0.902101
epidermis	1.01034	1.00386	1.00301	1.00714	1.00365	1.01638	1.05661	1.00166	1.00629	1.00814	1.00267	1.02098	1.00515	1.02394	1.00346	1.02397	1.00588	1.01244	1.00159	1.00273	1.00642	1.02024	1.01429	1.00709	1.00905	1.01455	1.05231	1.20679	1.02103	1.13515	1.01166	1.00902	1.01041	1.00259	1.05297	1.01079	1.01173	1.01428	1.18496	1.06669	1.00378	1.0142	1.00627	1.0544	1.0073	1.00413	1.01624	0.994736	1.0186	1.06261	1.00932	1.01245	1.01605	1.00766	1.01987	1.0326	1.01189	1.00277	0.92784	0.989791	1.02052	0.999167	1.02242	1.01037	1.00498	1.00579	1.00766	1.00439	1.02836	1.00284	1.01099	1.13079	1.04231	1.00701	1.01931	1.01222	0.983325	1.05516	1.00852	1.00061	1.03007	1.1877	1.00462	1.05497	1.0072	1.01317	1.01187	0.905826	1.01592	1.00503	1.01173	1.01827	1.04085	1.00539	1.03577	1.01313	1.00326	1.02593	1.04056	0.906334	1.03953	1.00476	1.03559	1.01649	1.00699	1.01658	0.918418	1.04047	1.0074	1.00547	1.03587	1.00635	1.03582	1.00507	1.01103	1.01027	1.03791	0.998308	1.07302	1.00669	1.01159	1.00062	0.945391	0.956323	1.00402	0.964517	1.00347	1.01311	1.00373	1.02664	1.04141
mesodermal_notochord	1.01803	1.01149	1	1	1	1.03896	1.04519	1.00326	1.02681	1.00326	1	1.12141	1	1.04234	1.06529	1.0379	1.0151	1.02855	1.00326	1	1.03462	1.03838	1	1.03075	1.00984	1.0186	0.961228	0.633639	0.976554	0.683875	1.01178	1.00326	1.00654	1.02355	0.971945	1	1.00326	1.01206	0.947155	0.919779	1.11715	1	1	1.01206	1	1.01149	1.02944	1.04171	1.03644	1	1	1	1	1	0.992855	1.01206	1.00847	1	1.02327	1.06947	1.01149	1.0221	1.04494	1.00463	1.00326	1	1	1.07592	1.04224	1.01315	1.02355	1.16257	1.03642	1.00326	1	0.898827	1.00372	0.909163	1	0.985108	0.967891	0.340805	1.14747	1.00518	1.16362	1.02242	1	1.43951	1.05298	0.999825	1	1.03329	1.0795	1	1.03541	1.0378	1	1.0357	0.93511	1.18598	0.934474	1	0.96698	1.06519	1.07345	0.972563	1.38307	1.02627	1.00654	1.01916	1.05644	1	0.97842	1	1	1	1	1.05037	0.973868	1.27957	1.01149	1.04006	1.39081	1.1964	1	1.08945	1	1	1	0.960983	1.01452
muscular_somites	1.0181	1	1.0181	1.03166	1	1	1.01734	1	1.01734	1	1	1.09891	1	1.23855	1.03545	1.0202	1.0273	1	1.0181	1.01734	1	1.02635	1	1	1.04596	1.01734	0.927021	0.493857	0.975749	0.730004	1.00901	1.00901	1.01734	1	0.980698	1.00901	1	1	0.913632	1.43662	1.12634	1.00901	1	1.01734	1	1	1.02561	1.02512	1	1	1.01432	1	1	1	0.984055	1	1	1.01734	1.09525	0.830088	1.00901	1.20157	1.02635	1.12406	1	1	1	1	1.0273	1.0181	1.00901	0.831437	1.04487	1	1.03479	0.974629	1.50531	0.919731	1	0.993439	0.995685	0.351457	1.08213	1.04504	2.64558	1	1.01734	1.23804	1.08628	1.06096	1.06103	1.17861	1.13332	1	1.12669	1.01432	1	1	0.967929	1.34531	0.886696	1	0.942708	1.01734	1.08032	0.984456	1.22206	0.916335	1.04206	1.12169	1.04943	1	0.955168	1	1	1	1	0.965815	0.994308	0.982609	1	1.05706	1.18982	1.04239	1	1.1283	1	1	1	0.990241	0.781261
neural	1.01067	1	1.00936	1.00542	1.00295	1.01048	1.04438	1.01331	1.02027	1.00309	1.0009	1.10476	1	0.999593	1.02374	0.998001	1.00469	1.02809	1.00954	1.0162	1.0216	1.06995	1.0139	1.00201	1.03213	1.01217	0.964751	0.951691	0.991104	0.768055	1.04264	1	1.00764	1.00447	0.977323	1.00937	1.00542	1.0058	0.976518	0.913512	1.19653	1.00202	1.0009	1.01107	1.00226	1.00991	1.07258	1.119	1.01508	1	1	1	1	1	1.0107	1.02201	1.02095	1.02472	1.56404	0.991565	1.0255	1.09487	1.03336	1.01963	1	1	1	1.00334	1.02458	1.00121	1.00725	0.891674	1.00772	1.00531	1.02593	1.01088	1.65839	0.932739	1	1.00412	1.02355	0.362902	1.06549	1.05826	2.21304	1.00455	1.01183	1.49802	1.08945	1.07848	1.03536	1.11172	1.03287	1.00783	1.06374	1.05537	1	1.02725	1.06126	1.32242	0.997219	1.00202	0.928779	1.04934	1.26796	1.02212	1.32336	0.94019	1.02797	1.02185	1.01622	1.00112	0.969423	1	1.01547	1.00143	1.0129	1.06429	0.997128	1.22968	1.01545	1	1.43055	1.2398	1	1.1082	1.00177	1.01821	1.00243	1.05188	0.96585
neural_like	1	1.02778	1	1	1	1.02778	1.02778	1.02778	1	1	1	1	1	1.32282	1	1.1539	1	1	1.17067	1	1.05574	1.13122	1.08387	1	1	1	1.05604	1.39452	0.993906	0.976235	1.02778	1	1	1	0.998947	1.0926	1.06482	1	1.66539	0.939496	1.00096	1	1.02778	1.06482	1	1	1.11719	1.18248	1	1.02778	1	1	1	1	1.00237	1	1	1	1.28054	1.07558	1	0.975803	1	0.962179	1.06482	1	1	1	1.02778	1	1.02778	0.977562	1.09424	1.02778	1	1.01823	0.951254	1.03985	1	1.07265	1.02393	0.602974	0.993602	1.08867	0.957012	1.02778	1	1.24253	1.10344	1.07366	1.02778	1.15894	1.11219	1.02778	1.02778	1	1	1.02778	0.962373	1.46282	1.1278	1	1.07117	1	1.00128	1.07496	1.07844	1.0658	1	1	1	1	1.008	1.02778	1.02778	1	1	1.14529	0.962808	1.01994	1	1	1.39457	1.11014	1	1.12325	1	1.02778	1	0.943229	1.25511
putative_neuro_endo	1	1.09277	1	1	1	1	1	1	1.18593	1	1	1	1	1.0155	1.09277	0.953061	1	1	1	1	1	1	1	1	1	1	0.995754	0.803989	1.05675	0.727338	1	1	1	1	0.971945	1.09277	1.09277	1.09277	0.989479	1.23826	1.06425	1.09277	1	1	1	1	0.982581	0.886229	1	1.09277	1	1	1	1	0.975271	1.27948	1	1	1.59971	0.942008	1.09277	1.0375	1	0.93617	1.09277	1	1	1	1	1	1.09277	3.16169	1.61868	1	1.09277	1.2186	1.73154	0.97065	1	0.987591	1.05081	0.473428	1.5799	1.18593	2.07746	1.09277	1.09277	1.94033	1.09277	0.968186	1	1	1.09277	1	1.18593	1.09277	1	1.09277	1.06547	0.944787	0.823758	1	0.853669	1.18593	1.33801	1.11761	1.35469	1.04027	1.14722	1	1	1	1.03446	1	1	1.09277	1	1.12769	1.05213	1.98502	1	1	1.29662	1.04719	1	1.07556	1	1	1	0.917732	0.651178
somite	1.02264	1.00309	1.00395	1.01051	1	1.00943	1.0055	1	1.04612	1.00155	1.00395	1.08934	1.00155	1.00557	1.04271	0.995633	1.05058	1.02909	1.012	1.00586	1.01776	1.06386	1.00886	1.00155	1.0189	1.05461	0.962523	0.746177	1.0356	0.743698	1.01474	1.00212	1.01983	1.00212	0.971945	1.01248	1.01003	1.00551	0.910786	1.20877	1.50215	1	1	1.00693	1	1.00155	1.03155	1.02723	1	1.00741	1	1	1	1	0.999907	1.00155	1.00552	1.00155	1.43682	1.01435	1.00725	1.10107	1.04866	1.11708	1	1	1	1.00586	1.01527	1.03841	1.0058	0.743594	0.991038	1.00905	1.02068	0.999601	1.79684	0.942509	1	1.09383	1.01876	0.332523	1.02971	1.05824	2.05965	1	1	1.39454	1.14157	1.0711	1.0239	1.06891	1.01574	1	1.07264	1.01466	1.00953	1.08778	0.964525	1.52276	0.947145	1.00367	1.04583	1.01332	1.03173	0.996841	1.18959	0.929654	1.00515	1.00212	1.01607	1.00155	0.999002	1.00741	1.00155	1.00155	1.00155	0.993934	1.01869	1.05568	1	1.01797	1.20314	1.17726	1	1.2759	1.00693	1.00741	1	0.990777	0.980105
tailbud	1.01583	1.01896	1.01896	1.01583	1	1.01896	1.01893	1	1.01896	1.0089	1	1.0449	1	0.987562	1.05806	1.02182	1.03178	1.05703	1.01896	1	1.02786	1.06718	1.01896	1	1.01003	1.01896	0.979422	0.910723	1.06671	0.831792	1.05371	1	1.04118	1	0.971945	1.01893	1.01896	1	0.919809	0.960277	1.59388	1.01003	1	1	1	1	1.02465	1.09205	1.0089	1	1	1	1	1.01583	0.994947	1.04181	1.0089	1	1.22046	1.16183	1.02786	1.1993	1.07183	0.99413	1	1	1	1.03014	1.02786	1.03479	1.01583	0.946204	1.03453	1.01896	1.10768	1.0337	1.38502	0.925385	1	1.09041	1.07156	0.390507	1.10875	1	0.917993	1.01583	1.01583	1.50137	1.18921	1.08022	1.03475	1.03789	1.01583	1	1.11282	1.0089	1.01003	1.06086	1.00142	1.36645	1.0761	1	1.00855	1	1.13745	1.01719	1.31186	0.96402	1.06718	1.01003	1	1	0.994119	1	1	1	1.01003	1.15079	0.978048	0.905035	1	1	1.42109	1.14626	1	1.17649	1	1.01583	1.02585	0.995638	1.22133
tailbud_neural	1.00872	1.00872	1	1	1.00872	1	1.06708	1	1.03007	1	1	1.05484	1.01385	0.950349	1.05322	1.0326	1.00872	1	1.01936	1	1.01385	1.03698	1.00872	1.01064	1.02634	1.00872	0.956299	1.05107	1.01141	0.72786	1.02634	1.00872	1	1	0.971945	1	1.01064	1.01936	0.915112	0.922969	1.43558	1	1	1.03698	1.00872	1	0.991151	1.07596	1	1	1	1	1	1	0.992341	1.03698	1.02814	1	1.68647	1.09927	1.00872	1.20347	1.02135	0.967351	1.01064	1	1	1.00872	1.01064	1	1	0.558248	1.02309	1	1.01064	1.07142	1.59975	1.06609	1	1.07357	1.01602	0.347569	1.01972	1.01385	1.61352	1	1.00872	1.26972	1.07712	1.12585	1.06675	1.02267	1.02634	1.01936	1.16005	1.05597	1.00872	1.08241	1.06795	1.5641	1.02849	1	1.0121	1.01936	1.31603	1.0161	1.10874	1.02517	1.03154	1.01064	1.00872	1	0.977056	1	1.00872	1	1.0175	1.01671	1.04826	0.933696	1	1.00872	1.20541	1.11349	1	1.11467	1.00872	1	1	1.02437	0.989511
