endoderm	0	0.0920001	1.48105	0	0	1.11222	0.19088	0.97711
endostyle_csg	0	0	1.55196	0	0	1.02943	0	0.969622
epidermal_neural	0	0	1.04749	0.510477	0	1.1838	0.514263	0.994945
epidermis	0.0629541	0.134282	0.988547	0.185661	0.0989572	1.0402	0.49579	1.06186
mesodermal_notochord	0	0.262061	1.11369	0.284541	0	0.965164	0	0.969622
muscular_somites	0	0	1.50928	0.517341	0	0.97069	0.517341	0.986436
neural	0	0.137885	1.18158	0.0765771	0.0675655	1.00671	0.0687163	0.979084
neural_like	0	0	0.964719	0	0	1.06469	0	0.969622
putative_neuro_endo	0	0	1.25251	0	0	0.962026	0	0.969622
somite	0.387258	0	1.27177	0	0	0.983219	0	0.973178
tailbud	0	0	1.18086	0	0	1.00514	0	0.969622
tailbud_neural	0.508722	0	1.1067	0.508722	0.508722	1.07742	0	0.969622
