endoderm	0.279154	0	0.19088	0.680768	0.0935609	0.287293	0.0920001	0.568502	0.798227	0.0962324	0.194155	0.951331	0.101388	0.966624	0.187829	0.959174	0.376211	0.282197	0.39339	0.0920001	0.387585	0.391491	0.390049	0.0927037	0.280821	0.281018	0.932478	0.766667	0.985886	0.849835	0.482673	0.194832	0.101388	0	0.971945	0.185561	0.798836	0.193235	0.928823	1.32792	1.21283	0	0	0.0937443	0.0920823	0.0962324	1.05856	1.05161	0.196232	0	0	0	0	0	1.01141	0.382142	0.280417	0	1.23438	1.17684	0.582088	1.1854	0	1.04474	0	0	0.0993846	0.189495	0.286767	0.0927037	0.0920001	1.05847	1.0391	0.0962324	0.380571	0.899652	1.08581	0.928563	0.186203	0.999932	0.990236	0.351578	1.07431	0.950486	0.978386	0.384486	0.188315	1.69356	0.642368	1.03327	0.800938	0.481204	0.283979	0.0962324	0.59145	0.0920823	0	1.06676	0.92058	1.10563	0.858342	0	0.950617	0.578608	1.02971	0.999614	1.40508	0.971877	0.286738	0.27853	0.381065	0.287725	0.978486	0.0920001	0.0957463	0.0920823	0.189331	1.02757	1.00886	1.4028	0.0957463	0	1.53426	1.10201	0	1.10019	0	0	0	0.971035	1.02683
endostyle_csg	1.02655	0	0.510922	1.02655	0	0	0	0	0	0.515629	0.510922	0.566859	0	0.955689	0	0.978366	0	0.565703	0.510922	0	0.521932	1.09603	0.510922	0.515629	0.510922	0.517352	0.92703	0.660238	1.01224	0.870974	1.12613	0	0.515629	0	0.971945	0.510922	1.04226	0	0.905477	1.66504	1.19531	0	0	0.515629	0	0	0.993313	1.03599	1.03298	0	0	0	0	0	1.01649	0	0.510922	0	1.18961	1.16523	0	1.18142	0	0.998361	0	0	0.515629	0.515629	1.05784	0	0	0.781795	1.01778	0	0	0.917333	0.985056	0.955407	0	1.02727	1.0236	0.348213	1.0355	1.14587	0.964525	1.05327	0	1.62383	1.1212	1.06754	1.12042	0.515629	1.03756	0	1.05985	1.03756	0	0.627088	1.02775	1.59068	0.867378	0	0.997539	0.515629	1.03693	0.963059	1.27697	0.951549	0.517352	1.04404	0.517352	1.05322	0.971778	0	0	0	0	1.11331	0.977857	1.68413	0	0	1.55336	1.07443	0	1.13442	0.515629	0	0.524809	1.0058	0.990965
epidermal_neural	1.0152	0	0	1.02136	0.504724	0.516639	0.516639	0	0.504724	0	0	1.04011	0	1.01958	0.517076	1.02817	0.504724	1.0152	0.504724	0	0.512273	1.03928	0	1.01995	1.01995	1.02474	1.01049	1.31476	0.985489	0.976705	1.02612	0	1.03951	0	1.03636	0.526775	0	0.510477	1.11838	1.10313	1.13318	1.0478	0	1.09584	0.517076	0	1.02955	1.0622	0	0.514263	1.01798	0.516472	0	0.504724	1.05042	1.03529	0.510477	0.510477	1.67417	1.12404	0	1.1081	0.504724	1.01603	0	0	0	0	1.04419	0.504724	0	0.498508	0.995999	0	0	1.09489	1.09005	1.04791	0.509478	1.04044	1.01079	0.76936	1.01705	1.02275	1.08353	1.02275	0.504724	1.06013	0.54655	1.10811	1.02956	0.52191	1.04544	0	1.0478	1.01995	0	0.531671	1.06601	1.17592	1.03647	0.504724	1.04417	0	1.03519	0.98869	1.03816	1.03572	1.07477	0.509478	1.0478	0.504724	0.990483	0.504724	0	0.509478	0.517076	0.988829	0.967357	1.01525	0	0	1.10196	1.12035	0.510477	1.08505	0	0	0	0.946092	0.902101
epidermis	0.228827	0.0794853	0.0534321	0.149994	0.0540728	0.268481	0.586022	0.0604835	0.123934	0.100573	0.0362841	0.315096	0.0807769	1.02394	0.0874928	1.02397	0.081515	0.163696	0.0520137	0.0531551	0.124066	0.33957	0.24118	0.175162	0.160313	0.249845	1.05231	1.20679	1.02103	1.13515	0.188133	0.11826	0.18688	0.0614181	1.05297	0.195662	0.154591	0.190749	1.18496	1.06669	1.00378	0.291509	0.098708	0.53339	0.141756	0.0713608	1.01624	0.994736	0.312721	0.650847	0.135375	0.197326	0.251343	0.142111	1.01987	0.368734	0.171552	0.0784011	0.92784	0.989791	0.272619	0.999167	0.333345	1.01037	0.0722024	0.0898284	0.108505	0.0380002	0.431724	0.0532607	0.170651	1.13079	1.04231	0.116257	0.26301	1.01222	0.983325	1.05516	0.151378	1.00061	1.03007	1.1877	1.00462	0.449929	1.0072	0.206444	0.163131	0.905826	0.310041	1.00503	0.171396	0.278773	0.494627	0.0726135	0.439133	0.198006	0.0956936	0.378875	1.04056	0.906334	1.03953	0.0972006	1.03559	0.27699	1.00699	1.01658	0.918418	1.04047	0.150253	0.114713	0.38881	0.0987873	1.03582	0.11431	0.162292	0.127917	0.390854	0.998308	1.07302	1.00669	0.17125	0.00902337	0.945391	0.956323	0.0964534	0.964517	0.0622902	0.130754	0.0793644	1.02664	1.04141
mesodermal_notochord	0.518029	0.261487	0	0	0	0.788959	0.795187	0.253263	0.776811	0.253263	0	0.871411	0	1.04234	0.815293	1.0379	0.265099	0.528546	0.253263	0	0.534618	0.788381	0	0.530752	0.259839	0.518604	0.961228	0.633639	0.976554	0.683875	0.261775	0.253263	0.256542	0.523549	0.971945	0	0.253263	0.262061	0.947155	0.919779	1.11715	0	0	0.262061	0	0.261487	1.02944	1.04171	0.286445	0	0	0	0	0	0.992855	0.262061	0.258469	0	1.02327	1.06947	0.261487	1.0221	0.544942	1.00463	0.253263	0	0	0.575917	0.792239	0.263153	0.523549	1.16257	1.03642	0.253263	0	0.898827	1.00372	0.909163	0	0.985108	0.967891	0.340805	1.14747	0.255179	1.16362	0.52242	0	1.43951	0.552982	0.999825	0	0.533287	1.0795	0	0.285412	0.537804	0	0.535697	0.93511	1.18598	0.934474	0	0.96698	0.815185	1.07345	0.972563	1.38307	1.02627	0.256542	0.269157	0.806441	0	0.97842	0	0	0	0	1.05037	0.973868	1.27957	0.261487	0.540058	1.39081	1.1964	0	1.08945	0	0	0	0.960983	1.01452
muscular_somites	0.518105	0	0.518105	1.03166	0	0	0.517341	0	0.517341	0	0	1.09891	0	1.23855	1.03545	1.0202	0.527296	0	0.518105	0.517341	0	1.02635	0	0	0.545963	0.517341	0.927021	0.493857	0.975749	0.730004	0.509006	0.509006	0.517341	0	0.980698	0.509006	0	0	0.913632	1.43662	1.12634	0.509006	0	0.517341	0	0	1.02561	1.02512	0	0	0.514317	0	0	0	0.984055	0	0	0.517341	1.09525	0.830088	0.509006	1.20157	1.02635	1.12406	0	0	0	0	0.527296	0.518105	0.509006	0.831437	1.04487	0	0.534786	0.974629	1.50531	0.919731	0	0.993439	0.995685	0.351457	1.08213	0.545044	2.64558	0	0.517341	1.23804	1.08628	1.06096	0.561029	1.17861	1.13332	0	1.12669	0.514317	0	0	0.967929	1.34531	0.886696	0	0.942708	0.517341	1.08032	0.984456	1.22206	0.916335	0.542058	1.12169	1.04943	0	0.955168	0	0	0	0	0.965815	0.994308	0.982609	0	0.55706	1.18982	1.04239	0	1.1283	0	0	0	0.990241	0.781261
neural	0.410671	0	0.209363	0.138753	0.136282	0.277147	0.444381	0.279974	0.420268	0.136422	0.0675655	0.838097	0	0.999593	0.557072	0.998001	0.204685	0.361419	0.276204	0.0828701	0.421602	0.803288	0.347232	0.0686755	0.632127	0.278838	0.964751	0.951691	0.991104	0.768055	0.575971	0	0.140976	0.1378	0.977323	0.342699	0.138753	0.2058	0.976518	0.913512	1.19653	0.135349	0.0675655	0.211073	0.135593	0.0765771	1.07258	1.119	0.481748	0	0	0	0	0	1.0107	0.555344	0.487617	0.358054	1.56404	0.991565	0.492171	1.09487	0.566696	1.01963	0	0	0	0.0700099	0.424575	0.0678754	0.207248	0.891674	1.00772	0.071976	0.492594	1.01088	1.65839	0.932739	0	1.00412	1.02355	0.362902	1.06549	0.524926	2.21304	0.137885	0.211835	1.49802	0.889453	1.07848	0.702031	0.845054	0.499538	0.141159	0.730411	0.722032	0	0.560586	1.06126	1.32242	0.997219	0.135349	0.928779	0.716008	1.26796	1.02212	1.32336	0.94019	0.427972	0.421849	0.41622	0.0677835	0.969423	0	0.348806	0.0680935	0.212903	1.06429	0.997128	1.22968	0.215447	0	1.43055	1.2398	0	1.1082	0.0684393	0.151546	0.0690918	1.05188	0.96585
neural_like	0	0.527782	0	0	0	0.527782	0.527782	0.527782	0	0	0	0	0	1.32282	0	1.1539	0	0	0.670674	0	0.55574	1.13122	0.583875	0	0	0	1.05604	1.39452	0.993906	0.976235	0.527782	0	0	0	0.998947	1.0926	0.564819	0	1.66539	0.939496	1.00096	0	0.527782	0.564819	0	0	1.11719	1.18248	0	0.527782	0	0	0	0	1.00237	0	0	0	1.28054	1.07558	0	0.975803	0	0.962179	0.564819	0	0	0	0.527782	0	0.527782	0.977562	1.09424	0.527782	0	1.01823	0.951254	1.03985	0	1.07265	1.02393	0.602974	0.993602	0.588673	0.957012	0.527782	0	1.24253	0.603436	1.07366	0.527782	1.15894	0.612187	0.527782	0.527782	0	0	0.527782	0.962373	1.46282	1.1278	0	1.07117	0	1.00128	1.07496	1.07844	1.0658	0	0	0	0	1.008	0.527782	0.527782	0	0	1.14529	0.962808	1.01994	0	0	1.39457	1.11014	0	1.12325	0	0.527782	0	0.943229	1.25511
putative_neuro_endo	0	1.09277	0	0	0	0	0	0	1.18593	0	0	0	0	1.0155	1.09277	0.953061	0	0	0	0	0	0	0	0	0	0	0.995754	0.803989	1.05675	0.727338	0	0	0	0	0.971945	1.09277	1.09277	1.09277	0.989479	1.23826	1.06425	1.09277	0	0	0	0	0.982581	0.886229	0	1.09277	0	0	0	0	0.975271	1.27948	0	0	1.59971	0.942008	1.09277	1.0375	0	0.93617	1.09277	0	0	0	0	0	1.09277	3.16169	1.61868	0	1.09277	1.2186	1.73154	0.97065	0	0.987591	1.05081	0.473428	1.5799	1.18593	2.07746	1.09277	1.09277	1.94033	1.09277	0.968186	0	0	1.09277	0	1.18593	1.09277	0	1.09277	1.06547	0.944787	0.823758	0	0.853669	1.18593	1.33801	1.11761	1.35469	1.04027	1.14722	0	0	0	1.03446	0	0	1.09277	0	1.12769	1.05213	1.98502	0	0	1.29662	1.04719	0	1.07556	0	0	0	0.917732	0.651178
somite	0.522644	0.253092	0.253949	0.385512	0	0.384425	0.380496	0	0.921121	0.126547	0.253949	0.839342	0.126546	1.00557	0.542705	0.995633	0.800576	0.654087	0.387001	0.130863	0.517759	0.938857	0.508864	0.126547	0.5189	0.804608	0.962523	0.746177	1.0356	0.743698	0.514743	0.127121	0.644829	0.127121	0.971945	0.512479	0.385026	0.255506	0.910786	1.20877	1.50215	0	0	0.131934	0	0.126547	1.03155	1.02723	0	0.25741	0	0	0	0	0.999907	0.126546	0.130515	0.126546	1.43682	1.01435	0.257252	1.10107	0.548655	1.11708	0	0	0	0.130863	0.515269	0.663413	0.255804	0.743594	0.991038	0.259055	0.520685	0.999601	1.79684	0.942509	0	1.09383	1.01876	0.332523	1.02971	0.933242	2.05965	0	0	1.39454	1.01657	1.0711	0.648902	0.94391	0.390739	0	0.822642	0.514661	0.38453	0.962777	0.964525	1.52276	0.947145	0.253667	1.04583	0.263318	1.03173	0.996841	1.18959	0.929654	0.255153	0.127121	0.391067	0.126546	0.999002	0.257409	0.126546	0.126546	0.126546	0.993934	1.01869	1.05568	0	0.142968	1.20314	1.17726	0	1.2759	0.131934	0.257409	0	0.990777	0.980105
