gene_id	log2_fold_change	p_value	fdr
YDR492W	-0.092538744255584976	0.89307356141551519	0.99920587787075754
YDR508C	-0.10748371034411222	0.76892386788582001	0.99920587787075754
YDR186C	0.094406241956159764	0.90433261490254657	0.99920587787075754
YDR150W	0.28440808877694057	0.50166390236119596	0.99920587787075754
YDL182W	-0.33795228399829325	0.34678765510231735	0.99920587787075754
YDR232W	0.25990058177166969	0.65311040981486257	0.99920587787075754
YDR158W	-0.12409007495012782	0.60707833734048833	0.99920587787075754
YDR533C	0.32157608943583044	0.68107526359558146	0.99920587787075754
YDR272W	-0.20484164587926376	0.73411430835681446	0.99920587787075754
YDR299W	-0.21342219273323068	0.61731167579075819	0.99920587787075754
YDL015C	0.20935499824909584	0.66212399440881953	0.99920587787075754
YDR304C	0.67435440342534347	0.10176987614056462	0.99920587787075754
YDR367W	0.082116387991624171	0.88748565466561113	0.99920587787075754
YDL097C	-0.081097113340472926	0.81795894340016073	0.99920587787075754
YDR105C	0.093769397361587625	0.87940073538403762	0.99920587787075754
YDR483W	-0.10531657102296231	0.67976572915448008	0.99920587787075754
YDR505C	-0.3204064333863631	0.68276617623407332	0.99920587787075754
YDR361C	0.39960423864071959	0.47565132653324094	0.99920587787075754
YDR266C	-0.08011789398791512	0.8817776577869525	0.99920587787075754
YDR002W	0.1499589963033664	0.60003371940026384	0.99920587787075754
YDR214W	0.24185295345221555	0.69544177685730824	0.99920587787075754
YDL176W	0.63238489204156112	0.45453819700524822	0.99920587787075754
YDR460W	1.9702128060068531	0.038867046146656377	0.99920587787075754
YDR060W	0.17849365071382084	0.53732994150252245	0.99920587787075754
YDR422C	-0.55573006440536987	0.4482245390152988	0.99920587787075754
YDR119W	0.18407091111898707	0.64840917297602907	0.99920587787075754
YDR097C	-0.029797131683225574	0.95906740326046624	0.99920587787075754
YDL160C	-0.37193580432247536	0.55752240054857349	0.99920587787075754
snR13	-0.14060566995470861	0.83425210179303044	0.99920587787075754
YDR228C	0.095662832564719955	0.901737365128783	0.99920587787075754
YDR471W	-0.12948780469433591	0.68494347573975267	0.99920587787075754
YDR089W	0.38549919881608774	0.56903293089227003	0.99920587787075754
YDR275W	0.093989357792904668	0.9108173685171006	0.99920587787075754
YDR129C	-0.11498341058291274	0.66111695290941785	0.99920587787075754
YDL066W	-0.38690264132761482	0.28399632016314968	0.99920587787075754
YDL125C	0.81961683110128991	0.33094453108236033	0.99920587787075754
YDR101C	-0.12535582321529498	0.7158133233043078	0.99920587787075754
YDR212W	-0.42985850628995975	0.1983370504713835	0.99920587787075754
YDL131W	0.37111832155586943	0.45181231006302913	0.99920587787075754
YDR458C	0.31741211009078346	0.64056699722252985	0.99920587787075754
YDR168W	0.145720193249439	0.76098027488223896	0.99920587787075754
