rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	WikiPathways_2019_Mouse	Cytokines and Inflammatory Response WP222	13/27	2.951955708614529e-08	4.723129133783246e-06	10.960119047619049	190.02887681232917	IL10;CSF3;H2-EB1;CSF2;IFNB1;PDGFA;CXCL1;CXCL3;IL1A;IL6;IL7;IL1B;IL12A
2	WikiPathways_2019_Mouse	Glutathione metabolism WP164	10/20	7.812012987483712e-07	6.24961038998697e-05	11.783109404990403	165.6991862499655	GGT5;GSTM2;GCLC;GPX4;IDH1;GSS;G6PDX;GSTA1;GSTT1;GCLM
3	WikiPathways_2019_Mouse	Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways) WP4346	15/49	3.0977358027121083e-06	0.00016521257614464578	5.208317601751869	66.06667075761325	ABCA1;HMGCS1;ELOVL2;NR1H3;MSMO1;HMGCR;HSD17B7;CYP51;FADS2;CH25H;SQLE;SCD2;SC5D;FADS1;FDFT1
4	WikiPathways_2019_Mouse	Spinal Cord Injury WP2432	22/99	6.867383810413907e-06	0.00027469535241655626	3.3803076356267847	40.1875557981219	EPHA4;EGR1;NOS2;GADD45A;XYLT1;CXCL1;CXCL2;RTN4;RHOB;EFNB2;MMP12;CXCL10;NR4A1;IL1A;IL6;CCND1;MYC;IL1B;CCL2;FCGR2B;TLR4;MAPK3
5	WikiPathways_2019_Mouse	Microglia Pathogen Phagocytosis Pathway WP3626	13/41	9.125483634937713e-06	0.0002920154763180068	5.475892857142857	63.54466823882935	C1QB;C1QA;ITGAM;NCF2;PIK3R1;TREM3;TREM1;PIK3CG;SIGLECE;FCGR1;RAC3;LAT;C1QC
6	WikiPathways_2019_Mouse	TYROBP Causal Network WP3625	15/58	2.9799710397258828e-05	0.0007068965754971971	4.116189509508314	42.89485979008444	ABCC4;ITGAM;NCF2;SLC1A5;LHFPL2;SAMSN1;PYCARD;C3;LYL1;SLC7A7;MAF;ADAP2;HLX;SPP1;C1QC
7	WikiPathways_2019_Mouse	Oxidative Stress WP412	10/28	3.092672517800237e-05	0.0007068965754971971	6.543328357147935	67.94520094816018	NQO1;GCLC;NFIX;MAOA;TXNRD1;CAT;MGST1;MT1;MAPK14;SOD1
8	WikiPathways_2019_Mouse	G1 to S cell cycle control WP413	15/61	5.645771849058484e-05	0.0011291543698116	3.847114472288888	37.63254511367335	CDKN1C;CDKN2B;MCM7;GADD45A;CDK7;CCND2;RBL1;CDK6;CCND1;ORC1;MYC;MCM3;MCM5;POLE;MCM2
9	WikiPathways_2019_Mouse	Cholesterol Biosynthesis WP103	7/15	6.720914926631375e-05	0.00119482932029	10.291586845466156	98.87849097537828	SQLE;HMGCS1;SC5D;MSMO1;HMGCR;CYP51;FDFT1
10	WikiPathways_2019_Mouse	Chemokine signaling pathway WP2292	31/190	8.042238264465576e-05	0.0012867581223144	2.3097830963626427	21.777138633176477	GSK3B;SHC2;CXCL9;CCL12;ADCY4;CXCL1;PIK3R1;CXCL2;CXCL5;PIK3CG;ADCY6;PIK3R5;CCL8;CCL7;CXCR3;CCL4;CCL3;CCL2;CSK;CCR5;JAK3;MAPK3;CCR1;PRKCB;STAT3;PPBP;GNG11;CXCL10;ADCY9;RAF1;PF4
11	WikiPathways_2019_Mouse	DNA Replication WP150	11/41	0.0002387171398780828	0.0033526790053442	4.318544600938967	36.017660514758234	POLA1;MCM7;ORC1;POLD1;MCM3;MCM10;CDC7;MCM5;CDC6;POLE;MCM2
12	WikiPathways_2019_Mouse	Eicosanoid Synthesis WP318	7/18	0.00026925246583624674	0.0033526790053442	7.483571345640311	61.51391687189595	ALOX5;ALOX5AP;ALOX12;PTGS2;LTC4S;PTGS1;PTGES
13	WikiPathways_2019_Mouse	Focal Adhesion WP85	29/185	0.0002724051691842228	0.0033526790053442	2.19982645808423	18.056659546102694	GSK3B;ITGAM;ITGB3;PDGFB;PDGFA;LAMC2;PIK3R1;LAMC1;ITGAL;ACTB;PIK3CG;THBS4;PIK3R5;CCND2;CCND1;SPP1;RAC3;ITGB8;JUN;ITGA4;STYK1;PGF;RHOB;ITGAD;BCL2;ZYX;ITGA5;RAF1;MET
14	WikiPathways_2019_Mouse	Lung fibrosis WP3632	13/61	0.0007747030590307751	0.0088472513359352	3.190798611111111	22.855788573772305	CSF3;CSF2;FAM13A;PDGFB;PDGFA;CXCL2;IL6;PLAU;IL1B;CCL4;SPP1;CCL3;CCL2
15	WikiPathways_2019_Mouse	IL-5 Signaling Pathway WP151	14/69	0.0008294298127439301	0.0088472513359352	2.9996851128345674	21.282082144870103	GSK3B;SHC2;JUN;ITGAM;PRKCB;STAT3;PIK3R1;MAPK14;PIK3CG;SOCS1;ALOX5;ALOX5AP;RAF1;MAPK3
16	WikiPathways_2019_Mouse	Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP2841	42/324	0.000942989988174014	0.0094298998817401	1.7651514098697834	12.296847675082091	GSK3B;CSF3;PFKFB4;CSF3R;PFKFB3;ITGAM;PRKAA2;ITGB3;PDGFB;LPAR1;PDGFA;IL6RA;LAMC2;PIK3R1;LAMC1;ITGAL;HIF1A;PIK3CG;THBS4;PIK3R5;COMP;LIPE;KDR;SPP1;EIF4EBP1;ITGB8;JAK3;MAPK3;ANGPT4;ITGA4;NOS2;IFNB1;INSR;GNG11;PGF;TBC1D1;ITGAD;KITL;IL2RA;ITGA5;RAF1;MET
17	WikiPathways_2019_Mouse	Oxidative Damage WP1496	10/42	0.0012575755129204	0.0118360048274863	3.677823096609085	24.56259755572087	C1QB;CDKN1C;C4B;C1QA;GADD45A;C5AR1;BCL2;MAP3K9;TRAF1;C1QC
