39650at2759	Complete	NP_493616.1	1880.0	1470	https://v10-1.orthodb.org/?query=39650at2759	DNA polymerase epsilon catalytic subunit
83779at2759	Complete	NP_502296.1	194.3	228	https://v10-1.orthodb.org/?query=83779at2759	Asparagine synthase
87842at2759	Complete	NP_494788.3	343.1	608	https://v10-1.orthodb.org/?query=87842at2759	Pep3/Vps18/deep orange
97116at2759	Complete	NP_491953.1	1110.5	931	https://v10-1.orthodb.org/?query=97116at2759	WD40/YVTN repeat-like-containing domain superfamily
100698at2759	Complete	NP_499487.1	822.2	498	https://v10-1.orthodb.org/?query=100698at2759	Helicase, C-terminal
142542at2759	Complete	NP_001343606.1	530.9	644	https://v10-1.orthodb.org/?query=142542at2759	Transcription initiation factor TFIID subunit 2
156083at2759	Complete	NP_498785.1	3708.7	1939	https://v10-1.orthodb.org/?query=156083at2759	Pre-mRNA-processing-splicing factor 8
160593at2759	Complete	NP_001367648.1	1306.7	1221	https://v10-1.orthodb.org/?query=160593at2759	Translational activator Gcn1
166920at2759	Complete	NP_499379.2	329.3	592	https://v10-1.orthodb.org/?query=166920at2759	Condensin complex subunit 1
176625at2759	Complete	NP_001364780.1	196.5	382	https://v10-1.orthodb.org/?query=176625at2759	Nrap protein, domain 3
179362at2759	Duplicated	NP_001122999.1	515.3	813	https://v10-1.orthodb.org/?query=179362at2759	Rad50/SbcC-type AAA domain
179362at2759	Duplicated	NP_506070.1	515.3	813	https://v10-1.orthodb.org/?query=179362at2759	Rad50/SbcC-type AAA domain
245208at2759	Complete	NP_497853.1	1465.8	835	https://v10-1.orthodb.org/?query=245208at2759	Splicing factor 3B subunit 1
257318at2759	Complete	NP_499516.1	271.7	290	https://v10-1.orthodb.org/?query=257318at2759	digestive organ expansion factor homolog
261328at2759	Duplicated	NP_001129837.1	394.5	434	https://v10-1.orthodb.org/?query=261328at2759	WD40 repeat
261328at2759	Duplicated	NP_497931.2	394.1	434	https://v10-1.orthodb.org/?query=261328at2759	WD40 repeat
261328at2759	Duplicated	NP_497930.2	392.7	434	https://v10-1.orthodb.org/?query=261328at2759	WD40 repeat
261419at2759	Duplicated	NP_001369860.1	281.6	408	https://v10-1.orthodb.org/?query=261419at2759	Ribosome control protein 1
261419at2759	Duplicated	NP_496328.2	281.6	408	https://v10-1.orthodb.org/?query=261419at2759	Ribosome control protein 1
270107at2759	Duplicated	NP_001249297.1	523.6	599	https://v10-1.orthodb.org/?query=270107at2759	GPI ethanolamine phosphate transferase 1
270107at2759	Duplicated	NP_001249296.1	520.2	599	https://v10-1.orthodb.org/?query=270107at2759	GPI ethanolamine phosphate transferase 1
271586at2759	Complete	NP_505626.1	205.2	352	https://v10-1.orthodb.org/?query=271586at2759	Tetratricopeptide repeat
290630at2759	Complete	NP_491653.2	594.5	478	https://v10-1.orthodb.org/?query=290630at2759	WD40 repeat
293315at2759	Complete	NP_001255109.1	586.4	572	https://v10-1.orthodb.org/?query=293315at2759	DNA polymerase
296129at2759	Complete	NP_491574.1	997.8	710	https://v10-1.orthodb.org/?query=296129at2759	RNA cytidine acetyltransferase
299766at2759	Complete	NP_495663.1	420.1	418	https://v10-1.orthodb.org/?query=299766at2759	DNA polymerase, Y-family, little finger domain
306227at2759	Complete	NP_492215.1	424.9	445	https://v10-1.orthodb.org/?query=306227at2759	Vacuole morphology and inheritance protein 14
320059at2759	Complete	NP_506055.2	863.5	452	https://v10-1.orthodb.org/?query=320059at2759	Radical SAM
324863at2759	Complete	NP_496498.1	423.2	553	https://v10-1.orthodb.org/?query=324863at2759	RuvA domain 2-like
325552at2759	Duplicated	NP_001024356.1	379.3	425	https://v10-1.orthodb.org/?query=325552at2759	WD40 repeat
325552at2759	Duplicated	NP_506733.1	393.6	375	https://v10-1.orthodb.org/?query=325552at2759	WD40 repeat
330169at2759	Complete	NP_505071.1	318.5	335	https://v10-1.orthodb.org/?query=330169at2759	Mannosyltransferase
331411at2759	Complete	NP_495825.1	387.2	401	https://v10-1.orthodb.org/?query=331411at2759	Tetratricopeptide-like helical domain superfamily
341721at2759	Complete	NP_504292.2	230.7	374	https://v10-1.orthodb.org/?query=341721at2759	Nucleolar complex-associated protein 3
345441at2759	Complete	NP_501500.1	414.1	379	https://v10-1.orthodb.org/?query=345441at2759	Phosphoacetylglucosamine mutase
355408at2759	Duplicated	NP_504547.1	757.7	553	https://v10-1.orthodb.org/?query=355408at2759	Tetratricopeptide repeat-containing domain
355408at2759	Duplicated	NP_001122979.1	753.8	553	https://v10-1.orthodb.org/?query=355408at2759	Tetratricopeptide repeat-containing domain
369837at2759	Complete	NP_495841.1	208.6	379	https://v10-1.orthodb.org/?query=369837at2759	Translation initiation factor eIF-2B subunit epsilon
375960at2759	Complete	NP_501489.3	254.0	298	https://v10-1.orthodb.org/?query=375960at2759	DNA polymerase epsilon subunit
383503at2759	Complete	NP_495799.1	336.0	345	https://v10-1.orthodb.org/?query=383503at2759	Splicing factor 3A subunit 3
388820at2759	Complete	NP_001369795.1	453.9	570	https://v10-1.orthodb.org/?query=388820at2759	WD40 repeat
390348at2759	Duplicated	NP_001335514.1	1133.9	734	https://v10-1.orthodb.org/?query=390348at2759	Pyridoxal phosphate-dependent transferase
390348at2759	Duplicated	NP_495209.1	1133.3	734	https://v10-1.orthodb.org/?query=390348at2759	Pyridoxal phosphate-dependent transferase
392369at2759	Duplicated	NP_001076631.1	371.5	345	https://v10-1.orthodb.org/?query=392369at2759	GMP synthase, C-terminal
392369at2759	Duplicated	NP_001022257.2	371.1	345	https://v10-1.orthodb.org/?query=392369at2759	GMP synthase, C-terminal
392369at2759	Duplicated	NP_001022256.2	371.0	345	https://v10-1.orthodb.org/?query=392369at2759	GMP synthase, C-terminal
396755at2759	Complete	NP_001255000.1	410.4	638	https://v10-1.orthodb.org/?query=396755at2759	Tetratricopeptide repeat
418107at2759	Complete	NP_001370319.1	411.5	347	https://v10-1.orthodb.org/?query=418107at2759	WD40-repeat-containing domain
426305at2759	Complete	NP_001379304.1	436.1	471	https://v10-1.orthodb.org/?query=426305at2759	Sda1
450058at2759	Complete	NP_001022690.2	205.7	283	https://v10-1.orthodb.org/?query=450058at2759	Reduced growth phenotype protein 1
453044at2759	Complete	NP_503138.1	312.1	297	https://v10-1.orthodb.org/?query=453044at2759	Zinc finger, ZPR1-type
457861at2759	Duplicated	NP_001293440.1	68.9	134	https://v10-1.orthodb.org/?query=457861at2759	Autophagy protein 5
