1	2	1	99062180	2.0
12	1	12	23235100	0.08333333333333333
13	2	13	22362767	0.15384615384615385
14	1	14	23265108	0.07142857142857142
17	2	17	16938386	0.11764705882352941
19	3	19	12787533	0.15789473684210525
2	6	2	123451405	3.0
21	1	21	13093161	0.047619047619047616
24	1	24	11344391	0.041666666666666664
26	1	26	46055897	0.038461538461538464
29	1	29	3496993	0.034482758620689655
3	5	3	121534940	1.6666666666666667
30	1	30	22021689	0.03333333333333333
4	3	4	8011800	0.75
5	5	5	76278832	1.0
6	2	6	66143299	0.3333333333333333
8	1	8	38659334	0.125
9	2	9	33574751	0.2222222222222222
