metric	value
source_url	https://zenodo.org/records/8313962/files/scATAC.zip?download=1
source_md5	170c7fc2d94f9135365fada77ebb1125
peaks_member	scATAC/peaks.bed
total_peak_rows	530910
malformed_rows	0
target_label	5
target_label_count	0
label_CO/E1_count	15179
label_CO/E2_count	23696
label_CO/L1_count	32573
label_CO/L2_count	37539
label_COC/E1_count	30214
label_COC/E2_count	23500
label_COC/E3_count	27541
label_COC/L1_count	6907
label_COC/L2_count	18844
label_COC/L3_count	17471
label_COC/L4_count	13119
label_COC/L5_count	21090
label_K1_count	28388
label_OC1_count	39006
label_OC2_count	51449
label_OC3_count	21137
label_OC4_count	37309
label_S1_count	19750
label_S2_count	32863
label_S3_count	28260
label_NA_count	5075
