pathway_id	pathway_name	gene_id
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_09400
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_09410
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_09420
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_09440
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_09450
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_09470
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_09480
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_09490
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_30630
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_39880
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_39890
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_39910
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_39925
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_39960
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_39970
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_09410
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_09420
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_09440
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_09450
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_09460
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_09470
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_09480
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_09520
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_09530
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_16250
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_19100
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_19110
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_19120
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_19130
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_20610
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_30630
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_31290
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_39880
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_39890
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_39910
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_39925
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_39945
