pathway_id	pathway_name	gene_id
pau01310	Nitrogen cycle - Pseudomonas aeruginosa UCBPP-PA14	PA14_06750
pau01310	Nitrogen cycle - Pseudomonas aeruginosa UCBPP-PA14	PA14_06810
pau01310	Nitrogen cycle - Pseudomonas aeruginosa UCBPP-PA14	PA14_06830
pau01310	Nitrogen cycle - Pseudomonas aeruginosa UCBPP-PA14	PA14_20200
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_06740
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_10330
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_55850
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_55860
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_55880
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_55890
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_55900
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_55920
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_55930
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_55940
pau00910	Nitrogen metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_06750
pau00910	Nitrogen metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_06810
pau00910	Nitrogen metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_06830
pau00910	Nitrogen metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_20200
pau04146	Peroxisome - Pseudomonas aeruginosa UCBPP-PA14	PA14_58000
pau04146	Peroxisome - Pseudomonas aeruginosa UCBPP-PA14	PA14_61040
pau01503	Cationic antimicrobial peptide (CAMP) resistance - Pseudomonas aeruginosa UCBPP-PA14	PA14_10330
pau01503	Cationic antimicrobial peptide (CAMP) resistance - Pseudomonas aeruginosa UCBPP-PA14	PA14_16250
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_16250
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_31290
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_40260
pau00380	Tryptophan metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_61040
pau00020	Citrate cycle (TCA cycle) - Pseudomonas aeruginosa UCBPP-PA14	PA14_58030
pau00030	Pentose phosphate pathway - Pseudomonas aeruginosa UCBPP-PA14	PA14_53290
pau01501	beta-Lactam resistance - Pseudomonas aeruginosa UCBPP-PA14	PA14_10330
pau00720	Other carbon fixation pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_58030
pau00250	Alanine, aspartate and glutamate metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_00640
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	PA14_06750
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	PA14_06810
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	PA14_06830
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	PA14_20200
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	PA14_58030
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	PA14_10340
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	PA14_20180
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	PA14_40240
pau01200	Carbon metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_58030
pau01200	Carbon metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_61040
pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	PA14_06740
pau00630	Glyoxylate and dicarboxylate metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_61040
pau00620	Pyruvate metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_58030
pau03070	Bacterial secretion system - Pseudomonas aeruginosa UCBPP-PA14	PA14_10330
pau02025	Biofilm formation - Pseudomonas aeruginosa - Pseudomonas aeruginosa UCBPP-PA14	PA14_31290
pau01230	Biosynthesis of amino acids - Pseudomonas aeruginosa UCBPP-PA14	PA14_00640
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_00640
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_58030
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_61040
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_00640
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_06740
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_06750
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_06810
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_06830
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_20200
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_53290
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_58030
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_61040
