pathway_id	pathway_name	foreground_hits	pathway_genes_in_universe	foreground_genes_in_universe	universe_genes	p_value	adjusted_p_value	foreground_hit_genes
pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	10	16	66	2048	4.14791305616e-12	5.68264088695e-10	PA14_33450,PA14_36570,PA14_36580,PA14_36590,PA14_36605,PA14_36630,PA14_36710,PA14_36730,PA14_36740,PA14_36840
pau01310	Nitrogen cycle - Pseudomonas aeruginosa UCBPP-PA14	4	12	66	2048	0.000401219949551	0.0268915243633	PA14_06750,PA14_06810,PA14_06830,PA14_20200
pau00910	Nitrogen metabolism - Pseudomonas aeruginosa UCBPP-PA14	6	34	66	2048	0.000588865497006	0.0268915243633	PA14_06750,PA14_06810,PA14_06830,PA14_13750,PA14_13770,PA14_20200
pau03450	Non-homologous end-joining - Pseudomonas aeruginosa UCBPP-PA14	2	2	66	2048	0.00102331537005	0.0350485514243	PA14_36760,PA14_36910
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	17	265	66	2048	0.00316569112064	0.0867399367056	PA14_06740,PA14_10330,PA14_11120,PA14_44340,PA14_44350,PA14_44360,PA14_55780,PA14_55810,PA14_55850,PA14_55860,PA14_55880,PA14_55890,PA14_55900,PA14_55920,PA14_55930,PA14_55940,PA14_61500
pau04146	Peroxisome - Pseudomonas aeruginosa UCBPP-PA14	3	14	66	2048	0.00902404782036	0.206049091898	PA14_36810,PA14_58000,PA14_61040
pau00860	Porphyrin metabolism - Pseudomonas aeruginosa UCBPP-PA14	5	52	66	2048	0.0240449370943	0.470593768845	PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710
pau00380	Tryptophan metabolism - Pseudomonas aeruginosa UCBPP-PA14	3	26	66	2048	0.0489832251099	0.838837730007	PA14_36810,PA14_37610,PA14_61040
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	20	444	66	2048	0.0612904071368	0.932976197527	PA14_00640,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_30630,PA14_33450,PA14_36570,PA14_36580,PA14_36590,PA14_36605,PA14_36630,PA14_36710,PA14_36730,PA14_36810,PA14_36840,PA14_40040,PA14_58030,PA14_61040
pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	4	58	66	2048	0.114106573914	1	PA14_06740,PA14_44340,PA14_44350,PA14_44360
pau00920	Sulfur metabolism - Pseudomonas aeruginosa UCBPP-PA14	4	59	66	2048	0.119570068618	1	PA14_19540,PA14_19560,PA14_19570,PA14_19580
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	6	111	66	2048	0.143920533105	1	PA14_16250,PA14_30630,PA14_31290,PA14_40260,PA14_45940,PA14_45960
