pathway_id	pathway_name	foreground_hits	pathway_genes_in_universe	foreground_genes_in_universe	universe_genes	p_value	adjusted_p_value	foreground_hit_genes
pau01310	Nitrogen cycle - Pseudomonas aeruginosa UCBPP-PA14	4	12	25	2048	8.02010137131e-06	0.00109875388787	PA14_06750,PA14_06810,PA14_06830,PA14_20200
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	10	265	25	2048	0.000611008741572	0.0286112692041	PA14_06740,PA14_10330,PA14_55850,PA14_55860,PA14_55880,PA14_55890,PA14_55900,PA14_55920,PA14_55930,PA14_55940
pau00910	Nitrogen metabolism - Pseudomonas aeruginosa UCBPP-PA14	4	34	25	2048	0.000626524143156	0.0286112692041	PA14_06750,PA14_06810,PA14_06830,PA14_20200
pau04146	Peroxisome - Pseudomonas aeruginosa UCBPP-PA14	2	14	25	2048	0.0119033224243	0.407688793034	PA14_58000,PA14_61040
pau01503	Cationic antimicrobial peptide (CAMP) resistance - Pseudomonas aeruginosa UCBPP-PA14	2	31	25	2048	0.0536065034556	1	PA14_10330,PA14_16250
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	3	111	25	2048	0.150305388723	1	PA14_16250,PA14_31290,PA14_40260
pau00380	Tryptophan metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	26	25	2048	0.274804132387	1	PA14_61040
pau00020	Citrate cycle (TCA cycle) - Pseudomonas aeruginosa UCBPP-PA14	1	29	25	2048	0.301384867845	1	PA14_58030
pau00030	Pentose phosphate pathway - Pseudomonas aeruginosa UCBPP-PA14	1	29	25	2048	0.301384867845	1	PA14_53290
pau01501	beta-Lactam resistance - Pseudomonas aeruginosa UCBPP-PA14	1	34	25	2048	0.343620280138	1	PA14_10330
pau00720	Other carbon fixation pathways - Pseudomonas aeruginosa UCBPP-PA14	1	35	25	2048	0.351767992648	1	PA14_58030
pau00250	Alanine, aspartate and glutamate metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	36	25	2048	0.359818564026	1	PA14_00640
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	5	324	25	2048	0.360841794138	1	PA14_06750,PA14_06810,PA14_06830,PA14_20200,PA14_58030
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	3	202	25	2048	0.454204230432	1	PA14_10340,PA14_20180,PA14_40240
pau01200	Carbon metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	129	25	2048	0.474013974187	1	PA14_58030,PA14_61040
pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	1	58	25	2048	0.514478140735	1	PA14_06740
pau00630	Glyoxylate and dicarboxylate metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	63	25	2048	0.544248222453	1	PA14_61040
pau00620	Pyruvate metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	64	25	2048	0.549988169273	1	PA14_58030
pau03070	Bacterial secretion system - Pseudomonas aeruginosa UCBPP-PA14	1	97	25	2048	0.704883221603	1	PA14_10330
pau02025	Biofilm formation - Pseudomonas aeruginosa - Pseudomonas aeruginosa UCBPP-PA14	1	111	25	2048	0.753784196823	1	PA14_31290
pau01230	Biosynthesis of amino acids - Pseudomonas aeruginosa UCBPP-PA14	1	146	25	2048	0.844371247963	1	PA14_00640
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	3	444	25	2048	0.932480753282	1	PA14_00640,PA14_58030,PA14_61040
