2026-08-24 05:40:37,820|caper.cli|INFO| Cromwell stdout: /jetstream2/scratch/main/jobs/79325673/working/cromwell.out
2026-08-24 05:40:37,841|caper.caper_base|INFO| Creating a timestamped temporary directory. /jetstream2/scratch/main/jobs/79325673/working/caper_out/.caper_tmp/atac/20260824_054037_823309
2026-08-24 05:40:37,841|caper.caper_runner|INFO| Localizing files on work_dir. /jetstream2/scratch/main/jobs/79325673/working/caper_out/.caper_tmp/atac/20260824_054037_823309
2026-08-24 05:40:37,938|autouri.autouri|INFO| cp: (1fe7ead1) started. src=https://www.encodeproject.org/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/@@download/GRCh38_no_alt_analysis_set_GCA_000001405.15.fasta.gz, dest=/jetstream2/scratch/main/jobs/79325673/working/caper_out/.caper_tmp/caf534ed3cf684406e731d19be272b4a/GRCh38_no_alt_analysis_set_GCA_000001405.15.fasta.gz
2026-08-24 05:41:04,815|autouri.autouri|INFO| cp: (1fe7ead1) done.
2026-08-24 05:41:04,817|autouri.autouri|INFO| cp: (51844b92) started. src=https://www.encodeproject.org/files/GRCh38_no_alt_analysis_set_GCA_000001405.15_mito_only/@@download/GRCh38_no_alt_analysis_set_GCA_000001405.15_mito_only.fasta.gz, dest=/jetstream2/scratch/main/jobs/79325673/working/caper_out/.caper_tmp/f43b63a83784d3ec8055f1a22168ed89/GRCh38_no_alt_analysis_set_GCA_000001405.15_mito_only.fasta.gz
2026-08-24 05:41:05,307|autouri.autouri|INFO| cp: (51844b92) done.
2026-08-24 05:41:05,308|autouri.autouri|INFO| cp: (0157490c) started. src=https://www.encodeproject.org/files/ENCFF356LFX/@@download/ENCFF356LFX.bed.gz, dest=/jetstream2/scratch/main/jobs/79325673/working/caper_out/.caper_tmp/f183dcba5d34f959d8b55ed438ee2e22/ENCFF356LFX.bed.gz
2026-08-24 05:41:05,814|autouri.autouri|INFO| cp: (0157490c) done.
2026-08-24 05:41:06,399|autouri.autouri|INFO| cp: (878cf700) started. src=https://www.encodeproject.org/files/GRCh38_EBV.chrom.sizes/@@download/GRCh38_EBV.chrom.sizes.tsv, dest=/jetstream2/scratch/main/jobs/79325673/working/caper_out/.caper_tmp/c52f52c7bfa357f55a39b1de7e4d0b0c/GRCh38_EBV.chrom.sizes.tsv
2026-08-24 05:41:06,899|autouri.autouri|INFO| cp: (878cf700) done.
2026-08-24 05:41:06,901|autouri.autouri|INFO| cp: (fb2a93b2) started. src=https://www.encodeproject.org/files/ENCFF110MCL/@@download/ENCFF110MCL.tar.gz, dest=/jetstream2/scratch/main/jobs/79325673/working/caper_out/.caper_tmp/3ff4ac4c3f59d096b1a3842a182072ae/ENCFF110MCL.tar.gz
2026-08-24 05:44:14,325|autouri.autouri|INFO| cp: (fb2a93b2) done.
2026-08-24 05:44:14,328|autouri.autouri|INFO| cp: (49784ebb) started. src=https://www.encodeproject.org/files/GRCh38_no_alt_analysis_set_GCA_000001405.15_mito_only_bowtie2_index/@@download/GRCh38_no_alt_analysis_set_GCA_000001405.15_mito_only_bowtie2_index.tar.gz, dest=/jetstream2/scratch/main/jobs/79325673/working/caper_out/.caper_tmp/df5193e07055d13c48be59bacd0f56b8/GRCh38_no_alt_analysis_set_GCA_000001405.15_mito_only_bowtie2_index.tar.gz
2026-08-24 05:44:15,020|autouri.autouri|INFO| cp: (49784ebb) done.
2026-08-24 05:44:15,021|autouri.autouri|INFO| cp: (9c40caed) started. src=https://www.encodeproject.org/files/ENCFF643CGH/@@download/ENCFF643CGH.tar.gz, dest=/jetstream2/scratch/main/jobs/79325673/working/caper_out/.caper_tmp/8c692fba4640609720272154ab0faa30/ENCFF643CGH.tar.gz
2026-08-24 05:46:38,500|autouri.autouri|INFO| cp: (9c40caed) done.
2026-08-24 05:46:38,501|autouri.autouri|INFO| cp: (2533d977) started. src=https://www.encodeproject.org/files/GRCh38_no_alt_analysis_set_GCA_000001405.15_mito_only_bwa_index/@@download/GRCh38_no_alt_analysis_set_GCA_000001405.15_mito_only_bwa_index.tar.gz, dest=/jetstream2/scratch/main/jobs/79325673/working/caper_out/.caper_tmp/d3dff25534e93d893902540d81e4f475/GRCh38_no_alt_analysis_set_GCA_000001405.15_mito_only_bwa_index.tar.gz
