#column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	outliers	A_Count	C_Count	G_Count	T_Count	N_Count	other_bases	other_base_count
1	120000	2	34	3786871	31.557258	31.000000	31.000000	34.000000	3.000000	27	34	2,10,16,18,19,22,23,25,26	14005	47430	36209	22267	89		
2	120000	2	34	3806436	31.720300	31.000000	31.000000	34.000000	3.000000	27	34	2,10,16,18,19,22,23,25,26	24162	30504	27982	37352	0		
3	120000	2	34	3767120	31.392667	31.000000	31.000000	34.000000	3.000000	27	34	2,10,16,18,19,22,23,25,26	27991	29639	33897	28473	0		
4	120000	2	37	4222856	35.190467	35.000000	37.000000	37.000000	2.000000	32	37	2,10,15,16,19,22,25,26,27,28,29,30,31	34775	28043	34951	22231	0		
5	120000	2	37	4233201	35.276675	35.000000	37.000000	37.000000	2.000000	32	37	2,10,15,16,19,22,25,26,27,28,29,30,31	36021	24391	34474	25111	3		
6	120000	2	38	4248421	35.403508	35.000000	37.000000	37.000000	2.000000	32	38	2,8,10,11,14,15,16,17,18,19,21,22,23,25,26,27,28,29,30,31	40324	26833	27420	25410	13		
7	120000	2	38	4250661	35.422175	35.000000	37.000000	37.000000	2.000000	32	38	2,8,10,11,12,14,15,16,17,18,19,21,22,23,25,26,27,28,29,30,31	20028	28017	23663	48292	0		
8	120000	2	38	4251058	35.425483	35.000000	37.000000	37.000000	2.000000	32	38	2,5,8,10,11,12,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31	25879	35484	26725	31912	0		
9	120000	2	39	3853380	32.111500	33.000000	38.000000	39.000000	6.000000	25	39	2,5,6,7,8,10,11,14,15,16,17,18,19,20,21,22,23	23454	28421	27009	30160	10956		
10	120000	2	39	4071261	33.927175	33.000000	38.000000	39.000000	6.000000	24	39	2,5,6,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23	41775	23431	28468	26325	1		
11	120000	2	39	4307725	35.897708	34.000000	38.000000	39.000000	5.000000	27	39	2,5,6,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26	29163	33777	33637	23422	1		
12	120000	2	39	4384729	36.539408	35.000000	38.000000	39.000000	4.000000	29	39	2,5,6,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	26494	32059	29079	32368	0		
13	120000	2	39	4415600	36.796667	37.000000	39.000000	39.000000	2.000000	34	39	2,5,6,8,10,11,12,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33	30232	28096	27415	34255	2		
14	120000	2	41	4559419	37.995158	37.000000	40.000000	41.000000	4.000000	31	41	2,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	30239	28732	28626	32382	21		
15	120000	2	41	4560808	38.006733	37.000000	40.000000	41.000000	4.000000	31	41	2,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	30240	29180	29047	31533	0		
16	120000	2	41	4543591	37.863258	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	29712	29574	29520	31194	0		
17	120000	2	41	4550161	37.918008	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	30486	29317	29459	30738	0		
18	120000	2	41	4540867	37.840558	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	30848	29020	29218	30914	0		
19	120000	2	41	4550857	37.923808	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	30394	29255	29295	31056	0		
20	120000	2	41	4558151	37.984592	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	30481	29528	29295	30696	0		
21	120000	2	41	4560670	38.005583	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	30639	29281	29031	31049	0		
22	120000	2	41	4547130	37.892750	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	30335	29397	29474	30794	0		
23	120000	2	41	4541071	37.842258	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	30800	29215	29609	30376	0		
24	120000	2	41	4539251	37.827092	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	31270	28952	29209	30569	0		
25	120000	2	41	4531256	37.760467	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	30617	29314	29726	30343	0		
26	120000	2	41	4513993	37.616608	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	30977	29351	29501	30171	0		
27	120000	2	41	4500997	37.508308	37.000000	39.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	30757	29435	29332	30476	0		
28	120000	2	41	4477776	37.314800	36.000000	39.000000	41.000000	5.000000	29	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	30599	29116	29632	30653	0		
29	120000	2	41	4472491	37.270758	36.000000	39.000000	41.000000	5.000000	29	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	30657	29684	29266	30393	0		
30	120000	2	41	4447844	37.065367	36.000000	39.000000	41.000000	5.000000	29	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	31005	28910	29492	30593	0		
31	120000	2	41	4451149	37.092908	36.000000	39.000000	41.000000	5.000000	29	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	30620	29543	28949	30888	0		
32	120000	2	41	4445179	37.043158	36.000000	39.000000	40.000000	4.000000	30	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29	30771	29711	29219	30299	0		
33	120000	2	41	4434525	36.954375	36.000000	39.000000	40.000000	4.000000	30	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29	30910	29195	29103	30792	0		
34	120000	2	41	4425775	36.881458	36.000000	39.000000	40.000000	4.000000	30	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29	30658	29725	29457	30160	0		
35	120000	2	41	4411171	36.759758	35.000000	39.000000	40.000000	5.000000	28	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	30898	29336	29525	30241	0		
