SAMPLE_105 SAMPLE_105 0 0 1 -9
SAMPLE_175 SAMPLE_175 0 0 2 -9
SAMPLE_146 SAMPLE_146 0 0 1 -9
SAMPLE_176 SAMPLE_176 0 0 2 -9
SAMPLE_093 SAMPLE_093 0 0 1 -9
SAMPLE_205 SAMPLE_205 0 0 2 -9
SAMPLE_157 SAMPLE_157 0 0 1 -9
SAMPLE_071 SAMPLE_071 0 0 2 -9
SAMPLE_151 SAMPLE_151 0 0 1 -9
SAMPLE_174 SAMPLE_174 0 0 2 -9
SAMPLE_088 SAMPLE_088 0 0 1 -9
SAMPLE_044 SAMPLE_044 0 0 2 -9
SAMPLE_007 SAMPLE_007 0 0 1 -9
SAMPLE_148 SAMPLE_148 0 0 2 -9
SAMPLE_202 SAMPLE_202 0 0 1 -9
SAMPLE_097 SAMPLE_097 0 0 2 -9
SAMPLE_145 SAMPLE_145 0 0 1 -9
SAMPLE_121 SAMPLE_121 0 0 2 -9
SAMPLE_034 SAMPLE_034 0 0 1 -9
SAMPLE_014 SAMPLE_014 0 0 2 -9
SAMPLE_183 SAMPLE_183 0 0 1 -9
SAMPLE_087 SAMPLE_087 0 0 2 -9
SAMPLE_069 SAMPLE_069 0 0 1 -9
SAMPLE_061 SAMPLE_061 0 0 2 -9
SAMPLE_160 SAMPLE_160 0 0 1 -9
SAMPLE_108 SAMPLE_108 0 0 2 -9
SAMPLE_066 SAMPLE_066 0 0 1 -9
SAMPLE_133 SAMPLE_133 0 0 2 -9
SAMPLE_127 SAMPLE_127 0 0 1 -9
SAMPLE_008 SAMPLE_008 0 0 2 -9
SAMPLE_026 SAMPLE_026 0 0 1 -9
SAMPLE_073 SAMPLE_073 0 0 2 -9
SAMPLE_167 SAMPLE_167 0 0 1 -9
SAMPLE_173 SAMPLE_173 0 0 2 -9
SAMPLE_086 SAMPLE_086 0 0 1 -9
SAMPLE_085 SAMPLE_085 0 0 2 -9
SAMPLE_009 SAMPLE_009 0 0 1 -9
SAMPLE_156 SAMPLE_156 0 0 2 -9
SAMPLE_006 SAMPLE_006 0 0 2 -9
SAMPLE_070 SAMPLE_070 0 0 1 -9
SAMPLE_113 SAMPLE_113 0 0 2 -9
SAMPLE_043 SAMPLE_043 0 0 1 -9
SAMPLE_119 SAMPLE_119 0 0 1 -9
SAMPLE_126 SAMPLE_126 0 0 2 -9
SAMPLE_204 SAMPLE_204 0 0 1 -9
SAMPLE_112 SAMPLE_112 0 0 2 -9
SAMPLE_052 SAMPLE_052 0 0 1 -9
SAMPLE_107 SAMPLE_107 0 0 2 -9
SAMPLE_139 SAMPLE_139 0 0 2 -9
SAMPLE_115 SAMPLE_115 0 0 1 -9
SAMPLE_018 SAMPLE_018 0 0 2 -9
SAMPLE_072 SAMPLE_072 0 0 2 -9
SAMPLE_166 SAMPLE_166 0 0 1 -9
SAMPLE_020 SAMPLE_020 0 0 2 -9
SAMPLE_172 SAMPLE_172 0 0 1 -9
SAMPLE_101 SAMPLE_101 0 0 2 -9
