gene	log2_fold_change	p_value	fdr
MTATP6P1	1.41781808559931	1.67834547212884e-07	0.000239835567967211
CDKL5	0.846996819787717	1.72562246727666e-06	0.00123295725286917
UFD1	-0.806141675834671	3.51284151359955e-06	0.00139850336167118
MS4A4E	0.793084434951367	3.91463502217265e-06	0.00139850336167118
MTND1P23	-3.30965407450686	5.59668971525281e-06	0.00159953392061925
FOSB	1.06973447921749	8.96113032568019e-06	0.00204198102722291
CLTA	-0.648679795778775	1.00027062215258e-05	0.00204198102722291
TSGA10	0.584157725262159	9.2651498050289e-05	0.0146770849645115
BLOC1S1	-0.694132619673327	9.51257705988211e-05	0.0146770849645115
ACTG1	-0.753225183954845	0.000109785792326466	0.0146770849645115
IFI16	-0.699839154125348	0.00011297966032864	0.0146770849645115
H1-2	-1.76672991777464	0.000128851458292712	0.0153440611583571
DNAJC21	-0.664387095789338	0.000144533397359484	0.0158875557559002
KDM6B	0.715899199060321	0.000179499880962591	0.0173767874058687
SIRT2	0.522762063643131	0.000182401547297432	0.0173767874058687
ZNHIT1	-0.66954326646397	0.000213769023874906	0.0190922459448275
P2RX7	0.617221051506542	0.000234649356623185	0.0197243488596783
MT-ND4L	0.695250026177893	0.000282327254290325	0.0224136470211597
PFN1	-0.610878631631376	0.00033244998924183	0.0250037386645566
GAPDH	-0.607821204209619	0.000361641103096343	0.0258392568162337
FXR2	0.585746320141725	0.000427503429413614	0.027430150939482
MAP3K11	0.506283420640982	0.000458732805952376	0.027430150939482
FGFR1OP2	-0.635280314236472	0.000484247818099712	0.027430150939482
PRR11	0.540635998886288	0.000484593005097044	0.027430150939482
S100A4	-0.84792403530965	0.000494333288414216	0.027430150939482
TSPAN10	0.605059903069352	0.000499079023391555	0.027430150939482
NR4A2	0.896378354811548	0.000521400893257962	0.0275956250542825
NDUFA13	-0.667535898623847	0.000608740462388597	0.0279427372283145
TMEM212	0.530108760877314	0.000613021191018747	0.0279427372283145
CERCAM	0.545310345973356	0.00061709377188781	0.0279427372283145
TXNL1	-0.584913625642753	0.000646944950461061	0.0279427372283145
MTND2P28	0.680492542133668	0.000648211281169722	0.0279427372283145
TXN	-0.621787131007243	0.000659039435729197	0.0279427372283145
CD63	-0.64468812252925	0.000674707444921204	0.0279427372283145
COX6A1	-0.563067464822974	0.000684391744570335	0.0279427372283145
OPHN1	0.554011905809578	0.000731756429638585	0.0284789717704888
PRELID1	-0.57597786950343	0.000737384153609577	0.0284789717704888
POMP	-0.607858722026417	0.00076549205615722	0.0287865302170702
