	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9
IL17F	0.5522203745848856	0.0	0.0	0.4375610696029189	0.0	1.2286796247827445	0.0	0.5177669574071957	1.0265671076221516
LCE3D	400.35977157404204	2.8767834717846488	3.232887295770943	318.3455672756509	13.624536268117426	404.3507852683463	5.336686914298611	425.5469093267807	253.4337546942187
IL22	0.6212479214079963	0.0	0.0	0.3977827905481081	0.0	1.4206608161550482	0.0	0.48900212644012925	0.44912310958469137
CD3E	1.380550936462214	1.0153353429828171	0.5502786886418627	2.5458098595078917	0.9731811620083876	2.5341517261144104	1.036249886271575	3.049072082509041	2.5664177690553793
CD2	3.1062396070399814	1.18455790014662	0.6878483608023284	5.648515625783135	1.0616521767364229	6.52736050665833	1.9170622896024136	8.543154797218728	5.9027608688273725
IL17A	1.7947162174008782	0.0	0.0	1.5115746040828106	0.0	1.1518871482338229	0.0	1.0355339148143914	3.2721826555456084
KRT6B	6033.55981271446	305.33390064255497	225.06398365452182	3235.2867703649276	49.7207102771558	1226.375850486277	68.85880494274616	5293.850726347938	3068.2166033499325
PRF1	1.4495784832853247	1.5230030144742257	0.6878483608023284	3.301597161549297	1.4155362356485637	1.6894344840762736	0.7771874147036812	2.0135381676946498	1.6681715498859966
IFNG	1.2424958428159927	0.0	0.0	1.3922397669183784	0.0	0.8063210037636761	0.05181249431357875	0.6903559432095943	0.7057648864902293
S100A7	5356.399578379744	5.527936867350894	3.301672131851176	7364.789253882002	13.270652209205286	8333.020403991397	9.896186413893542	6566.349318669022	7468.724831060738
DEFB4B	25.8163025118434	0.0	0.0	11.137918135347027	0.0	4.2235862101906845	0.0	4.372254306994097	160.0161479006029
S100A9	14929.830047276966	7.332977477098124	11.211928281077952	15388.784148260329	20.082920343264	14053.445567073659	17.668060560930353	13407.460302735464	18211.942093659236
CD8A	3.1752671538630923	1.128150381092019	0.825418032962794	4.415388975083999	0.8847101472803524	3.8780200657205373	0.5181249431357875	3.0203072515419747	2.6305782132817637
SPRR2B	423.9671925875459	0.11281503810920192	0.13756967216046567	586.0533853145276	0.8847101472803524	483.7542060199312	0.8808124033308388	394.912364346855	328.3731535506358
CXCL1	25.195054590435404	0.11281503810920192	0.0	24.94098096736638	0.0	12.709154868846513	0.1036249886271575	1.2944173935179892	27.011547019307866
CCL20	6.074424120433742	0.05640751905460096	0.0	6.762307439317838	0.08847101472803523	24.995951116673957	0.5181249431357875	6.529616629524079	32.91430788813524
S100A8	11021.0761808715	6.204827096006105	10.868004100676787	12117.537813629853	14.951601489037955	10834.84249747871	16.11368573152299	10656.017926242659	13711.15109162259
SPRR2A	1526.8893357272086	0.16922255716380286	0.48149385256162985	1928.7691948096665	1.0616521767364229	1133.0345952410628	0.1036249886271575	1323.9013452592324	978.4467744523633
KRT17	4099.546005824544	403.99065146905207	557.776235774608	2518.203733843853	180.21545700100776	2140.513491324639	178.02773046145657	6052.149200301743	2833.9668214794024
S100A12	56.18842311401211	0.0	0.06878483608023284	54.57579886320043	0.0	29.065952373766798	0.1036249886271575	30.778369134761075	42.79501629899845
PI3	1011.5986986926873	0.7897052667644133	1.1693422133639582	2020.6967977053343	2.8310724712971274	891.1382941119599	3.056937164501146	1201.0755170298587	1445.8556106415742
CD3D	1.4495784832853247	1.0153353429828171	0.27513934432093134	2.8242578128915676	0.5308260883682114	3.110095300231322	1.5543748294073625	5.091375081170757	2.6305782132817637
GZMB	5.177066011733302	0.28203759527300476	0.825418032962794	9.188782461661297	0.3538840589121409	3.3404727298780865	0.41449995450863	2.157362322529982	2.8872199901873015
DEFB4A	1137.0907788171025	0.0	0.2063545082406985	516.600510084828	0.2654130441841057	199.31487288272584	0.05181249431357875	270.1592924426879	431.2223456455301
CD3G	1.863743764223989	0.6204827096006105	0.6878483608023284	2.665144696672324	0.3538840589121409	2.802925394035636	1.036249886271575	4.0846059973234325	3.464663988224762
KRT6C	3480.4379383680644	11.958394039575403	4.883723361696531	822.4159194582135	3.71578261857748	921.4329261105095	0.8808124033308388	1510.3549795877568	847.4953077863127
KRT6A	18805.17458102005	344.64994142361184	341.8606353187572	14874.49077836068	127.39826120837074	11417.620602008477	119.84229934730764	17536.421669410112	11984.016093492546
KRT16	11534.848211875913	124.82983966783192	64.93288525973979	7100.780815795223	34.23828269974963	5067.381942510234	36.3205585138187	9272.630910543534	6322.241853179474
CXCL8	44.93693298184507	0.05640751905460096	0.13756967216046567	27.407234268764647	0.08847101472803523	18.54538308656455	0.1036249886271575	5.609142038577953	52.54740382140889
