2026-08-20 20:07:46,249|caper.caper_base|INFO| Creating a timestamped temporary directory. /jetstream2/scratch/main/jobs/79269154/working/.caper_tmp/atac.native/20260820_200746_241826
2026-08-20 20:07:46,250|caper.caper_runner|INFO| Localizing files on work_dir. /jetstream2/scratch/main/jobs/79269154/working/.caper_tmp/atac.native/20260820_200746_241826
2026-08-20 20:08:12,340|autouri|INFO| cp: copied, src=https://www.encodeproject.org/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/@@download/GRCh38_no_alt_analysis_set_GCA_000001405.15.fasta.gz, dest=/jetstream2/scratch/main/jobs/79269154/working/.caper_tmp/caf534ed3cf684406e731d19be272b4a/GRCh38_no_alt_analysis_set_GCA_000001405.15.fasta.gz
2026-08-20 20:08:12,853|autouri|INFO| cp: copied, src=https://www.encodeproject.org/files/GRCh38_no_alt_analysis_set_GCA_000001405.15_mito_only/@@download/GRCh38_no_alt_analysis_set_GCA_000001405.15_mito_only.fasta.gz, dest=/jetstream2/scratch/main/jobs/79269154/working/.caper_tmp/f43b63a83784d3ec8055f1a22168ed89/GRCh38_no_alt_analysis_set_GCA_000001405.15_mito_only.fasta.gz
2026-08-20 20:08:13,324|autouri|INFO| cp: copied, src=https://www.encodeproject.org/files/ENCFF356LFX/@@download/ENCFF356LFX.bed.gz, dest=/jetstream2/scratch/main/jobs/79269154/working/.caper_tmp/f183dcba5d34f959d8b55ed438ee2e22/ENCFF356LFX.bed.gz
2026-08-20 20:08:14,410|autouri|INFO| cp: copied, src=https://www.encodeproject.org/files/GRCh38_EBV.chrom.sizes/@@download/GRCh38_EBV.chrom.sizes.tsv, dest=/jetstream2/scratch/main/jobs/79269154/working/.caper_tmp/c52f52c7bfa357f55a39b1de7e4d0b0c/GRCh38_EBV.chrom.sizes.tsv
2026-08-20 20:10:04,356|autouri|INFO| cp: copied, src=https://www.encodeproject.org/files/ENCFF110MCL/@@download/ENCFF110MCL.tar.gz, dest=/jetstream2/scratch/main/jobs/79269154/working/.caper_tmp/3ff4ac4c3f59d096b1a3842a182072ae/ENCFF110MCL.tar.gz
2026-08-20 20:10:05,083|autouri|INFO| cp: copied, src=https://www.encodeproject.org/files/GRCh38_no_alt_analysis_set_GCA_000001405.15_mito_only_bowtie2_index/@@download/GRCh38_no_alt_analysis_set_GCA_000001405.15_mito_only_bowtie2_index.tar.gz, dest=/jetstream2/scratch/main/jobs/79269154/working/.caper_tmp/df5193e07055d13c48be59bacd0f56b8/GRCh38_no_alt_analysis_set_GCA_000001405.15_mito_only_bowtie2_index.tar.gz
2026-08-20 20:12:18,700|autouri|INFO| cp: copied, src=https://www.encodeproject.org/files/ENCFF643CGH/@@download/ENCFF643CGH.tar.gz, dest=/jetstream2/scratch/main/jobs/79269154/working/.caper_tmp/8c692fba4640609720272154ab0faa30/ENCFF643CGH.tar.gz
2026-08-20 20:12:19,255|autouri|INFO| cp: copied, src=https://www.encodeproject.org/files/GRCh38_no_alt_analysis_set_GCA_000001405.15_mito_only_bwa_index/@@download/GRCh38_no_alt_analysis_set_GCA_000001405.15_mito_only_bwa_index.tar.gz, dest=/jetstream2/scratch/main/jobs/79269154/working/.caper_tmp/d3dff25534e93d893902540d81e4f475/GRCh38_no_alt_analysis_set_GCA_000001405.15_mito_only_bwa_index.tar.gz
