2018jz1	LUAD	ATII	20
2018jz1	LUAD	B	30
2018jz1	LUAD	Basal	2
2018jz1	LUAD	CD4	24
2018jz1	LUAD	CD8	40
2018jz1	LUAD	Cilia	4
2018jz1	LUAD	Club	1
2018jz1	LUAD	DC	57
2018jz1	LUAD	EC	5
2018jz1	LUAD	Epi	3
2018jz1	LUAD	Fib	29
2018jz1	LUAD	Gran	72
2018jz1	LUAD	Mast	62
2018jz1	LUAD	Mo	560
2018jz1	LUAD	NE	41
2018jz1	LUAD	NK	90
2018jz1	LUAD	Tregs	36
2018jz11	LUSC	ATII	87
2018jz11	LUSC	B	132
2018jz11	LUSC	Basal	1
2018jz11	LUSC	CD4	780
2018jz11	LUSC	CD8	1362
2018jz11	LUSC	Cilia	64
2018jz11	LUSC	Club	20
2018jz11	LUSC	DC	208
2018jz11	LUSC	EC	15
2018jz11	LUSC	Epi	37
2018jz11	LUSC	Fib	5
2018jz11	LUSC	Gran	193
2018jz11	LUSC	Mast	121
2018jz11	LUSC	Mo	502
2018jz11	LUSC	NE	28
2018jz11	LUSC	NK	220
2018jz11	LUSC	Tregs	63
2018jz12	LUSC	ATII	48
2018jz12	LUSC	B	332
2018jz12	LUSC	Basal	42
2018jz12	LUSC	CD4	667
2018jz12	LUSC	CD8	491
2018jz12	LUSC	Cilia	17
2018jz12	LUSC	Club	17
2018jz12	LUSC	DC	165
2018jz12	LUSC	EC	2
2018jz12	LUSC	Epi	11
2018jz12	LUSC	Fib	1
2018jz12	LUSC	Gran	284
2018jz12	LUSC	Mast	77
2018jz12	LUSC	Mo	412
2018jz12	LUSC	NE	20
2018jz12	LUSC	NK	1708
2018jz12	LUSC	Tregs	378
2018jz16	LUSC	ATII	9
2018jz16	LUSC	B	619
2018jz16	LUSC	Basal	2
2018jz16	LUSC	CD4	1030
2018jz16	LUSC	CD8	748
2018jz16	LUSC	Cilia	3
2018jz16	LUSC	Club	1
2018jz16	LUSC	DC	103
2018jz16	LUSC	Gran	223
2018jz16	LUSC	Mast	28
2018jz16	LUSC	Mo	197
2018jz16	LUSC	NE	3
2018jz16	LUSC	NK	619
2018jz16	LUSC	Tregs	475
2018jz17	LUAD	ATII	11
2018jz17	LUAD	B	31
2018jz17	LUAD	CD4	96
2018jz17	LUAD	CD8	20
2018jz17	LUAD	Cilia	1
2018jz17	LUAD	Club	1
2018jz17	LUAD	DC	278
2018jz17	LUAD	Gran	129
2018jz17	LUAD	Mast	36
2018jz17	LUAD	Mo	791
2018jz17	LUAD	NE	4
2018jz17	LUAD	NK	31
2018jz17	LUAD	Tregs	25
2018jz19	LUAD	ATII	6
2018jz19	LUAD	B	155
2018jz19	LUAD	CD4	861
2018jz19	LUAD	CD8	299
2018jz19	LUAD	Cilia	1
2018jz19	LUAD	Club	1
2018jz19	LUAD	DC	10
2018jz19	LUAD	Gran	84
2018jz19	LUAD	Mast	5
2018jz19	LUAD	Mo	33
2018jz19	LUAD	NE	3
2018jz19	LUAD	NK	1462
2018jz19	LUAD	Tregs	135
2018jz21	LUAD	ATII	4
2018jz21	LUAD	B	18
2018jz21	LUAD	CD4	34
2018jz21	LUAD	CD8	41
2018jz21	LUAD	Cilia	1
2018jz21	LUAD	DC	64
2018jz21	LUAD	Gran	81
2018jz21	LUAD	Mo	154
2018jz21	LUAD	NE	2
2018jz21	LUAD	NK	105
2018jz21	LUAD	Tregs	25
2018jz23	LUAD	ATII	14
2018jz23	LUAD	B	1025
2018jz23	LUAD	Basal	3
2018jz23	LUAD	CD4	925
2018jz23	LUAD	CD8	450
2018jz23	LUAD	Cilia	1
2018jz23	LUAD	DC	101
2018jz23	LUAD	EC	1
2018jz23	LUAD	Epi	1
2018jz23	LUAD	Gran	149
2018jz23	LUAD	Mast	7
2018jz23	LUAD	Mo	166
2018jz23	LUAD	NE	30
2018jz23	LUAD	NK	571
2018jz23	LUAD	Tregs	551
2018jz26	LUAD	ATII	14
2018jz26	LUAD	B	1
2018jz26	LUAD	CD4	13
2018jz26	LUAD	CD8	3
2018jz26	LUAD	Cilia	1
2018jz26	LUAD	Club	7
2018jz26	LUAD	DC	22
2018jz26	LUAD	Epi	1
2018jz26	LUAD	Gran	165
2018jz26	LUAD	Mast	2
2018jz26	LUAD	Mo	32
2018jz26	LUAD	NE	6
2018jz26	LUAD	NK	9
2018jz26	LUAD	Tregs	1
2018jz27	LUSC	ATII	7
2018jz27	LUSC	B	145
2018jz27	LUSC	Basal	16
2018jz27	LUSC	CD4	386
2018jz27	LUSC	CD8	221
2018jz27	LUSC	Cilia	2
2018jz27	LUSC	DC	80
2018jz27	LUSC	Gran	81
2018jz27	LUSC	Mast	7
2018jz27	LUSC	Mo	85
2018jz27	LUSC	NE	10
2018jz27	LUSC	NK	411
2018jz27	LUSC	Tregs	202
2018jz28	LUAD	ATII	11
2018jz28	LUAD	B	285
2018jz28	LUAD	Basal	1
2018jz28	LUAD	CD4	715
2018jz28	LUAD	CD8	642
2018jz28	LUAD	Cilia	6
2018jz28	LUAD	Club	2
2018jz28	LUAD	DC	322
2018jz28	LUAD	Gran	226
2018jz28	LUAD	Mast	44
2018jz28	LUAD	Mo	282
2018jz28	LUAD	NE	8
2018jz28	LUAD	NK	955
2018jz28	LUAD	Tregs	523
2018jz33	LUAD	ATII	208
2018jz33	LUAD	B	193
2018jz33	LUAD	Basal	2
2018jz33	LUAD	CD4	356
2018jz33	LUAD	CD8	83
2018jz33	LUAD	Cilia	9
2018jz33	LUAD	Club	12
2018jz33	LUAD	DC	141
2018jz33	LUAD	Epi	16
2018jz33	LUAD	Fib	8
2018jz33	LUAD	Gran	288
2018jz33	LUAD	Mast	2
2018jz33	LUAD	Mo	354
2018jz33	LUAD	NE	12
2018jz33	LUAD	NK	171
2018jz33	LUAD	Tregs	34
2018jz37	LUSC	ATII	5
2018jz37	LUSC	B	653
2018jz37	LUSC	Basal	1505
2018jz37	LUSC	CD4	144
2018jz37	LUSC	CD8	187
2018jz37	LUSC	Cilia	2
2018jz37	LUSC	Club	1
2018jz37	LUSC	DC	55
2018jz37	LUSC	EC	2
2018jz37	LUSC	Epi	2
2018jz37	LUSC	Fib	114
2018jz37	LUSC	Gran	343
2018jz37	LUSC	Mast	25
2018jz37	LUSC	Mo	323
2018jz37	LUSC	NE	13
2018jz37	LUSC	NK	160
2018jz37	LUSC	Tregs	198
2018jz38	LUSC	ATII	15
2018jz38	LUSC	B	28
2018jz38	LUSC	Basal	199
2018jz38	LUSC	CD4	226
2018jz38	LUSC	CD8	192
2018jz38	LUSC	Cilia	1
2018jz38	LUSC	Club	1
2018jz38	LUSC	DC	135
2018jz38	LUSC	EC	13
2018jz38	LUSC	Epi	1
2018jz38	LUSC	Fib	35
2018jz38	LUSC	Gran	525
2018jz38	LUSC	Mast	57
2018jz38	LUSC	Mo	305
2018jz38	LUSC	NE	96
2018jz38	LUSC	NK	411
2018jz38	LUSC	Tregs	202
2018jz4	LUSC	ATII	8
2018jz4	LUSC	B	181
2018jz4	LUSC	Basal	35
2018jz4	LUSC	CD4	104
2018jz4	LUSC	CD8	56
2018jz4	LUSC	Cilia	3
2018jz4	LUSC	DC	89
2018jz4	LUSC	EC	15
2018jz4	LUSC	Epi	1
2018jz4	LUSC	Fib	631
2018jz4	LUSC	Gran	243
2018jz4	LUSC	Mast	118
2018jz4	LUSC	Mo	571
2018jz4	LUSC	NE	7
2018jz4	LUSC	NK	17
2018jz4	LUSC	Tregs	140
2018jz41	LUAD	ATII	5
2018jz41	LUAD	B	217
2018jz41	LUAD	Basal	1
2018jz41	LUAD	CD4	607
2018jz41	LUAD	CD8	609
2018jz41	LUAD	Cilia	2
2018jz41	LUAD	DC	51
2018jz41	LUAD	Gran	14
2018jz41	LUAD	Mast	5
2018jz41	LUAD	Mo	8
2018jz41	LUAD	NE	5
2018jz41	LUAD	NK	485
2018jz41	LUAD	Tregs	445
2018jz44	LUAD	ATII	2960
2018jz44	LUAD	B	46
2018jz44	LUAD	CD4	116
2018jz44	LUAD	CD8	69
2018jz44	LUAD	Cilia	9
2018jz44	LUAD	Club	11
2018jz44	LUAD	DC	173
2018jz44	LUAD	EC	1
2018jz44	LUAD	Epi	4
2018jz44	LUAD	Gran	40
2018jz44	LUAD	Mast	91
2018jz44	LUAD	Mo	1567
2018jz44	LUAD	NE	7
2018jz44	LUAD	NK	29
2018jz44	LUAD	Tregs	31
2018jz46	LUSC	ATII	8
2018jz46	LUSC	B	358
2018jz46	LUSC	Basal	207
2018jz46	LUSC	CD4	214
2018jz46	LUSC	CD8	93
2018jz46	LUSC	Cilia	6
2018jz46	LUSC	Club	12
2018jz46	LUSC	DC	94
2018jz46	LUSC	EC	3
2018jz46	LUSC	Epi	4
2018jz46	LUSC	Fib	13
2018jz46	LUSC	Gran	110
2018jz46	LUSC	Mast	24
2018jz46	LUSC	Mo	76
2018jz46	LUSC	NE	11
2018jz46	LUSC	NK	190
2018jz46	LUSC	Tregs	58
2018jz50	LUAD	ATII	40
2018jz50	LUAD	B	5
2018jz50	LUAD	CD4	567
2018jz50	LUAD	CD8	396
2018jz50	LUAD	Cilia	6
2018jz50	LUAD	Club	2
2018jz50	LUAD	DC	341
2018jz50	LUAD	EC	1
2018jz50	LUAD	Epi	17
2018jz50	LUAD	Gran	92
2018jz50	LUAD	Mast	4
2018jz50	LUAD	Mo	344
2018jz50	LUAD	NE	4
2018jz50	LUAD	NK	354
2018jz50	LUAD	Tregs	212
2018jz53	LUAD	ATII	223
2018jz53	LUAD	B	20
2018jz53	LUAD	Basal	10
2018jz53	LUAD	CD4	74
2018jz53	LUAD	CD8	19
2018jz53	LUAD	Cilia	28
2018jz53	LUAD	Club	16
2018jz53	LUAD	DC	170
2018jz53	LUAD	EC	4
2018jz53	LUAD	Epi	2
2018jz53	LUAD	Fib	36
2018jz53	LUAD	Gran	172
2018jz53	LUAD	Mast	1
