pathway_id	pathway_name	foreground_hits	pathway_genes_in_universe	foreground_genes_in_universe	universe_genes	p_value	adjusted_p_value	foreground_hit_genes
pau01053	Biosynthesis	6	9	40	2048	3.03551952671e-09	4.15866175159e-07	PA14_09210,PA14_09220,PA14_09240,PA14_09270,PA14_09280,PA14_09290
pau02010	ABC	11	202	40	2048	0.00115512775919	0.0791262515047	PA14_10160,PA14_10180,PA14_20030,PA14_33540,PA14_33550,PA14_33560,PA14_33690,PA14_33760,PA14_48115,PA14_54980,PA14_62000
pau01210	2-Oxocarboxylic	4	47	40	2048	0.0121521501597	0.554948190627	PA14_33500,PA14_35520,PA14_35530,PA14_38200
pau00785	Lipoic	2	24	40	2048	0.0783628894309	1	PA14_35520,PA14_35530
pau00401	Novobiocin	1	6	40	2048	0.111742141731	1	PA14_31820
pau02020	Two-component	8	265	40	2048	0.13566241602	1	PA14_06170,PA14_06180,PA14_15190,PA14_15200,PA14_20000,PA14_28980,PA14_47390,PA14_64690
pau00261	Monobactam	1	9	40	2048	0.162950182863	1	PA14_33510
pau00640	Propanoate	2	43	40	2048	0.204290256684	1	PA14_35520,PA14_35530
pau00280	Valine,	2	45	40	2048	0.218762765708	1	PA14_35520,PA14_35530
pau00660	C5-Branched	1	13	40	2048	0.226771278327	1	PA14_38200
pau04146	Peroxisome	1	14	40	2048	0.241969877279	1	PA14_58000
pau00290	Valine,	1	17	40	2048	0.285838851871	1	PA14_38200
pau00130	Ubiquinone	1	21	40	2048	0.340498541134	1	PA14_09210
pau00360	Phenylalanine	1	21	40	2048	0.340498541134	1	PA14_31820
pau01110	Biosynthesis	10	444	40	2048	0.362387454381	1	PA14_09210,PA14_09220,PA14_31820,PA14_33500,PA14_33510,PA14_35520,PA14_35530,PA14_38200,PA14_55580,PA14_58030
pau00470	D-Amino	1	23	40	2048	0.366276689677	1	PA14_63940
pau03010	Ribosome	2	67	40	2048	0.378997729714	1	PA14_17700,PA14_17710
pau00340	Histidine	1	25	40	2048	0.391071465952	1	PA14_31820
pau00770	Pantothenate	1	26	40	2048	0.403111575375	1	PA14_38200
pau00350	Tyrosine	1	27	40	2048	0.414919457168	1	PA14_31820
pau00020	Citrate	1	29	40	2048	0.437855923792	1	PA14_58030
pau00400	Phenylalanine,	1	32	40	2048	0.470625508852	1	PA14_31820
pau01501	beta-Lactam	1	34	40	2048	0.491429140289	1	PA14_33750
pau00720	Other	1	35	40	2048	0.501529852498	1	PA14_58030
pau00970	Aminoacyl-tRNA	2	86	40	2048	0.507003686841	1	PA14_60620,PA14_68030
pau00650	Butanoate	1	38	40	2048	0.530672553658	1	PA14_38200
pau01230	Biosynthesis	3	146	40	2048	0.552033630159	1	PA14_31820,PA14_33500,PA14_38200
pau00860	Porphyrin	1	52	40	2048	0.646118980518	1	PA14_55580
pau00260	Glycine,	1	56	40	2048	0.673664894939	1	PA14_33500
pau00620	Pyruvate	1	64	40	2048	0.722628255656	1	PA14_58030
