	CDC73	CPSF1	CPSF2	CPSF3	CPSF3L	CPSF4	CPSF6	CPSF7	CSTF1	CSTF2	CSTF3	CTR9	FIP1L1	LEO1	NUDT21	PABPC1	PABPN1	PAF1	PAPOLA	PCF11	PHF3	RBBP6	RPAP2	RPRD1A	RPRD1B	SCAF1	SCAF11	SCAF4	SCAF8	SF3A1	SRSF3	SYMPK	THOC5
guide1	0.09627308045090571	0.10625092397651151	0.09202590891924045	0.09487690569515372	0.122089086255615	0.10991340178275086	0.07010583765463599	0.012622869319530886	0.12338528295843824	0.06815418857567096	0.0659632377052021	0.11247722969010596	0.083427356125812	0.08348479278974275	0.0727444468217345	0.15121639527007616	0.09774567827651329	0.12070533552308318	0.10388341145319956	0.14844520402741984	0.0656251908590139	0.0716520556709606	0.11051544090237377	0.043058559673684105	0.060202079381296146	0.17384944165386698	0.035403782506890545	0.10643879937937752	-0.003535423056132174	0.1296800661132489	0.061266591878725005	0.14391780317043887	0.16015653823360643
guide10	0.1145310005284816	0.16242673604518695	0.15086801701140576	0.1503934828837516	0.03651395481495518	0.15960406666828733	0.13906252489146115	0.02019799454675958	0.15449592342361188	0.07421474314299008	0.12353020601992235	0.11847319670948114	0.1479081923888472	0.08321082524638108	0.1282329033656658	0.05312178748417245	0.0532225939519096	0.12127156429012698	0.03116051862486781	0.14950081122481929	-0.071283386610193	0.12328923677157805	0.08553554119254689	0.05189702119536153	0.14116238535778702	0.146184845212761	0.027476901567167533	0.07316348303461488	-0.01995731992299123	0.061184236104064996	0.055820821310967855	0.15251380997921743	0.1009938138897051
guide11	0.06384756601485739	0.15914304770461166	0.1390614484536822	0.15003234521672526	-0.02075601182908694	0.1805370822165834	0.16361893947625775	-0.005382760092337177	0.18961423776706915	0.09742875083256435	0.11992617692464556	0.09558437379845318	0.10623378190918806	0.05279700100292981	0.15217482197716797	0.07391549677829125	0.08854402067659815	0.09378958844721352	0.020536350227275325	0.13062739509475108	-0.07292904418026049	0.09203632072724667	0.08638663712074793	0.015805896125459757	0.13071225235550651	0.23292898633860618	0.13515822677140155	0.11623004761106848	-0.010136870107370455	0.043777743537514194	0.02356404338184542	0.19408716144800894	0.0917370584961204
guide12	0.2273431153785555	0.38530113036794583	0.3324484477838521	0.33277006901717454	0.12746686213803157	0.3855675940322593	0.3371062110819111	0.015394433132048045	0.37321974821464965	0.19839388990530377	0.282224297929864	0.2518368616817932	0.3444389889995223	0.16493373280608797	0.31597713796233673	0.21937335647408587	0.18898986536040271	0.25985912290850566	0.11547991708635014	0.36490431502481	-0.1280346778309331	0.2542890890608604	0.23865994160895646	0.09689472594857611	0.2979451468112986	0.38313171039651334	0.08534672017796223	0.22241379026147873	-0.05574827799988153	0.21118645787369966	0.11771407816985045	0.3595173983090969	0.251215436697124
guide13	0.2263187405592305	0.29824994196794974	0.23538087993523518	0.24311519109226903	0.15397405045595164	0.31895151123340804	0.5260056155110276	0.08205303037566009	0.32738263425635467	0.14849123556107902	0.2460981474341141	0.24802452851790371	0.28263234963229245	0.13080018732000592	0.635613518026643	0.23403552286304533	0.17062667644598412	0.24326982443605208	0.010576804701422556	0.272159089322893	-0.10157392124861693	0.1824845641184719	0.22903418718681218	0.051649934174203674	0.31956649638767676	0.36609730097224585	0.06718928337422402	0.2204912736063552	0.03893442630083425	0.18880456584801264	0.23186235841660316	0.2960827176868112	0.23069057433862794
guide14	0.3439612279179683	0.3239617115790692	0.3106923544714117	0.2962139988218668	0.15904902907862598	0.3314536964219508	0.21868592269511514	0.037153632256163686	0.3214883814960201	0.17982802794002442	0.18553274025457822	0.3701310461444895	0.2551429762723303	0.3142499229346322	0.200653403364897	0.21727743326931867	0.204296327822892	0.36126282635821083	0.12097295022004442	0.3089226055365795	-0.0779571444031971	0.18652665564314902	0.19068996228917612	0.059400162410236525	0.21718597866059913	0.36377299076417613	0.04259857567798008	0.2288263790956218	-0.05264459336010716	0.259242083859182	0.11526714199268695	0.32720647673567727	0.275874331569591
guide15	0.15106664208453832	0.2781092814236797	0.21326236121480494	0.228619187286742	0.06399214957793929	0.2932182642247631	0.2540437820176925	0.0018452707395324728	0.30432587561217467	0.18421602843597676	0.18723798051066895	0.17921576578019852	0.21810584945837677	0.13342993116464416	0.2371305327322717	0.2658213449585258	0.14981125246321322	0.2016602216475313	0.11132645116849382	0.267469556410323	-0.09635375839027677	0.1671627818742196	0.19813662167593293	0.07034890106730592	0.19019477509875235	0.3812218715009937	0.06320948112091378	0.21530583729817038	-0.05817469736231875	0.16631189572525562	0.06393469965504327	0.3142178468709373	0.21296706378153554
guide16	0.26285473140188126	0.41079424605351694	0.3423171154159602	0.36524606384289104	0.20525824478505705	0.4299194946751966	0.33027669383384245	0.01820515907093382	0.4682329916793556	0.22908028729590402	0.2949991174479341	0.3176068550057212	0.35014875737671664	0.17253525739318645	0.3357063491831236	0.33822252297866107	0.2537638345025374	0.32683664854628797	0.16705033153397367	0.3971093042175337	-0.14609283155887878	0.26224055408768193	0.30393118572511885	0.05328835141077135	0.3579473096137935	0.5194734398610422	0.10129353995200129	0.2925959620988921	-0.010228072163323828	0.29498261120889374	0.1933419154543238	0.47497350449517073	0.3050627975033937
guide17	0.22910964967420935	0.4866221337179047	0.46361201570464305	0.4728369825135994	0.16426040115307694	0.5172529981190574	0.2544827371745128	0.04865370612059307	0.4326098501349038	0.2309987376397495	0.37372600677796597	0.27743160795081534	0.462931160969848	0.2232220927926771	0.2393489539432791	0.2588694668132724	0.19132835383566532	0.29557299447503627	0.2673875213292841	0.48501826926203706	-0.08631782889987633	0.37129217684475146	0.23598377569376744	0.1423742164703235	0.2214973616456402	0.40255081368973544	0.08377601274602872	0.21029444251516677	-0.10763117859571747	0.26663486937970954	0.05444329445857994	0.4357842419875632	0.29642225813256673
guide18	0.1696307215745738	0.19826551037299944	0.17311331514225933	0.188941411966186	0.12440725109442834	0.24333893380727886	0.21900365251935036	-0.004273397350148826	0.24348152969497053	0.17975291247326983	0.13910224449436723	0.17190824560718643	0.21113982434425077	0.09466182138012437	0.20916820744762984	0.5319003985654137	0.12281863071511528	0.2136175891012385	0.10005993506125484	0.2492604927034794	-0.1096703682087453	0.15716626792288807	0.2122095426178069	0.07554169895062066	0.15377734583804567	0.375464948660069	0.11182751612331814	0.2250879505350986	0.00033116416881107634	0.16777722387473207	0.07677922905117726	0.28827644929453067	0.16870120156889198
