tree_name	mean_patristic_distance
1003258at2759	ERROR:<Node object at 0x14736f1e4910: 'None' (<Taxon 0x14736f176510 'Animals Cele'>)>
100698at2759	ERROR:<Node object at 0x14736f1d1250: 'None' (<Taxon 0x14736f1ca520 'Animals Cele'>)>
1010730at2759	ERROR:<Node object at 0x14736f13f950: 'None' (<Taxon 0x14736f196140 'Animals Cele'>)>
1014314at2759	ERROR:<Node object at 0x14736f1634d0: 'None' (<Taxon 0x14736f13f650 'Animals Cele'>)>
1018517at2759	ERROR:<Node object at 0x14736f1e3070: 'None' (<Taxon 0x14736f163930 'Animals Cele'>)>
1019762at2759	ERROR:<Node object at 0x14736f1c0ef0: 'None' (<Taxon 0x14736f11a8e0 'Animals Cele'>)>
1038775at2759	ERROR:<Node object at 0x14736f1c1640: 'None' (<Taxon 0x14736f1e39d0 'Animals Cele'>)>
1041560at2759	ERROR:<Node object at 0x14736f1c19a0: 'None' (<Taxon 0x14736f0b48d0 'Animals Cele'>)>
1065019at2759	ERROR:<Node object at 0x14736f1c1c70: 'None' (<Taxon 0x14736f0a2e70 'Animals Cele'>)>
1079827at2759	ERROR:<Node object at 0x14736f1c1f40: 'None' (<Taxon 0x14736f0a2ff0 'Animals Cele'>)>
1094121at2759	ERROR:<Node object at 0x14736f1c2210: 'None' (<Taxon 0x14736f0a3230 'Animals Cele'>)>
1096688at2759	ERROR:<Node object at 0x14736f1c24e0: 'None' (<Taxon 0x14736f0a3350 'Animals Cele'>)>
1112002at2759	ERROR:<Node object at 0x14736f1c27b0: 'None' (<Taxon 0x14736f0a3470 'Animals Cele'>)>
1129824at2759	ERROR:<Node object at 0x14736f1c2a80: 'None' (<Taxon 0x14736f0a3590 'Animals Ggal'>)>
1138059at2759	ERROR:<Node object at 0x14736f1c2d50: 'None' (<Taxon 0x14736f0a36b0 'Animals Cele'>)>
1157302at2759	ERROR:<Node object at 0x14736f1c3020: 'None' (<Taxon 0x14736f0a37d0 'Animals Cele'>)>
1161199at2759	ERROR:<Node object at 0x14736f1c32f0: 'None' (<Taxon 0x14736f0a38f0 'Animals Cele'>)>
1173229at2759	ERROR:<Node object at 0x14736f1c35c0: 'None' (<Taxon 0x14736f0a3a10 'Animals Cele'>)>
1193442at2759	ERROR:<Node object at 0x14736f1c39b0: 'None' (<Taxon 0x14736f0a3b90 'Animals Cele'>)>
1194691at2759	ERROR:<Node object at 0x14736f1c3da0: 'None' (<Taxon 0x14736f0a3d10 'Animals Cele'>)>
1200489at2759	ERROR:<Node object at 0x14736f0c4170: 'None' (<Taxon 0x14736f0a3e30 'Animals Cele'>)>
1217666at2759	ERROR:<Node object at 0x14736f0c45f0: 'None' (<Taxon 0x14736f0a3f50 'Animals Cele'>)>
1249159at2759	ERROR:<Node object at 0x14736f0c44d0: 'None' (<Taxon 0x14736eecc0b0 'Animals Cele'>)>
1251252at2759	ERROR:<Node object at 0x14736f1c3d10: 'None' (<Taxon 0x14736f0a3fb0 'Animals Cele'>)>
1260807at2759	ERROR:<Node object at 0x14736f1c3920: 'None' (<Taxon 0x14736f0a3dd0 'Animals Cele'>)>
1264469at2759	ERROR:<Node object at 0x14736f1c3770: 'None' (<Taxon 0x14736f0a3d10 'Animals Cele'>)>
1269244at2759	ERROR:<Node object at 0x14736f1c3260: 'None' (<Taxon 0x14736f0a3b30 'Animals Cele'>)>
1269649at2759	ERROR:<Node object at 0x14736f1c30b0: 'None' (<Taxon 0x14736f0a3a70 'Animals Cele'>)>
1284731at2759	ERROR:<Node object at 0x14736f1c29f0: 'None' (<Taxon 0x14736f0a3890 'Animals Cele'>)>
1287094at2759	ERROR:<Node object at 0x14736f1c2840: 'None' (<Taxon 0x14736f0a3770 'Animals Cele'>)>
1287401at2759	ERROR:<Node object at 0x14736f1c24e0: 'None' (<Taxon 0x14736f0a3650 'Animals Ggal'>)>
1291729at2759	ERROR:<Node object at 0x14736f1c2060: 'None' (<Taxon 0x14736f0a3530 'Animals Cele'>)>
1304061at2759	ERROR:<Node object at 0x14736f1c1be0: 'None' (<Taxon 0x14736f0a3410 'Animals Cele'>)>
1338131at2759	ERROR:<Node object at 0x14736f1c1a30: 'None' (<Taxon 0x14736f0a32f0 'Animals Cele'>)>
1342242at2759	ERROR:<Node object at 0x14736f1c1760: 'None' (<Taxon 0x14736f0a31d0 'Animals Cele'>)>
1346165at2759	ERROR:<Node object at 0x14736f1c11c0: 'None' (<Taxon 0x14736f0a2ff0 'Animals Cele'>)>
1346432at2759	ERROR:<Node object at 0x14736f0c4560: 'None' (<Taxon 0x14736f0a2e70 'Animals Cele'>)>
1355894at2759	ERROR:<Node object at 0x14736f0c4a70: 'None' (<Taxon 0x14736eecc2f0 'Animals Cele'>)>
1358374at2759	ERROR:<Node object at 0x14736f0c4d40: 'None' (<Taxon 0x14736eecc410 'Animals Cele'>)>
1364586at2759	ERROR:<Node object at 0x14736f0c5010: 'None' (<Taxon 0x14736eecc530 'Animals Cele'>)>
1370285at2759	ERROR:<Node object at 0x14736f0c52e0: 'None' (<Taxon 0x14736eecc650 'Animals Cele'>)>
1379600at2759	ERROR:<Node object at 0x14736f0c55b0: 'None' (<Taxon 0x14736eecc770 'Animals Cele'>)>
1382842at2759	ERROR:<Node object at 0x14736f0c5880: 'None' (<Taxon 0x14736eecc890 'Animals Cele'>)>
1405073at2759	ERROR:<Node object at 0x14736f0c5b50: 'None' (<Taxon 0x14736eecc9b0 'Animals Cele'>)>
1421503at2759	ERROR:<Node object at 0x14736f0c5f40: 'None' (<Taxon 0x14736eeccb30 'Animals Cele'>)>
1423847at2759	ERROR:<Node object at 0x14736f0c6210: 'None' (<Taxon 0x14736eeccc50 'Animals Cele'>)>
1428854at2759	ERROR:<Node object at 0x14736f0c64e0: 'None' (<Taxon 0x14736eeccd70 'Animals Cele'>)>
1432328at2759	ERROR:<Node object at 0x14736f0c68d0: 'None' (<Taxon 0x14736eeccef0 'Animals Cele'>)>
1434266at2759	ERROR:<Node object at 0x14736f0c6ba0: 'None' (<Taxon 0x14736eecd010 'Animals Cele'>)>
1441854at2759	ERROR:<Node object at 0x14736f0c6e70: 'None' (<Taxon 0x14736eecd130 'Animals Cele'>)>
1445102at2759	ERROR:<Node object at 0x14736f0c7140: 'None' (<Taxon 0x14736eecd250 'Animals Cele'>)>
1455730at2759	ERROR:<Node object at 0x14736f0c7410: 'None' (<Taxon 0x14736eecd370 'Animals Cele'>)>
1488235at2759	ERROR:<Node object at 0x14736f0c76e0: 'None' (<Taxon 0x14736eecd490 'Animals Cele'>)>
1488436at2759	ERROR:<Node object at 0x14736f0c79b0: 'None' (<Taxon 0x14736eecd5b0 'Animals Cele'>)>
1504863at2759	ERROR:<Node object at 0x14736f0c7c80: 'None' (<Taxon 0x14736eecd6d0 'Animals Cele'>)>
1513531at2759	ERROR:<Node object at 0x14736eed80e0: 'None' (<Taxon 0x14736eecd850 'Animals Cele'>)>
1525971at2759	ERROR:<Node object at 0x14736eed83b0: 'None' (<Taxon 0x14736eecd970 'Animals Cele'>)>
1526152at2759	ERROR:<Node object at 0x14736eed87a0: 'None' (<Taxon 0x14736eecdaf0 'Animals Cele'>)>
1538526at2759	ERROR:<Node object at 0x14736eed8a70: 'None' (<Taxon 0x14736eecdc10 'Animals Cele'>)>
1545004at2759	ERROR:<Node object at 0x14736eed8d40: 'None' (<Taxon 0x14736eecdd30 'Animals Cele'>)>
1552706at2759	ERROR:<Node object at 0x14736eed9010: 'None' (<Taxon 0x14736eecde50 'Animals Cele'>)>
156083at2759	ERROR:<Node object at 0x14736eed92e0: 'None' (<Taxon 0x14736eecdf70 'Animals Cele'>)>
1620056at2759	ERROR:<Node object at 0x14736eed96d0: 'None' (<Taxon 0x14736eece0f0 'Animals Cele'>)>
1626636at2759	ERROR:<Node object at 0x14736eed9ac0: 'None' (<Taxon 0x14736eece270 'Animals Cele'>)>
1633672at2759	ERROR:<Node object at 0x14736eed9d90: 'None' (<Taxon 0x14736eece390 'Animals Cele'>)>
176625at2759	ERROR:<Node object at 0x14736eeda060: 'None' (<Taxon 0x14736eece4b0 'Animals Cele'>)>
271586at2759	ERROR:<Node object at 0x14736eeda330: 'None' (<Taxon 0x14736eece5d0 'Animals Cele'>)>
290630at2759	ERROR:<Node object at 0x14736eeda600: 'None' (<Taxon 0x14736eece6f0 'Animals Cele'>)>
296129at2759	ERROR:<Node object at 0x14736eeda8d0: 'None' (<Taxon 0x14736eece810 'Animals Cele'>)>
306227at2759	ERROR:<Node object at 0x14736eedaba0: 'None' (<Taxon 0x14736eece930 'Animals Cele'>)>
320059at2759	ERROR:<Node object at 0x14736eedae70: 'None' (<Taxon 0x14736eecea50 'Animals Cele'>)>
324863at2759	ERROR:<Node object at 0x14736eedb140: 'None' (<Taxon 0x14736eeceb70 'Animals Cele'>)>
331411at2759	ERROR:<Node object at 0x14736eedb410: 'None' (<Taxon 0x14736eecec90 'Animals Cele'>)>
341721at2759	ERROR:<Node object at 0x14736eedb6e0: 'None' (<Taxon 0x14736eecedb0 'Animals Cele'>)>
355408at2759	ERROR:<Node object at 0x14736eedbad0: 'None' (<Taxon 0x14736eecef30 'Animals Ggal'>)>
390348at2759	ERROR:<Node object at 0x14736eedbda0: 'None' (<Taxon 0x14736eecf050 'Animals Ggal'>)>
39650at2759	ERROR:<Node object at 0x14736eee80e0: 'None' (<Taxon 0x14736eecf170 'Animals Cele'>)>
396755at2759	ERROR:<Node object at 0x14736eee83b0: 'None' (<Taxon 0x14736eecf290 'Animals Cele'>)>
418107at2759	ERROR:<Node object at 0x14736eee8680: 'None' (<Taxon 0x14736eecf3b0 'Animals Cele'>)>
453044at2759	ERROR:<Node object at 0x14736eee8950: 'None' (<Taxon 0x14736eecf4d0 'Animals Cele'>)>
491869at2759	ERROR:<Node object at 0x14736eee8d40: 'None' (<Taxon 0x14736eecf650 'Animals Cele'>)>
