tree_name	mean_patristic_distance
1001705at2759	1.7015966260666666
1003258at2759	1.6908806038333335
100698at2759	1.0808753392500001
1010730at2759	1.1521924699
1014314at2759	1.9411812228
1018517at2759	0.93287826915
1019762at2759	2.426690216066667
1025450at2759	1.5718522471666667
1030907at2759	2.3160044415
1032689at2759	1.6527801510666666
1038775at2759	1.1136281723333334
1041560at2759	1.270546321
1049599at2759	1.698980076
1051021at2759	2.084461963266667
1053181at2759	1.3083348329333335
1057950at2759	2.1941545439666665
1065019at2759	1.1527294435
1076134at2759	1.0523275337333333
1079130at2759	1.0031909134166666
1079827at2759	0.57980335505
1085752at2759	3.0456062876
1087488at2759	1.8615150912333334
1090038at2759	1.8326455036
1094121at2759	2.1355514775333333
1096688at2759	0.9812195681500001
1106766at2759	1.087922930533333
1107630at2759	1.6666018944333334
1108845at2759	1.1603212164
1111142at2759	2.7073360627999996
1112002at2759	1.36595670145
1115196at2759	1.5929339469166666
1128607at2759	0.9029211466000001
1129824at2759	1.8309187936833335
1138059at2759	1.0045010568666666
1157302at2759	0.35794312768333336
1161199at2759	2.3058335358333335
1173229at2759	1.9965374652666668
1178688at2759	1.7368464898166665
1182451at2759	1.9792047000166668
1193442at2759	1.4579087552666667
1194691at2759	1.41257112855
1194797at2759	1.4454259154333335
1197019at2759	1.08366751605
1200489at2759	1.4204797724
1217666at2759	1.15947238915
1220881at2759	1.4376523210166665
1222562at2759	1.5050652321166667
1223488at2759	1.9592430423
1228942at2759	1.1874573691666666
1233814at2759	1.2368668181166667
1236198at2759	0.8810947120666667
1247641at2759	2.4070623566333333
1248958at2759	1.7160970594833334
1249159at2759	1.8278625061666667
1251252at2759	1.8575754740333332
1257440at2759	1.2248842076666666
1258856at2759	2.3513809716
1259741at2759	1.7091140141833334
1260807at2759	1.2726000287166668
1264469at2759	1.7403983337666666
1266231at2759	0.8743925066
1269244at2759	2.701970172733333
1269649at2759	0.9284197333
1275837at2759	0.88329687005
1284731at2759	1.5660965197666668
1287094at2759	1.81998262925
1287401at2759	0.9140956955999999
1291729at2759	1.4466817786500001
1304061at2759	1.049982911
1309031at2759	1.6498918788666668
1312453at2759	2.0701154046166668
1314980at2759	1.7870335258666667
1322299at2759	1.7382030066833334
1322642at2759	1.1532518082666667
1323575at2759	1.4192993377
1324510at2759	1.9042912286
1338131at2759	0.8892673439666666
1339553at2759	3.822730762166666
1342242at2759	2.2478961824666666
1346165at2759	1.5381377030333334
1346432at2759	1.8242959873666666
1348942at2759	1.9330178566666667
1355894at2759	1.4656256436666668
1358374at2759	1.0313196649833334
1364586at2759	1.6822182622000001
1370285at2759	2.9308160842333333
1370304at2759	2.0270080942666664
1377237at2759	1.8623083762000003
1379600at2759	2.5222326665166666
1380409at2759	1.8378906414666665
1382842at2759	1.8895303064666666
1395649at2759	1.822392175
1398309at2759	1.3159286488333333
1404162at2759	2.29505565765
1405073at2759	0.5669800539333333
1405146at2759	2.5534263758166666
1407446at2759	2.5546705174666666
1421503at2759	1.04154781305
1423847at2759	1.39941340435
142542at2759	2.000307486866667
1426075at2759	1.353742497
1428265at2759	2.454007632416667
1428854at2759	1.8092988849999998
1430056at2759	1.5903152410333332
1432328at2759	1.6061558396166664
1434266at2759	2.071614745133333
1440961at2759	1.9922240403833333
1441854at2759	1.3500247480333334
1442062at2759	1.9468005476999999
1445102at2759	1.6960550120999998
1450538at2759	1.6483110031333332
1454155at2759	2.1199683111166667
1455730at2759	0.9379230856666667
1459797at2759	1.7737424927333334
1474000at2759	1.3450697236
1488235at2759	1.3631212101833334
1488436at2759	1.9124249436833332
1490022at2759	1.3832529848666668
1504863at2759	1.3730558627833334
1513531at2759	2.3302991081499997
1525971at2759	1.8854166314333334
1530008at2759	0.6213212056499999
1538526at2759	1.08588499795
1552706at2759	1.7038317828166667
1558822at2759	0.7342032316
156083at2759	0.5651490627333333
1567796at2759	1.1597321682666666
1575179at2759	2.111281077333333
1576404at2759	1.5409327806166668
1588798at2759	1.7516138252833333
1593937at2759	2.416184583216667
160593at2759	2.0728622560166667
1617752at2759	1.9626710718
1620056at2759	1.6820760470666665
1623701at2759	2.1556886669333335
1626636at2759	1.4160791075999999
1633672at2759	0.7381807228
1645187at2759	1.1886460579833333
166920at2759	1.5647173366
176625at2759	2.1171702060166666
179362at2759	2.6202570221833335
245208at2759	1.0554564214666666
257318at2759	1.9557765543166667
261328at2759	1.7655160602666664
261419at2759	1.8959158990666667
270107at2759	1.7083795346333333
271586at2759	2.5016503064333335
290630at2759	0.9779664330333334
293315at2759	1.706227174883333
296129at2759	0.8571500356166667
299766at2759	2.4100964155666666
306227at2759	1.7109551336
320059at2759	0.43061995825000005
324863at2759	1.8073867742666667
325552at2759	1.3528638473
330169at2759	2.4726628000833335
331411at2759	1.9994514107833332
341721at2759	2.15120801535
345441at2759	1.0516629581999999
355408at2759	1.3299476747833334
369837at2759	1.5106617450666666
375960at2759	1.6036635262833334
383503at2759	2.10237585495
388820at2759	1.5625355869500002
390348at2759	1.1751107426
392369at2759	0.7339357169
39650at2759	1.4767476400166668
396755at2759	2.01940510155
418107at2759	1.1320642510166665
426305at2759	1.1856797886500001
450058at2759	3.1219117136
453044at2759	1.3230674913166667
457861at2759	1.7189284250499999
464990at2759	1.2423353282833334
513979at2759	1.9294564076666667
543764at2759	1.9113473972166668
549762at2759	1.4457799186000002
551907at2759	1.8975466787666668
570797at2759	2.6981725054833334
582756at2759	2.67184026895
598949at2759	2.3307203526166664
604979at2759	1.1190444419333334
621827at2759	1.3853764426
625387at2759	2.4205833689333334
655400at2759	1.9375648967833332
664730at2759	0.8541565370333334
671536at2759	1.367124742
671846at2759	2.786098458016667
673132at2759	0.9765552896999999
674160at2759	2.2748499325333333
674169at2759	2.556121168066667
679187at2759	1.5951933491333332
679771at2759	1.6336899188
687505at2759	1.3956554817333335
692986at2759	2.6494836114
708105at2759	2.4065317240333335
719531at2759	1.0866927057333333
720340at2759	1.702216080583333
722805at2759	2.094946907966667
734341at2759	1.8878039879166666
734666at2759	0.9103552965166667
736068at2759	1.9994502769166667
751335at2759	2.4540147357166666
759498at2759	1.3437464534666665
761109at2759	1.7192752511
768809at2759	1.2114932065666666
774318at2759	2.23421240875
777920at2759	1.24047155055
779909at2759	0.58043422055
801857at2759	1.59093001645
814241at2759	1.8359275122833332
817008at2759	0.7283842518333333
834694at2759	1.7321459117
836599at2759	1.6317255637333332
83779at2759	1.8292370151333335
844748at2759	1.4561241808666665
855834at2759	2.54568078015
858842at2759	1.8560246582666666
865202at2759	1.7292463459166667
866359at2759	0.8550370874666666
869548at2759	1.8137161844333332
878143at2759	1.5230639838666666
87842at2759	1.8598256931166668
887370at2759	1.7936240491166666
891751at2759	2.307162170116667
898782at2759	2.220961873883333
901894at2759	1.7333503108166666
905026at2759	1.7686911280666668
911863at2759	2.035402943683333
917326at2759	1.3733009997166665
918816at2759	1.90507926095
919955at2759	1.5072276001333333
923657at2759	2.1811815775166665
924753at2759	1.8279958533
931188at2759	2.1353808210666667
937275at2759	2.4910008344666665
937686at2759	1.2552447785333334
939345at2759	2.1211432808
944899at2759	0.6120044969166667
946128at2759	1.8682866349999998
956854at2759	1.5928635082
97116at2759	1.5273289059333333
973442at2759	1.8439660878833333
974865at2759	1.2751336016833335
975158at2759	1.6630886949166666
975557at2759	2.1082023058000003
976469at2759	1.1909071284
981902at2759	2.7195450858
996662at2759	1.3109191007499998
