ENSMUSG00000000001	38867
ENSMUSG00000000003	15723
ENSMUSG00000000028	31541
ENSMUSG00000000031	4696
ENSMUSG00000000037	175689
ENSMUSG00000000049	71043
ENSMUSG00000000056	18604
ENSMUSG00000000058	7931
ENSMUSG00000000078	8913
ENSMUSG00000000085	124906
ENSMUSG00000000088	11153
ENSMUSG00000000093	9398
ENSMUSG00000000094	29676
ENSMUSG00000000103	64395
ENSMUSG00000000120	18918
ENSMUSG00000000125	43808
ENSMUSG00000000126	26625
ENSMUSG00000000127	276435
ENSMUSG00000000131	98787
ENSMUSG00000000134	12643
ENSMUSG00000000142	30435
ENSMUSG00000000148	14369
ENSMUSG00000000149	72024
ENSMUSG00000000154	25599
ENSMUSG00000000157	21332
ENSMUSG00000000159	60454
ENSMUSG00000000167	7680
ENSMUSG00000000168	25148
ENSMUSG00000000171	7456
ENSMUSG00000000182	8507
ENSMUSG00000000183	12602
ENSMUSG00000000184	27032
ENSMUSG00000000194	66460
ENSMUSG00000000197	350511
ENSMUSG00000000202	4729
ENSMUSG00000000204	15031
ENSMUSG00000000214	38377
ENSMUSG00000000215	64726
ENSMUSG00000000216	33997
ENSMUSG00000000223	52023
ENSMUSG00000000244	14599
ENSMUSG00000000247	30453
ENSMUSG00000000248	50327
ENSMUSG00000000253	46357
ENSMUSG00000000263	93961
ENSMUSG00000000266	103117
ENSMUSG00000000275	20918
ENSMUSG00000000276	31672
ENSMUSG00000000278	31446
ENSMUSG00000000282	14806
ENSMUSG00000000290	35457
ENSMUSG00000000295	14822
ENSMUSG00000000296	113583
ENSMUSG00000000301	75876
ENSMUSG00000000303	66896
ENSMUSG00000000305	456943
ENSMUSG00000000308	6024
ENSMUSG00000000317	5671
ENSMUSG00000000318	14638
ENSMUSG00000000320	13897
ENSMUSG00000000326	19967
ENSMUSG00000000339	19246
ENSMUSG00000000340	36912
ENSMUSG00000000346	5413
ENSMUSG00000000355	12849
ENSMUSG00000000359	8248
ENSMUSG00000000365	122452
ENSMUSG00000000374	57917
ENSMUSG00000000378	49858
ENSMUSG00000000381	3156
ENSMUSG00000000384	10470
ENSMUSG00000000385	46514
ENSMUSG00000000386	15873
ENSMUSG00000000392	73133
ENSMUSG00000000394	9121
ENSMUSG00000000399	27416
ENSMUSG00000000402	62714
ENSMUSG00000000409	25298
ENSMUSG00000000411	2009
ENSMUSG00000000416	148366
ENSMUSG00000000420	81475
ENSMUSG00000000435	3227
ENSMUSG00000000439	20723
ENSMUSG00000000440	129449
ENSMUSG00000000441	58569
ENSMUSG00000000486	18684
ENSMUSG00000000489	19104
ENSMUSG00000000530	16815
ENSMUSG00000000531	8569
ENSMUSG00000000532	39618
ENSMUSG00000000538	126192
ENSMUSG00000000544	36273
ENSMUSG00000000552	26199
ENSMUSG00000000555	22478
ENSMUSG00000000560	138253
ENSMUSG00000000561	10669
ENSMUSG00000000562	38069
ENSMUSG00000000563	17402
ENSMUSG00000000567	5537
ENSMUSG00000000568	23004
ENSMUSG00000000579	8104
ENSMUSG00000000581	11598
ENSMUSG00000000594	14915
ENSMUSG00000000600	42381
ENSMUSG00000000605	18543
ENSMUSG00000000606	9902
ENSMUSG00000000617	15524
ENSMUSG00000000627	27885
ENSMUSG00000000628	49430
ENSMUSG00000000631	102735
ENSMUSG00000000632	48249
ENSMUSG00000000673	16808
ENSMUSG00000000682	12635
ENSMUSG00000000686	23487
ENSMUSG00000000690	9094
ENSMUSG00000000693	18390
ENSMUSG00000000701	4802
ENSMUSG00000000706	8910
ENSMUSG00000000708	105860
ENSMUSG00000000711	19090
ENSMUSG00000000724	6669
ENSMUSG00000000730	21676
ENSMUSG00000000731	13589
ENSMUSG00000000732	14612
ENSMUSG00000000738	34819
ENSMUSG00000000739	18124
ENSMUSG00000000740	2895
ENSMUSG00000000743	8500
ENSMUSG00000000751	50159
ENSMUSG00000000753	12933
ENSMUSG00000000759	57972
ENSMUSG00000000766	279693
ENSMUSG00000000776	4691
ENSMUSG00000000782	30961
ENSMUSG00000000787	13083
ENSMUSG00000000791	12976
ENSMUSG00000000792	9869
ENSMUSG00000000794	154969
ENSMUSG00000000804	155720
ENSMUSG00000000805	8259
ENSMUSG00000000811	31542
ENSMUSG00000000817	7807
ENSMUSG00000000823	10701
ENSMUSG00000000826	34649
ENSMUSG00000000827	20825
ENSMUSG00000000838	39423
ENSMUSG00000000861	96068
ENSMUSG00000000869	15688
ENSMUSG00000000876	17951
ENSMUSG00000000881	50689
ENSMUSG00000000884	67967
ENSMUSG00000000889	17968
ENSMUSG00000000901	13275
ENSMUSG00000000902	24849
ENSMUSG00000000903	6601
ENSMUSG00000000915	31931
ENSMUSG00000000916	6853
ENSMUSG00000000934	21766
ENSMUSG00000000938	9658
