metric	value
remote_url	https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/release/20130502/ALL.chr1.phase3_shapeit2_mvncall_integrated_v5b.20130502.genotypes.vcf.gz
remote_sample_count	2504
input_target_count	5320
overlap_sites	4614,4614,4614,4614
same_allele_order_sites	4609
rank_header	query_sample,rank,reference_sample,pop,super_pop,compared,matching,mismatch,match_rate
rank	Sample1	1	HG02314	ACB	AFR	4614	3147	1467	0.68205462
rank	Sample1	2	NA19141	YRI	AFR	4614	3097	1517	0.67121803
rank	Sample1	3	HG03198	ESN	AFR	4614	3096	1518	0.67100130
rank	Sample1	4	NA19704	ASW	AFR	4614	3072	1542	0.66579974
rank	Sample1	5	NA19449	LWK	AFR	4614	3055	1559	0.66211530
rank	Sample1	6	NA19043	LWK	AFR	4614	3044	1570	0.65973125
rank	Sample1	7	HG02941	ESN	AFR	4614	3040	1574	0.65886433
rank	Sample1	8	HG03419	MSL	AFR	4614	3036	1578	0.65799740
rank	Sample1	9	HG02051	ACB	AFR	4614	3034	1580	0.65756394
rank	Sample1	10	NA19473	LWK	AFR	4614	3032	1582	0.65713047
rank	Sample1	11	HG02923	ESN	AFR	4614	3031	1583	0.65691374
rank	Sample1	12	HG02979	ESN	AFR	4614	3030	1584	0.65669701
rank	Sample1	13	HG03159	ESN	AFR	4614	3029	1585	0.65648028
rank	Sample1	14	NA19435	LWK	AFR	4614	3020	1594	0.65452969
rank	Sample1	15	NA19035	LWK	AFR	4614	3018	1596	0.65409623
rank	Sample2	1	HG03351	ESN	AFR	4614	3106	1508	0.67316862
rank	Sample2	2	NA19141	YRI	AFR	4614	3064	1550	0.66406589
rank	Sample2	3	HG02314	ACB	AFR	4614	3060	1554	0.66319896
rank	Sample2	4	HG03198	ESN	AFR	4614	3036	1578	0.65799740
rank	Sample2	5	HG03061	MSL	AFR	4614	3032	1582	0.65713047
rank	Sample2	6	NA19390	LWK	AFR	4614	3032	1582	0.65713047
rank	Sample2	7	HG03428	MSL	AFR	4614	3026	1588	0.65583008
rank	Sample2	8	HG02307	ACB	AFR	4614	3024	1590	0.65539662
rank	Sample2	9	HG03202	ESN	AFR	4614	3019	1595	0.65431296
rank	Sample2	10	NA19036	LWK	AFR	4614	3012	1602	0.65279584
rank	Sample2	11	HG02891	GWD	AFR	4614	3009	1605	0.65214564
rank	Sample2	12	NA19431	LWK	AFR	4614	3004	1610	0.65106199
rank	Sample2	13	HG03476	MSL	AFR	4614	2992	1622	0.64846121
rank	Sample2	14	HG03159	ESN	AFR	4614	2990	1624	0.64802774
rank	Sample2	15	HG03432	MSL	AFR	4614	2989	1625	0.64781101
rank	Sample3	1	HG02724	PJL	SAS	4614	4559	55	0.98807976
rank	Sample3	2	HG01167	PUR	AMR	4614	3022	1592	0.65496316
rank	Sample3	3	HG02775	PJL	SAS	4614	2999	1615	0.64997833
rank	Sample3	4	HG03634	PJL	SAS	4614	2999	1615	0.64997833
rank	Sample3	5	HG02789	PJL	SAS	4614	2990	1624	0.64802774
rank	Sample3	6	HG04039	STU	SAS	4614	2973	1641	0.64434330
rank	Sample3	7	HG03934	BEB	SAS	4614	2941	1673	0.63740789
rank	Sample3	8	HG03836	STU	SAS	4614	2934	1680	0.63589077
rank	Sample3	9	HG03908	BEB	SAS	4614	2933	1681	0.63567404
rank	Sample3	10	HG01702	IBS	EUR	4614	2930	1684	0.63502384
rank	Sample3	11	HG03969	ITU	SAS	4614	2906	1708	0.62982228
rank	Sample3	12	HG01303	PUR	AMR	4614	2897	1717	0.62787169
rank	Sample3	13	NA20889	GIH	SAS	4614	2893	1721	0.62700477
rank	Sample3	14	NA20809	TSI	EUR	4614	2891	1723	0.62657130
rank	Sample3	15	HG02734	PJL	SAS	4614	2890	1724	0.62635457
rank	Sample4	1	HG00190	FIN	EUR	4614	4559	55	0.98807976
rank	Sample4	2	HG01085	PUR	AMR	4614	3058	1556	0.66276550
rank	Sample4	3	HG01272	CLM	AMR	4614	3028	1586	0.65626355
rank	Sample4	4	HG02265	PEL	AMR	4614	3025	1589	0.65561335
rank	Sample4	5	NA12400	CEU	EUR	4614	3000	1614	0.65019506
rank	Sample4	6	NA19759	MXL	AMR	4614	2958	1656	0.64109233
rank	Sample4	7	HG03246	GWD	AFR	4614	2957	1657	0.64087560
rank	Sample4	8	HG01682	IBS	EUR	4614	2953	1661	0.64000867
rank	Sample4	9	HG00282	FIN	EUR	4614	2944	1670	0.63805808
rank	Sample4	10	HG00272	FIN	EUR	4614	2931	1683	0.63524057
rank	Sample4	11	HG00276	FIN	EUR	4614	2922	1692	0.63328999
rank	Sample4	12	NA19716	MXL	AMR	4614	2917	1697	0.63220633
rank	Sample4	13	HG00257	GBR	EUR	4614	2914	1700	0.63155613
rank	Sample4	14	HG01566	PEL	AMR	4614	2911	1703	0.63090594
rank	Sample4	15	HG03916	BEB	SAS	4614	2911	1703	0.63090594
