pathway_id	pathway_name	gene_id
pau00920	Sulfur metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_19540
pau00920	Sulfur metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_19560
pau00920	Sulfur metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_19570
pau00920	Sulfur metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_19580
pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	PA14_44340
pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	PA14_44350
pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	PA14_44360
pau00910	Nitrogen metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_13750
pau00910	Nitrogen metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_13770
pau00650	Butanoate metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_38640
pau00650	Butanoate metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_38660
pau00280	Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa UCBPP-PA14	PA14_38640
pau00280	Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa UCBPP-PA14	PA14_38660
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	PA14_19540
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	PA14_19570
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	PA14_19580
pau00061	Fatty acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_20950
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_44340
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_44350
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_44360
pau01212	Fatty acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_20950
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_19560
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_20950
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_38640
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_38660
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_44340
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_44350
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_44360
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	PA14_19560
