pathway_id	pathway_name	gene_id
1004.07434617553	-2.90171146662239	PA14_06710
1017.06023809027	-3.36761390657811	PA14_49260
10421.9235770292	-2.51644284549105	PA14_49250
104304.588585825	5.79427045615809	PA14_33630
1067.27848589034	3.40863802489023	PA14_31820
1080.40577528556	1.80127824206256	PA14_55560
10958.4722686469	-1.81958171268388	PA14_61040
11256.4359928417	2.35919659472405	PA14_48115
1127.10889341801	-2.95223991179031	PA14_06650
11327.4827288268	-3.25149796107624	PA14_15120
1148.83397524828	4.20792895273477	PA14_49720
1167.47487550051	-2.87291068981978	PA14_48610
120430.952389762	5.68805961104718	PA14_33650
1225.75334497525	-2.25032006752412	PA14_29890
1245.51745704004	-2.75793480490846	PA14_06660
12610.46204296	-1.55710034518841	PA14_57540
12682.6530709578	5.20474829290772	PA14_60480
1282.77672327952	3.06630879437902	PA14_33910
1309.20885252155	1.6668218866346	PA14_33840
13159.1209835039	6.30186923909212	PA14_33820
1318.08239181993	-3.31681115225069	PA14_49270
13425.5556656623	6.06871238694935	PA14_33500
13652.1572414669	-2.09456613904943	PA14_09450
1366.99074259075	1.97227710272117	PA14_35520
14031.3485285204	5.44097209198648	PA14_20010
14238.8427987169	-1.6487602145762	PA14_39890
14244.2739106896	-1.67449933649001	PA14_09420
1459.27685573071	-2.50876925904321	PA14_48560
1489.16161683026	2.17864928352919	PA14_10160
14898.7731768226	2.89306963799609	PA14_09260
15008.9736055115	-2.71015411913827	PA14_63940
1507.28141252498	2.92731378211001	PA14_28980
15576.6158056697	-1.93776968700978	PA14_10500
15737.0847892883	-2.44575280408027	PA14_44360
15848.9243174511	-3.69496038021835	PA14_60700
164.696303456109	1.72135167924357	PA14_03110
1666.55522561128	1.53485977745553	PA14_10180
1690.36457313373	-1.88312634131532	PA14_45330
1706.59303804967	-1.76856520660317	PA14_18590
1716.44188644372	2.23498054831431	PA14_49560
17449.2236546571	4.49360519541553	PA14_57990
1766.29104729276	5.07499291550532	PA14_33540
1832.38287502498	-1.75642365097141	PA14_45290
1844.56886330509	4.80421258125166	PA14_33250
1851.03739355287	-2.20025911025969	PA14_39970
1861.52709639561	-1.61942774133048	PA14_45300
1902.52275895582	-2.16762436113057	PA14_29900
1921.47019044228	-2.99643418928198	PA14_06740
196.59028814913	-1.71603749467845	PA14_48550
200243.428202272	6.47932574451842	PA14_33610
2029.82189527885	4.89042889509589	PA14_33570
20387.2414914444	4.18578314189277	PA14_38220
205380.276322447	7.04927284817707	PA14_33280
20596.4708979715	1.58234772389003	PA14_55580
2186.38456600741	2.18937377809865	PA14_35530
22126.7704022378	3.59484104037241	PA14_48140
2230.88220293651	4.77079055696545	PA14_33530
22333.817015267	4.51105485588374	PA14_58010
22634.9813584366	-1.80914713589206	PA14_39910
2283.88101183922	-2.53486678900217	PA14_06670
237851.875604748	7.96367417512223	PA14_20020
2541.10532144602	2.48587813194641	PA14_32930
2553.1604432431	3.89869193896294	PA14_20000
2584.08029872621	5.07549835636866	PA14_33550
2619.5049632602	-3.29235991753942	PA14_48600
266.104698843562	2.90578400261707	PA14_68030
2681.21569724222	-3.92393281565662	PA14_48590
2690.12182526344	3.64429689021041	PA14_33750
2768.03354444402	1.53733827702626	PA14_11010
2874.91420924906	2.7830664159678	PA14_47380
2879.48886204615	2.33480789287742	PA14_68040
291.417778091468	1.81223695840947	PA14_55550
3002.77522345842	4.36161328536714	PA14_33560
3054.26659377072	-2.34502446573655	PA14_48570
3153.18928536337	-3.36008261286427	PA14_18670
3304.28148221435	-2.41029244532217	PA14_56300
33105.5140255763	7.17887879364936	PA14_33810
3314.16645832344	2.4538298799227	PA14_64690
33177.1233700185	-1.81215311217159	PA14_09440
3379.8362462565	-2.48270203251063	PA14_53070
343.286404754577	-1.78531867339967	PA14_02770
3440.71917051631	-1.94932875986978	PA14_38510
3444.98790245479	6.86747983954387	PA14_33270
35238.449735835	-3.02758159715678	PA14_39945
3528.82002215152	-2.42964810017924	PA14_29920
3589.99005834834	5.04311370232328	PA14_33590
3617.51283809882	2.65055244377142	PA14_24140
36421.9906926989	-3.82111428714866	PA14_39960
3666.48336432458	3.98199722899537	PA14_20050
3724.1390391996	3.43262484820609	PA14_33770
