pathway_id	pathway_name	foreground_hits	pathway_genes_in_universe	foreground_genes_in_universe	universe_genes	p_value	adjusted_p_value	foreground_hit_genes
pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	32	58	252	2048	1.48412351003e-15	2.03324920874e-13	PA14_01310,PA14_01360,PA14_01730,PA14_06740,PA14_10500,PA14_13030,PA14_29320,PA14_29850,PA14_29860,PA14_29880,PA14_29890,PA14_29900,PA14_29920,PA14_29930,PA14_29940,PA14_29980,PA14_29990,PA14_30010,PA14_30020,PA14_44050,PA14_44060,PA14_44340,PA14_44350,PA14_44360,PA14_44370,PA14_47160,PA14_47180,PA14_47190,PA14_47210,PA14_57540,PA14_57560,PA14_57570
pau00030	Pentose phosphate pathway - Pseudomonas aeruginosa UCBPP-PA14	14	29	252	2048	1.80967871272e-06	0.000123962991821	PA14_07910,PA14_22910,PA14_23070,PA14_23080,PA14_23090,PA14_34600,PA14_34640,PA14_35270,PA14_35290,PA14_35300,PA14_35320,PA14_35340,PA14_53290,PA14_61770
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	42	202	252	2048	0.000210975799315	0.00963456150207	PA14_10160,PA14_10170,PA14_10180,PA14_12920,PA14_12940,PA14_12960,PA14_13010,PA14_19500,PA14_19540,PA14_19570,PA14_20030,PA14_22980,PA14_22990,PA14_23000,PA14_23010,PA14_33540,PA14_33550,PA14_33560,PA14_33690,PA14_33760,PA14_34770,PA14_34780,PA14_39320,PA14_39330,PA14_40240,PA14_40390,PA14_40410,PA14_40420,PA14_45340,PA14_47920,PA14_48115,PA14_50520,PA14_50530,PA14_54980,PA14_58350,PA14_58360,PA14_64870,PA14_64880,PA14_64890,PA14_68070,PA14_68080,PA14_68090
pau00860	Porphyrin metabolism - Pseudomonas aeruginosa UCBPP-PA14	16	52	252	2048	0.000290114219288	0.00993641201062	PA14_00280,PA14_01360,PA14_06650,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_09160,PA14_18670,PA14_25920,PA14_25930,PA14_39640,PA14_41563,PA14_55580,PA14_64520
pau01200	Carbon metabolism - Pseudomonas aeruginosa UCBPP-PA14	29	129	252	2048	0.000589943100965	0.0161644409665	PA14_07910,PA14_09150,PA14_22890,PA14_22910,PA14_22930,PA14_23070,PA14_23080,PA14_23090,PA14_30180,PA14_32985,PA14_33000,PA14_33010,PA14_34600,PA14_34640,PA14_35490,PA14_41470,PA14_44050,PA14_44060,PA14_44290,PA14_47100,PA14_52800,PA14_54000,PA14_56300,PA14_58030,PA14_60890,PA14_61040,PA14_61770,PA14_63570,PA14_63580
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	9	24	252	2048	0.0013731029592	0.0272565246062	PA14_09420,PA14_09440,PA14_09450,PA14_39880,PA14_39890,PA14_39910,PA14_39925,PA14_39960,PA14_39970
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	25	111	252	2048	0.00139266914046	0.0272565246062	PA14_07870,PA14_09420,PA14_09440,PA14_09450,PA14_20610,PA14_27330,PA14_33750,PA14_39880,PA14_39890,PA14_39910,PA14_39925,PA14_39945,PA14_39960,PA14_39970,PA14_40260,PA14_40290,PA14_41920,PA14_43610,PA14_50520,PA14_50530,PA14_63150,PA14_63160,PA14_64870,PA14_64880,PA14_64890
pau04146	Peroxisome - Pseudomonas aeruginosa UCBPP-PA14	6	14	252	2048	0.00416275755174	0.0712872230735	PA14_09150,PA14_30180,PA14_43610,PA14_56780,PA14_58000,PA14_61040
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	70	444	252	2048	0.00871316814339	0.132633781738	PA14_00280,PA14_01360,PA14_04630,PA14_06650,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_06920,PA14_07910,PA14_09150,PA14_09420,PA14_09440,PA14_09450,PA14_11550,PA14_13290,PA14_13300,PA14_13320,PA14_14680,PA14_22890,PA14_22930,PA14_23070,PA14_23080,PA14_23500,PA14_25640,PA14_27330,PA14_30180,PA14_31820,PA14_32985,PA14_33000,PA14_33010,PA14_33500,PA14_33510,PA14_34640,PA14_35270,PA14_35490,PA14_35500,PA14_35520,PA14_35530,PA14_38200,PA14_39590,PA14_39880,PA14_39890,PA14_39910,PA14_39925,PA14_39945,PA14_39960,PA14_39970,PA14_40310,PA14_40670,PA14_41470,PA14_41563,PA14_41920,PA14_44050,PA14_44060,PA14_44290,PA14_47100,PA14_48440,PA14_52800,PA14_55580,PA14_56300,PA14_57780,PA14_58030,PA14_60890,PA14_61040,PA14_61770,PA14_63110,PA14_63120,PA14_71630
pau01503	Cationic antimicrobial peptide (CAMP) resistance - Pseudomonas aeruginosa UCBPP-PA14	9	31	252	2048	0.0097151394092	0.133097409906	PA14_18310,PA14_18320,PA14_18330,PA14_18340,PA14_18350,PA14_18360,PA14_18370,PA14_49180,PA14_73040
pau00020	Citrate cycle (TCA cycle) - Pseudomonas aeruginosa UCBPP-PA14	8	29	252	2048	0.0199089384142	0.247956778432	PA14_30180,PA14_35490,PA14_41470,PA14_44050,PA14_44060,PA14_44290,PA14_56300,PA14_58030
pau01210	2-Oxocarboxylic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	11	47	252	2048	0.0235911435801	0.269332222539	PA14_04630,PA14_06920,PA14_30180,PA14_33500,PA14_35490,PA14_35500,PA14_35520,PA14_35530,PA14_38200,PA14_41470,PA14_44290
